sigma_y,repeat,target,group,week,base_week,feasible,coverage_at_base
0.002,30,75,2,15.8571428571,15.8571428571,True,0.751905015537
0.002,30,75,3,19.2857142857,19.2857142857,True,0.754441968032
0.002,30,90,1,29.4285714286,29.4285714286,True,0.900796081339
0.002,30,90,2,27.5714285714,27.5714285714,True,0.900316613061
0.002,30,90,3,32.5714285714,32.5714285714,True,0.90067415578
0.002,30,95,1,35.5714285714,35.5714285714,True,0.950782350131
0.002,30,95,2,34.8571428571,34.8571428571,True,0.950277456215
0.002,30,95,3,36.5714285714,36.5714285714,True,0.95037996769
0.002,30,99,1,inf,inf,False,
0.002,30,99,2,40,40,True,0.990083456039
0.002,30,99,3,inf,inf,False,
0.002,31,50,1,12.5714285714,12.5714285714,True,0.523537171738
0.002,31,50,2,12,12,True,0.504025876522
0.002,31,50,3,13.8571428571,13.8571428571,True,0.500134084906
0.002,31,75,1,16.8571428571,16.8571428571,True,0.754025348595
0.002,31,75,2,15.7142857143,15.8571428571,True,0.755066420351
0.002,31,75,3,19.2857142857,19.2857142857,True,0.754471353122
0.002,31,90,1,29.4285714286,29.4285714286,True,0.900760131223
0.002,31,90,2,27.5714285714,27.5714285714,True,0.901252380439
0.002,31,90,3,32.5714285714,32.5714285714,True,0.900424310139
0.002,31,95,1,35.5714285714,35.5714285714,True,0.95079516513
0.002,31,95,2,34.8571428571,34.8571428571,True,0.950772021498
0.002,31,95,3,36.5714285714,36.5714285714,True,0.950376485075
0.002,31,99,1,inf,inf,False,
0.002,31,99,2,40,40,True,0.990171551704
0.002,31,99,3,inf,inf,False,
0.002,32,50,1,12.5714285714,12.5714285714,True,0.522134436028
0.002,32,50,2,12,12,True,0.503328919411
0.002,32,50,3,13.8571428571,13.8571428571,True,0.500803887844
0.002,32,75,1,16.8571428571,16.8571428571,True,0.752949195249
0.002,32,75,2,15.8571428571,15.8571428571,True,0.752462727683
0.002,32,75,3,19.2857142857,19.2857142857,True,0.754978052207
0.002,32,90,1,29.4285714286,29.4285714286,True,0.900372300829
0.002,32,90,2,27.5714285714,27.5714285714,True,0.900377460888
0.002,32,90,3,32.5714285714,32.5714285714,True,0.900808198111
0.002,32,95,1,35.5714285714,35.5714285714,True,0.950616129807
0.002,32,95,2,34.8571428571,34.8571428571,True,0.950307045664
0.002,32,95,3,36.5714285714,36.5714285714,True,0.95045369012
0.002,32,99,1,inf,inf,False,
0.002,32,99,2,40,40,True,0.99012619257
0.002,32,99,3,inf,inf,False,
0.002,33,50,1,12.5714285714,12.5714285714,True,0.522248578923
0.002,33,50,2,12,12,True,0.502027630806
0.002,33,50,3,13.8571428571,13.8571428571,True,0.500527973686
0.002,33,75,1,16.8571428571,16.8571428571,True,0.752862998417
0.002,33,75,2,15.8571428571,15.8571428571,True,0.75233659574
0.002,33,75,3,19.2857142857,19.2857142857,True,0.754231214523
0.002,33,90,1,29.4285714286,29.4285714286,True,0.900368656431
0.002,33,90,2,27.5714285714,27.5714285714,True,0.900314433234
0.002,33,90,3,32.5714285714,32.5714285714,True,0.9004987904
0.002,33,95,1,35.5714285714,35.5714285714,True,0.950599227633
0.002,33,95,2,34.8571428571,34.8571428571,True,0.950319119862
0.002,33,95,3,36.5714285714,36.5714285714,True,0.95031860045
0.002,33,99,1,inf,inf,False,
0.002,33,99,2,40,40,True,0.990075170994
0.002,33,99,3,inf,inf,False,
0.002,34,50,1,12.4285714286,12.5714285714,True,0.524277444397
0.002,34,50,2,12,12,True,0.503287374973
0.002,34,50,3,13.8571428571,13.8571428571,True,0.501293948718
0.002,34,75,1,16.7142857143,16.8571428571,True,0.755050650665
0.002,34,75,2,15.7142857143,15.8571428571,True,0.754961686475
0.002,34,75,3,19.2857142857,19.2857142857,True,0.7550589868
0.002,34,90,1,29.4285714286,29.4285714286,True,0.900963527816
0.002,34,90,2,27.5714285714,27.5714285714,True,0.901309209211
0.002,34,90,3,32.5714285714,32.5714285714,True,0.900824512754
0.002,34,95,1,35.5714285714,35.5714285714,True,0.950930901936
0.002,34,95,2,34.8571428571,34.8571428571,True,0.950757128852
0.002,34,95,3,36.5714285714,36.5714285714,True,0.950490764209
0.002,34,99,1,inf,inf,False,
0.002,34,99,2,40,40,True,0.990122318268
0.002,34,99,3,inf,inf,False,
0.002,35,50,1,12.5714285714,12.5714285714,True,0.522450055395
0.002,35,50,2,12,12,True,0.502452611923
0.002,35,50,3,14,13.8571428571,True,0.499828274761
0.002,35,75,1,16.8571428571,16.8571428571,True,0.753170626504
0.002,35,75,2,15.8571428571,15.8571428571,True,0.752971862044
0.002,35,75,3,19.2857142857,19.2857142857,True,0.754113052573
0.002,35,90,1,29.4285714286,29.4285714286,True,0.900326541492
0.002,35,90,2,27.5714285714,27.5714285714,True,0.900518187455
0.002,35,90,3,32.5714285714,32.5714285714,True,0.900473279612
0.002,35,95,1,35.5714285714,35.5714285714,True,0.950609956469
0.002,35,95,2,34.8571428571,34.8571428571,True,0.950415841171
0.002,35,95,3,36.5714285714,36.5714285714,True,0.950294954436
0.002,35,99,1,inf,inf,False,
0.002,35,99,2,40,40,True,0.990059316158
0.002,35,99,3,inf,inf,False,
0.002,36,50,1,12.5714285714,12.5714285714,True,0.522829468761
0.002,36,50,2,12,12,True,0.502993643284
0.002,36,50,3,13.8571428571,13.8571428571,True,0.500859000853
0.002,36,75,1,16.8571428571,16.8571428571,True,0.753714220864
0.002,36,75,2,15.8571428571,15.8571428571,True,0.753632000514
0.002,36,75,3,19.2857142857,19.2857142857,True,0.75450114693
0.002,36,90,1,29.4285714286,29.4285714286,True,0.900422956262
0.002,36,90,2,27.5714285714,27.5714285714,True,0.900735480445
0.002,36,90,3,32.5714285714,32.5714285714,True,0.90067250388
0.002,36,95,1,35.5714285714,35.5714285714,True,0.950740814209
0.002,36,95,2,34.8571428571,34.8571428571,True,0.950570634433
0.002,36,95,3,36.5714285714,36.5714285714,True,0.950268873147
0.002,36,99,1,inf,inf,False,
0.002,36,99,2,40,40,True,0.990125715733
0.002,36,99,3,inf,inf,False,
0.002,37,50,1,12.5714285714,12.5714285714,True,0.523093845163
0.002,37,50,2,12,12,True,0.502809464931
0.002,37,50,3,13.8571428571,13.8571428571,True,0.501050706421
0.002,37,75,1,16.8571428571,16.8571428571,True,0.753888751779
0.002,37,75,2,15.8571428571,15.8571428571,True,0.753703432424
0.002,37,75,3,19.2857142857,19.2857142857,True,0.754827959197
0.002,37,90,1,29.4285714286,29.4285714286,True,0.900991473879
0.002,37,90,2,27.5714285714,27.5714285714,True,0.900788128376
0.002,37,90,3,32.5714285714,32.5714285714,True,0.900602791991
0.002,37,95,1,35.5714285714,35.5714285714,True,0.950807733195
0.002,37,95,2,34.8571428571,34.8571428571,True,0.950540278639
0.002,37,95,3,36.5714285714,36.5714285714,True,0.950380197593
0.002,37,99,1,inf,inf,False,
0.002,37,99,2,40,40,True,0.990119755268
0.002,37,99,3,inf,inf,False,
0.002,38,50,1,12.5714285714,12.5714285714,True,0.523737877607
0.002,38,50,2,12,12,True,0.50138759613
0.002,38,50,3,13.8571428571,13.8571428571,True,0.502076306513
0.002,38,75,1,16.7142857143,16.8571428571,True,0.754861967904
0.002,38,75,2,15.8571428571,15.8571428571,True,0.75406067712
0.002,38,75,3,19.2857142857,19.2857142857,True,0.754912223135
0.002,38,90,1,29.4285714286,29.4285714286,True,0.90091925008
0.002,38,90,2,27.5714285714,27.5714285714,True,0.900948269027
0.002,38,90,3,32.5714285714,32.5714285714,True,0.900995961257
0.002,38,95,1,35.5714285714,35.5714285714,True,0.950922557286
0.002,38,95,2,34.8571428571,34.8571428571,True,0.950586174216
0.002,38,95,3,36.5714285714,36.5714285714,True,0.950451459203
0.002,38,99,1,inf,inf,False,
0.002,38,99,2,40,40,True,0.990068852901
0.002,38,99,3,inf,inf,False,
0.002,39,50,1,12.5714285714,12.5714285714,True,0.523531637021
0.002,39,50,2,12,12,True,0.503327429295
0.002,39,50,3,14,13.8571428571,True,0.499827099698
0.002,39,75,1,16.8571428571,16.8571428571,True,0.753769712789
0.002,39,75,2,15.8571428571,15.8571428571,True,0.754638578211
0.002,39,75,3,19.2857142857,19.2857142857,True,0.753856480122
0.002,39,90,1,29.4285714286,29.4285714286,True,0.900954195431
0.002,39,90,2,27.5714285714,27.5714285714,True,0.900776513985
0.002,39,90,3,32.5714285714,32.5714285714,True,0.900381820542
0.002,39,95,1,35.5714285714,35.5714285714,True,0.95080856766
0.002,39,95,2,34.8571428571,34.8571428571,True,0.950633985656
0.002,39,95,3,36.5714285714,36.5714285714,True,0.950262682778
0.002,39,99,1,inf,inf,False,
0.002,39,99,2,40,40,True,0.990144610405
0.002,39,99,3,inf,inf,False,
0.002,40,50,1,12.5714285714,12.5714285714,True,0.523142367601
0.002,40,50,2,12,12,True,0.502368748188
0.002,40,50,3,13.8571428571,13.8571428571,True,0.502519271203
0.002,40,75,1,16.8571428571,16.8571428571,True,0.753442823887
0.002,40,75,2,15.8571428571,15.8571428571,True,0.753913904939
0.002,40,75,3,19.2857142857,19.2857142857,True,0.755168506077
0.002,40,90,1,29.4285714286,29.4285714286,True,0.900851956436
0.002,40,90,2,27.5714285714,27.5714285714,True,0.90059947116
0.002,40,90,3,32.5714285714,32.5714285714,True,0.901083154338
0.002,40,95,1,35.5714285714,35.5714285714,True,0.950681626797
0.002,40,95,2,34.8571428571,34.8571428571,True,0.95050153562
0.002,40,95,3,36.5714285714,36.5714285714,True,0.950550709452
0.002,40,99,1,inf,inf,False,
0.002,40,99,2,40,40,True,0.990088403225
0.002,40,99,3,inf,inf,False,
0.002,41,50,1,12.5714285714,12.5714285714,True,0.522460899183
0.002,41,50,2,12,12,True,0.502024352551
0.002,41,50,3,13.8571428571,13.8571428571,True,0.501894290958
0.002,41,75,1,16.8571428571,16.8571428571,True,0.753306227071
0.002,41,75,2,15.8571428571,15.8571428571,True,0.752710981028
0.002,41,75,3,19.2857142857,19.2857142857,True,0.755146205425
0.002,41,90,1,29.4285714286,29.4285714286,True,0.900731733867
0.002,41,90,2,27.5714285714,27.5714285714,True,0.900387465954
0.002,41,90,3,32.5714285714,32.5714285714,True,0.900969292436
0.002,41,95,1,35.5714285714,35.5714285714,True,0.950666333948
0.002,41,95,2,34.8571428571,34.8571428571,True,0.950390219688
0.002,41,95,3,36.5714285714,36.5714285714,True,0.950470634869
0.002,41,99,1,inf,inf,False,
0.002,41,99,2,40,40,True,0.99007076025
0.002,41,99,3,inf,inf,False,
0.002,42,50,1,12.5714285714,12.5714285714,True,0.523132345506
0.002,42,50,2,12,12,True,0.503315389156
0.002,42,50,3,13.8571428571,13.8571428571,True,0.500415452889
0.002,42,75,1,16.8571428571,16.8571428571,True,0.752915791103
0.002,42,75,2,15.8571428571,15.8571428571,True,0.754489072732
0.002,42,75,3,19.2857142857,19.2857142857,True,0.754477466856
0.002,42,90,1,29.4285714286,29.4285714286,True,0.90063895498
0.002,42,90,2,27.5714285714,27.5714285714,True,0.900737328189
0.002,42,90,3,32.5714285714,32.5714285714,True,0.900633488383
0.002,42,95,1,35.5714285714,35.5714285714,True,0.950626347746
0.002,42,95,2,34.8571428571,34.8571428571,True,0.950647992747
0.002,42,95,3,36.5714285714,36.5714285714,True,0.950362733432
0.002,42,99,1,inf,inf,False,
0.002,42,99,2,40,40,True,0.990111768246
0.002,42,99,3,inf,inf,False,
0.002,43,50,1,12.5714285714,12.5714285714,True,0.523277393409
0.002,43,50,2,12,12,True,0.501009464264
0.002,43,50,3,14,13.8571428571,True,0.499212809971
0.002,43,75,1,16.8571428571,16.8571428571,True,0.753856556756
0.002,43,75,2,15.8571428571,15.8571428571,True,0.753652853625
0.002,43,75,3,19.2857142857,19.2857142857,True,0.753198759896
0.002,43,90,1,29.4285714286,29.4285714286,True,0.900807023048
0.002,43,90,2,27.5714285714,27.5714285714,True,0.900491808142
0.002,43,90,3,32.5714285714,32.5714285714,True,0.900385839599
0.002,43,95,1,35.5714285714,35.5714285714,True,0.950813889503
0.002,43,95,2,34.8571428571,34.8571428571,True,0.950444076742
0.002,43,95,3,36.5714285714,36.5714285714,True,0.950192059789
0.002,43,99,1,inf,inf,False,
0.002,43,99,2,40,40,True,0.990032732487
0.002,43,99,3,inf,inf,False,
0.002,44,50,1,12.5714285714,12.5714285714,True,0.522590339184
0.002,44,50,2,12,12,True,0.501865148544
0.002,44,50,3,13.8571428571,13.8571428571,True,0.500748383147
0.002,44,75,1,16.8571428571,16.8571428571,True,0.753267833165
0.002,44,75,2,15.8571428571,15.8571428571,True,0.753242433071
0.002,44,75,3,19.2857142857,19.2857142857,True,0.753774711064
0.002,44,90,1,29.4285714286,29.4285714286,True,0.900425451142
0.002,44,90,2,27.5714285714,27.5714285714,True,0.90048366785
0.002,44,90,3,32.5714285714,32.5714285714,True,0.900422802993
0.002,44,95,1,35.5714285714,35.5714285714,True,0.950634683881
0.002,44,95,2,34.8571428571,34.8571428571,True,0.950438857079
0.002,44,95,3,36.5714285714,36.5714285714,True,0.950277183737
0.002,44,99,1,inf,inf,False,
0.002,44,99,2,40,40,True,0.990095376968
0.002,44,99,3,inf,inf,False,
0.002,45,50,1,12.5714285714,12.5714285714,True,0.523383153336
0.002,45,50,2,12,12,True,0.501876711845
0.002,45,50,3,14,13.8571428571,True,0.499425534691
0.002,45,75,1,16.7142857143,16.8571428571,True,0.754769163472
0.002,45,75,2,15.8571428571,15.8571428571,True,0.753141777856
0.002,45,75,3,19.2857142857,19.2857142857,True,0.753550691264
0.002,45,90,1,29.4285714286,29.4285714286,True,0.901075363159
0.002,45,90,2,27.5714285714,27.5714285714,True,0.900559782982
0.002,45,90,3,32.5714285714,32.5714285714,True,0.900406667164
0.002,45,95,1,35.5714285714,35.5714285714,True,0.951006310327
0.002,45,95,2,34.8571428571,34.8571428571,True,0.950397244522
0.002,45,95,3,36.5714285714,36.5714285714,True,0.950181160654
0.002,45,99,1,inf,inf,False,
0.002,45,99,2,40,40,True,0.990053713322
0.002,45,99,3,inf,inf,False,
0.002,46,50,1,12.5714285714,12.5714285714,True,0.523335427046
0.002,46,50,2,12,12,True,0.502252757549
0.002,46,50,3,14,13.8571428571,True,0.499898467745
0.002,46,75,1,16.7142857143,16.8571428571,True,0.755152276584
0.002,46,75,2,15.8571428571,15.8571428571,True,0.75261850868
0.002,46,75,3,19.2857142857,19.2857142857,True,0.753873101303
0.002,46,90,1,29.4285714286,29.4285714286,True,0.900739899703
0.002,46,90,2,27.5714285714,27.5714285714,True,0.900680150305
0.002,46,90,3,32.5714285714,32.5714285714,True,0.900526268142
0.002,46,95,1,35.5714285714,35.5714285714,True,0.950986794063
0.002,46,95,2,34.8571428571,34.8571428571,True,0.950383331094
0.002,46,95,3,36.5714285714,36.5714285714,True,0.950260434832
0.002,46,99,1,inf,inf,False,
0.002,46,99,2,40,40,True,0.99006575346
0.002,46,99,3,inf,inf,False,
0.002,47,50,1,12.5714285714,12.5714285714,True,0.523020207882
0.002,47,50,2,12,12,True,0.501143574715
0.002,47,50,3,14,13.8571428571,True,0.499884899173
0.002,47,75,1,16.7142857143,16.8571428571,True,0.755130009992
0.002,47,75,2,15.8571428571,15.8571428571,True,0.752086835248
0.002,47,75,3,19.2857142857,19.2857142857,True,0.753645232746
0.002,47,90,1,29.2857142857,29.4285714286,True,0.901166830744
0.002,47,90,2,27.5714285714,27.5714285714,True,0.900363062109
0.002,47,90,3,32.5714285714,32.5714285714,True,0.900425689561
0.002,47,95,1,35.5714285714,35.5714285714,True,0.951034043516
0.002,47,95,2,34.8571428571,34.8571428571,True,0.950262274061
0.002,47,95,3,36.5714285714,36.5714285714,True,0.950202141489
0.002,47,99,1,inf,inf,False,
0.002,47,99,2,40,40,True,0.990068256855
0.002,47,99,3,inf,inf,False,
0.002,48,50,1,12.5714285714,12.5714285714,True,0.52231332234
0.002,48,50,2,12,12,True,0.50357401371
0.002,48,50,3,13.7142857143,13.8571428571,True,0.504606191601
0.002,48,75,1,16.8571428571,16.8571428571,True,0.752658290522
0.002,48,75,2,15.8571428571,15.8571428571,True,0.753089572702
0.002,48,75,3,19.1428571429,19.2857142857,True,0.757041786398
0.002,48,90,1,29.5714285714,29.4285714286,True,0.899792867047
0.002,48,90,2,27.5714285714,27.5714285714,True,0.900658249855
0.002,48,90,3,32.4285714286,32.5714285714,True,0.901963242463
0.002,48,95,1,35.5714285714,35.5714285714,True,0.950482615403
0.002,48,95,2,34.8571428571,34.8571428571,True,0.950465185302
0.002,48,95,3,36.5714285714,36.5714285714,True,0.950808405876
0.002,48,99,1,inf,inf,False,
0.002,48,99,2,40,40,True,0.99013876915
0.002,48,99,3,inf,inf,False,
0.002,49,50,1,12.5714285714,12.5714285714,True,0.52318161726
0.002,49,50,2,12,12,True,0.501896798611
0.002,49,50,3,13.8571428571,13.8571428571,True,0.501471804721
0.002,49,75,1,16.7142857143,16.8571428571,True,0.754200884274
0.002,49,75,2,15.8571428571,15.8571428571,True,0.753350394113
0.002,49,75,3,19.2857142857,19.2857142857,True,0.754281980651
0.002,49,90,1,29.4285714286,29.4285714286,True,0.900874061244
0.002,49,90,2,27.5714285714,27.5714285714,True,0.900529980659
0.002,49,90,3,32.5714285714,32.5714285714,True,0.900789754731
0.002,49,95,1,35.5714285714,35.5714285714,True,0.950845139367
0.002,49,95,2,34.8571428571,34.8571428571,True,0.950397201947
0.002,49,95,3,36.5714285714,36.5714285714,True,0.950419613293
0.002,49,99,1,inf,inf,False,
0.002,49,99,2,40,40,True,0.990082800388
0.002,49,99,3,inf,inf,False,
0.002,50,50,1,12.5714285714,12.5714285714,True,0.523906873805
0.002,50,50,2,12,12,True,0.503179550171
0.002,50,50,3,13.8571428571,13.8571428571,True,0.500979466098
0.002,50,75,1,16.7142857143,16.8571428571,True,0.754770227841
0.002,50,75,2,15.7142857143,15.8571428571,True,0.75503467662
0.002,50,75,3,19.2857142857,19.2857142857,True,0.754482056413
0.002,50,90,1,29.2857142857,29.4285714286,True,0.90126237699
0.002,50,90,2,27.5714285714,27.5714285714,True,0.901043789727
0.002,50,90,3,32.5714285714,32.5714285714,True,0.9006986022
0.002,50,95,1,35.5714285714,35.5714285714,True,0.95093866757
0.002,50,95,2,34.8571428571,34.8571428571,True,0.95071296181
0.002,50,95,3,36.5714285714,36.5714285714,True,0.950387358665
0.002,50,99,1,inf,inf,False,
0.002,50,99,2,40,40,True,0.990186929703
0.002,50,99,3,inf,inf,False,
0.002,51,50,1,12.5714285714,12.5714285714,True,0.523668012449
0.002,51,50,2,12,12,True,0.503060400486
0.002,51,50,3,13.8571428571,13.8571428571,True,0.502179052149
0.002,51,75,1,16.7142857143,16.8571428571,True,0.755188201155
0.002,51,75,2,15.8571428571,15.8571428571,True,0.753518257822
0.002,51,75,3,19.2857142857,19.2857142857,True,0.755334632737
0.002,51,90,1,29.2857142857,29.4285714286,True,0.901413474764
0.002,51,90,2,27.5714285714,27.5714285714,True,0.9006524086
0.002,51,90,3,32.5714285714,32.5714285714,True,0.901296990258
0.002,51,95,1,35.5714285714,35.5714285714,True,0.95101921899
0.002,51,95,2,34.8571428571,34.8571428571,True,0.950520021575
0.002,51,95,3,36.5714285714,36.5714285714,True,0.950490083013
0.002,51,99,1,inf,inf,False,
0.002,51,99,2,40,40,True,0.990087985992
0.002,51,99,3,inf,inf,False,
0.002,52,50,1,12.5714285714,12.5714285714,True,0.523045850652
0.002,52,50,2,12,12,True,0.503106355667
0.002,52,50,3,13.8571428571,13.8571428571,True,0.502084382943
0.002,52,75,1,16.8571428571,16.8571428571,True,0.753793537617
0.002,52,75,2,15.8571428571,15.8571428571,True,0.753178707191
0.002,52,75,3,19.2857142857,19.2857142857,True,0.755478739738
0.002,52,90,1,29.4285714286,29.4285714286,True,0.900761050837
0.002,52,90,2,27.5714285714,27.5714285714,True,0.900684314115
0.002,52,90,3,32.5714285714,32.5714285714,True,0.900979970183
0.002,52,95,1,35.5714285714,35.5714285714,True,0.950781524181
0.002,52,95,2,34.8571428571,34.8571428571,True,0.950393072196
0.002,52,95,3,36.5714285714,36.5714285714,True,0.950605298792
0.002,52,99,1,inf,inf,False,
0.002,52,99,2,40,40,True,0.990136802197
0.002,52,99,3,inf,inf,False,
0.002,53,50,1,12.5714285714,12.5714285714,True,0.523771630866
0.002,53,50,2,12,12,True,0.502294182777
0.002,53,50,3,13.8571428571,13.8571428571,True,0.502186217478
0.002,53,75,1,16.8571428571,16.8571428571,True,0.753435475486
0.002,53,75,2,15.7142857143,15.8571428571,True,0.755246758461
0.002,53,75,3,19.2857142857,19.2857142857,True,0.755946772439
0.002,53,90,1,29.4285714286,29.4285714286,True,0.900480100087
0.002,53,90,2,27.5714285714,27.5714285714,True,0.901225490229
0.002,53,90,3,32.5714285714,32.5714285714,True,0.901234175478
0.002,53,95,1,35.5714285714,35.5714285714,True,0.950704395771
0.002,53,95,2,34.8571428571,34.8571428571,True,0.950745846544
0.002,53,95,3,36.5714285714,36.5714285714,True,0.950623767717
0.002,53,99,1,inf,inf,False,
0.002,53,99,2,40,40,True,0.990107893944
0.002,53,99,3,inf,inf,False,
0.002,54,50,1,12.5714285714,12.5714285714,True,0.523736928191
0.002,54,50,2,12,12,True,0.502308309078
0.002,54,50,3,13.8571428571,13.8571428571,True,0.501865889345
0.002,54,75,1,16.8571428571,16.8571428571,True,0.753932501589
0.002,54,75,2,15.8571428571,15.8571428571,True,0.75456817661
0.002,54,75,3,19.2857142857,19.2857142857,True,0.755398026534
0.002,54,90,1,29.4285714286,29.4285714286,True,0.901045816285
0.002,54,90,2,27.5714285714,27.5714285714,True,0.900970765523
0.002,54,90,3,32.5714285714,32.5714285714,True,0.900901504925
0.002,54,95,1,35.5714285714,35.5714285714,True,0.950806992395
0.002,54,95,2,34.8571428571,34.8571428571,True,0.950685901301
0.002,54,95,3,36.5714285714,36.5714285714,True,0.950506261417
0.002,54,99,1,inf,inf,False,
0.002,54,99,2,40,40,True,0.990147829056
0.002,54,99,3,inf,inf,False,
0.002,55,50,1,12.5714285714,12.5714285714,True,0.523353044476
0.002,55,50,2,12,12,True,0.502518355846
0.002,55,50,3,13.7142857143,13.8571428571,True,0.503587603569
0.002,55,75,1,16.8571428571,16.8571428571,True,0.753102464335
0.002,55,75,2,15.8571428571,15.8571428571,True,0.754642622811
0.002,55,75,3,19.1428571429,19.2857142857,True,0.756604390485
0.002,55,90,1,29.4285714286,29.4285714286,True,0.900873575892
0.002,55,90,2,27.5714285714,27.5714285714,True,0.900813238961
0.002,55,90,3,32.5714285714,32.5714285714,True,0.901593020984
0.002,55,95,1,35.5714285714,35.5714285714,True,0.950637527875
0.002,55,95,2,34.8571428571,34.8571428571,True,0.95069694519
0.002,55,95,3,36.5714285714,36.5714285714,True,0.950668598924
0.002,55,99,1,inf,inf,False,
0.002,55,99,2,40,40,True,0.990133225918
0.002,55,99,3,inf,inf,False,
0.002,56,50,1,12.5714285714,12.5714285714,True,0.522912527834
0.002,56,50,2,12,12,True,0.503410220146
0.002,56,50,3,13.8571428571,13.8571428571,True,0.500414601394
0.002,56,75,1,16.8571428571,16.8571428571,True,0.753411284515
0.002,56,75,2,15.8571428571,15.8571428571,True,0.75432320152
0.002,56,75,3,19.2857142857,19.2857142857,True,0.75378719398
0.002,56,90,1,29.4285714286,29.4285714286,True,0.900351481778
0.002,56,90,2,27.5714285714,27.5714285714,True,0.900971412659
0.002,56,90,3,32.5714285714,32.5714285714,True,0.900187918118
0.002,56,95,1,35.5714285714,35.5714285714,True,0.950661412307
0.002,56,95,2,34.8571428571,34.8571428571,True,0.950643275465
0.002,56,95,3,36.5714285714,36.5714285714,True,0.950277337006
0.002,56,99,1,inf,inf,False,
0.002,56,99,2,40,40,True,0.990156829357
0.002,56,99,3,inf,inf,False,
0.002,57,50,1,12.5714285714,12.5714285714,True,0.522389484303
0.002,57,50,2,12,12,True,0.502003133297
0.002,57,50,3,13.7142857143,13.8571428571,True,0.503168233803
0.002,57,75,1,16.8571428571,16.8571428571,True,0.752563084875
0.002,57,75,2,15.8571428571,15.8571428571,True,0.753199636936
0.002,57,75,3,19.2857142857,19.2857142857,True,0.755425368037
0.002,57,90,1,29.4285714286,29.4285714286,True,0.900558020387
0.002,57,90,2,27.5714285714,27.5714285714,True,0.900131762028
0.002,57,90,3,32.5714285714,32.5714285714,True,0.901556977204
0.002,57,95,1,35.5714285714,35.5714285714,True,0.950481985297
0.002,57,95,2,34.8571428571,34.8571428571,True,0.950428741319
0.002,57,95,3,36.5714285714,36.5714285714,True,0.950573171888
0.002,57,99,1,inf,inf,False,
0.002,57,99,2,40,40,True,0.99003213644
0.002,57,99,3,inf,inf,False,
0.002,58,50,1,12.5714285714,12.5714285714,True,0.52274374451
0.002,58,50,2,12,12,True,0.503684103489
0.002,58,50,3,13.8571428571,13.8571428571,True,0.5005177004
0.002,58,75,1,16.8571428571,16.8571428571,True,0.753435458456
0.002,58,75,2,15.8571428571,15.8571428571,True,0.753756753036
0.002,58,75,3,19.2857142857,19.2857142857,True,0.754759967327
0.002,58,90,1,29.4285714286,29.4285714286,True,0.90070601872
0.002,58,90,2,27.5714285714,27.5714285714,True,0.900673031807
0.002,58,90,3,32.5714285714,32.5714285714,True,0.900765504156
0.002,58,95,1,35.5714285714,35.5714285714,True,0.950711011887
0.002,58,95,2,34.8571428571,34.8571428571,True,0.9505049416
0.002,58,95,3,36.5714285714,36.5714285714,True,0.950415245124
0.002,58,99,1,inf,inf,False,
0.002,58,99,2,40,40,True,0.99014544487
0.002,58,99,3,inf,inf,False,
0.002,59,50,1,12.5714285714,12.5714285714,True,0.523021949189
0.002,59,50,2,12,12,True,0.502000391483
0.002,59,50,3,13.7142857143,13.8571428571,True,0.503335024629
0.002,59,75,1,16.7142857143,16.8571428571,True,0.754755863122
0.002,59,75,2,15.8571428571,15.8571428571,True,0.751953525203
0.002,59,75,3,19.2857142857,19.2857142857,True,0.755648238318
0.002,59,90,1,29.2857142857,29.4285714286,True,0.90118175745
0.002,59,90,2,27.5714285714,27.5714285714,True,0.900300621986
0.002,59,90,3,32.5714285714,32.5714285714,True,0.90133781944
0.002,59,95,1,35.5714285714,35.5714285714,True,0.950930586883
0.002,59,95,2,34.8571428571,34.8571428571,True,0.950280572687
0.002,59,95,3,36.5714285714,36.5714285714,True,0.950528025627
0.002,59,99,1,inf,inf,False,
0.002,59,99,2,40,40,True,0.990074396133
0.002,59,99,3,inf,inf,False,
0.002,60,50,1,12.5714285714,12.5714285714,True,0.522697154965
0.002,60,50,2,12,12,True,0.502538383007
0.002,60,50,3,13.8571428571,13.8571428571,True,0.501249398504
0.002,60,75,1,16.8571428571,16.8571428571,True,0.753399091108
0.002,60,75,2,15.8571428571,15.8571428571,True,0.753313422203
0.002,60,75,3,19.2857142857,19.2857142857,True,0.754670228277
0.002,60,90,1,29.4285714286,29.4285714286,True,0.9007957748
0.002,60,90,2,27.5714285714,27.5714285714,True,0.900562490736
0.002,60,90,3,32.5714285714,32.5714285714,True,0.900694063732
0.002,60,95,1,35.5714285714,35.5714285714,True,0.950713540827
0.002,60,95,2,34.8571428571,34.8571428571,True,0.950505239623
0.002,60,95,3,36.5714285714,36.5714285714,True,0.950369920049
0.002,60,99,1,inf,inf,False,
0.002,60,99,2,40,40,True,0.990122497082
0.002,60,99,3,inf,inf,False,
0.002,61,50,1,12.5714285714,12.5714285714,True,0.523825820003
0.002,61,50,2,12,12,True,0.502795755863
0.002,61,50,3,13.8571428571,13.8571428571,True,0.500057314123
0.002,61,75,1,16.7142857143,16.8571428571,True,0.755407852786
0.002,61,75,2,15.8571428571,15.8571428571,True,0.753565405096
0.002,61,75,3,19.2857142857,19.2857142857,True,0.75421077013
0.002,61,90,1,29.2857142857,29.4285714286,True,0.901587315968
0.002,61,90,2,27.5714285714,27.5714285714,True,0.900782925742
