日期,时间段,训练样本最晚日期,参数验证最晚日期,负载预测来源,光伏预测来源,电价（元/kWh）,预测负载电量（kWh）,预测光伏电量（kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,计划购电量（kWh）,计划充电量（kWh）,计划放电量（kWh）,实际充电量（kWh）,实际放电量（kWh）,紧急购电量（kWh）,实际弃光量（kWh）,未利用计划购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段计划购电费（元）,时段紧急购电费（元）,时段总购电费（元）,预测净负荷（kWh）,实际净负荷（kWh）,计划与实际充电量之差（kWh）,计划与实际放电量之差（kWh）
2025-03-11,03:20-03:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.435600,626.321667,0.000000,574.245000,0.000000,626.321667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.076667,10074.438071,10074.438071,272.825718,0.000000,272.825718,626.321667,574.245000,0.000000,0.000000
2025-03-11,03:30-03:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.435300,612.514517,0.000000,589.782333,0.000000,612.514517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.732183,10074.438071,10074.438071,266.627569,0.000000,266.627569,612.514517,589.782333,0.000000,0.000000
2025-03-11,03:40-03:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.436000,615.401950,0.000000,578.397800,0.000000,615.401950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.004150,10074.438071,10074.438071,268.315250,0.000000,268.315250,615.401950,578.397800,0.000000,0.000000
2025-03-11,03:50-04:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.437800,628.490000,0.000000,567.426667,0.000000,628.490000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61.063333,10074.438071,10074.438071,275.152922,0.000000,275.152922,628.490000,567.426667,0.000000,0.000000
2025-03-11,04:00-04:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.440100,633.996117,0.000000,617.807600,0.000000,633.996117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.188517,10074.438071,10074.438071,279.021691,0.000000,279.021691,633.996117,617.807600,0.000000,0.000000
2025-03-11,04:10-04:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.438900,630.420617,0.000000,640.055183,0.000000,630.420617,0.000000,0.000000,0.000000,9.634567,0.000000,0.000000,0.000000,10074.438071,10063.732996,276.691609,0.000000,276.691609,630.420617,640.055183,0.000000,-9.634567
2025-03-11,04:20-04:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.436400,633.441667,0.000000,604.698333,0.000000,633.441667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.743333,10063.732996,10063.732996,276.433943,0.000000,276.433943,633.441667,604.698333,0.000000,0.000000
2025-03-11,04:30-04:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.439300,614.313100,0.000000,575.776050,0.000000,614.313100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.537050,10063.732996,10063.732996,269.867745,0.000000,269.867745,614.313100,575.776050,0.000000,0.000000
2025-03-11,04:40-04:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.442200,635.182400,0.000000,594.735633,0.000000,635.182400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.446767,10063.732996,10063.732996,280.877657,0.000000,280.877657,635.182400,594.735633,0.000000,0.000000
2025-03-11,04:50-05:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.439500,635.208333,0.000000,628.660000,0.000000,635.208333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.548333,10063.732996,10063.732996,279.174062,0.000000,279.174062,635.208333,628.660000,0.000000,0.000000
2025-03-11,05:00-05:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.433300,614.655517,0.000000,612.118117,0.000000,614.655517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.537400,10063.732996,10063.732996,266.330235,0.000000,266.330235,614.655517,612.118117,0.000000,0.000000
2025-03-11,05:10-05:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.443900,613.403933,0.000000,615.355733,0.000000,613.403933,0.000000,0.000000,0.000000,1.951800,0.000000,0.000000,0.000000,10063.732996,10061.564330,272.290006,0.000000,272.290006,613.403933,615.355733,0.000000,-1.951800
2025-03-11,05:20-05:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.430100,617.311667,0.000000,633.906667,0.000000,617.311667,0.000000,0.000000,0.000000,10.407897,6.187103,0.000000,0.000000,10061.564330,10050.000000,265.505748,13.305365,278.811113,617.311667,633.906667,0.000000,-10.407897
2025-03-11,05:30-05:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.371300,607.873367,0.000000,604.934017,0.000000,1441.206700,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,2.939350,10050.000000,10800.000000,535.120048,0.000000,535.120048,607.873367,604.934017,0.000000,0.000000
2025-03-11,05:40-05:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.570800,693.091233,0.000000,660.599867,0.000000,693.091233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.491367,10800.000000,10800.000000,395.616476,0.000000,395.616476,693.091233,660.599867,0.000000,0.000000
2025-03-11,05:50-06:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.909900,803.311667,0.000000,777.901667,0.000000,0.000000,0.000000,803.311667,0.000000,777.901667,0.000000,0.000000,0.000000,10800.000000,9935.664815,0.000000,0.000000,0.000000,803.311667,777.901667,0.000000,25.410000
2025-03-11,06:00-06:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.936800,824.132650,0.000000,791.650667,3.419150,0.000000,0.000000,824.132650,0.000000,788.231517,0.000000,0.000000,0.000000,9935.664815,9059.852019,0.000000,0.000000,0.000000,824.132650,788.231517,0.000000,35.901133
2025-03-11,06:10-06:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.875800,795.433850,7.686050,784.137917,26.394383,0.000000,0.000000,787.747800,0.000000,757.743533,0.000000,0.000000,0.000000,9059.852019,8217.914759,0.000000,0.000000,0.000000,787.747800,757.743533,0.000000,30.004267
2025-03-11,06:20-06:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.875900,810.860000,38.056250,805.305000,69.450000,0.000000,0.000000,772.803750,0.000000,735.855000,0.000000,0.000000,0.000000,8217.914759,7400.298093,0.000000,0.000000,0.000000,772.803750,735.855000,0.000000,36.948750
2025-03-11,06:30-06:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.860100,805.579167,78.093883,816.224817,117.363650,0.000000,0.000000,727.485283,0.000000,698.861167,0.000000,0.000000,0.000000,7400.298093,6623.785685,0.000000,0.000000,0.000000,727.485283,698.861167,0.000000,28.624117
2025-03-11,06:40-06:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.844200,802.638100,124.750800,809.218450,167.092433,677.887300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.761283,6623.785685,6623.785685,572.272459,0.000000,572.272459,677.887300,642.126017,0.000000,0.000000
2025-03-11,06:50-07:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.833400,823.733333,174.725000,804.343333,218.412500,649.008333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.077500,6623.785685,6623.785685,540.883545,0.000000,540.883545,649.008333,585.930833,0.000000,0.000000
2025-03-11,07:00-07:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.809200,819.075150,222.409833,827.578650,271.283417,596.665317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.370083,6623.785685,6623.785685,482.821574,0.000000,482.821574,596.665317,556.295233,0.000000,0.000000
2025-03-11,07:10-07:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.797200,822.304983,273.220967,852.833067,327.948417,549.084017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.199367,6623.785685,6623.785685,437.729778,0.000000,437.729778,549.084017,524.884650,0.000000,0.000000
2025-03-11,07:20-07:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.764400,860.148333,319.143750,833.950000,387.143750,541.004583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,94.198333,6623.785685,6623.785685,413.543903,0.000000,413.543903,541.004583,446.806250,0.000000,0.000000
2025-03-11,07:30-07:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.689900,768.207417,370.435033,772.794650,444.570617,1231.105717,833.333333,0.000000,639.644115,0.000000,0.000000,0.000000,263.237568,6623.785685,7199.465389,849.339834,0.000000,849.339834,397.772383,328.224033,193.689218,0.000000
2025-03-11,07:40-07:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.860000,918.212600,430.673300,876.781733,500.216433,145.307521,0.000000,342.231779,0.000000,231.257779,0.000000,0.000000,0.000000,7199.465389,6942.512301,124.964468,0.000000,124.964468,487.539300,376.565300,0.000000,110.974000
2025-03-11,07:50-08:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.161700,1141.900000,480.531250,1088.598333,557.362500,0.000000,0.000000,661.368750,0.000000,531.235833,0.000000,0.000000,0.000000,6942.512301,6352.250264,0.000000,0.000000,0.000000,661.368750,531.235833,0.000000,130.132917
2025-03-11,08:00-08:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.168300,1142.687583,535.318600,1128.117150,616.101033,0.000000,0.000000,607.368983,0.000000,512.016117,0.000000,0.000000,0.000000,6352.250264,5783.343468,0.000000,0.000000,0.000000,607.368983,512.016117,0.000000,95.352867
2025-03-11,08:10-08:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.095600,1091.654733,595.372233,1085.369800,656.685800,0.000000,0.000000,496.282500,0.000000,428.684000,0.000000,0.000000,0.000000,5783.343468,5307.027912,0.000000,0.000000,0.000000,496.282500,428.684000,0.000000,67.598500
2025-03-11,08:20-08:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.084900,1115.441667,631.400000,1070.323333,691.418750,0.000000,0.000000,484.041667,0.000000,378.904583,0.000000,0.000000,0.000000,5307.027912,4886.022820,0.000000,0.000000,0.000000,484.041667,378.904583,0.000000,105.137083
2025-03-11,08:30-08:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.061000,1109.092733,684.082583,1099.306133,752.953467,0.000000,0.000000,425.010150,0.000000,346.352667,0.000000,0.000000,0.000000,4886.022820,4501.186524,0.000000,0.000000,0.000000,425.010150,346.352667,0.000000,78.657483
2025-03-11,08:40-08:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.043000,1112.377650,724.045533,1120.594483,809.680467,0.000000,0.000000,388.332117,0.000000,310.914017,0.000000,0.000000,0.000000,4501.186524,4155.726505,0.000000,0.000000,0.000000,388.332117,310.914017,0.000000,77.418100
2025-03-11,08:50-09:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.036000,1111.308333,756.575000,1116.040000,869.406250,0.000000,0.000000,354.733333,0.000000,246.633750,0.000000,0.000000,0.000000,4155.726505,3881.689005,0.000000,0.000000,0.000000,354.733333,246.633750,0.000000,108.099583
2025-03-11,09:00-09:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.014700,1107.032267,796.992650,1111.083400,969.605100,0.000000,0.000000,310.039617,0.000000,141.478300,0.000000,0.000000,0.000000,3881.689005,3724.490894,0.000000,0.000000,0.000000,310.039617,141.478300,0.000000,168.561317
2025-03-11,09:10-09:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.992200,1098.754383,808.359950,1106.498050,1046.063450,0.000000,0.000000,290.394433,0.000000,60.434600,0.000000,0.000000,0.000000,3724.490894,3657.341338,0.000000,0.000000,0.000000,290.394433,60.434600,0.000000,229.959833
2025-03-11,09:20-09:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.970000,1080.681667,826.568750,1096.005000,1081.231250,0.000000,0.000000,254.112917,0.000000,14.773750,0.000000,0.000000,0.000000,3657.341338,3640.926061,0.000000,0.000000,0.000000,254.112917,14.773750,0.000000,239.339167
2025-03-11,09:30-09:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.942200,1078.961767,890.249400,1076.535600,1117.275717,0.000000,0.000000,188.712367,0.000000,0.000000,0.000000,40.740117,0.000000,3640.926061,3640.926061,0.000000,0.000000,0.000000,188.712367,-40.740117,0.000000,188.712367
2025-03-11,09:40-09:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.956900,1118.137883,955.796067,1059.744267,1144.481550,0.000000,0.000000,162.341817,0.000000,0.000000,0.000000,84.737283,0.000000,3640.926061,3640.926061,0.000000,0.000000,0.000000,162.341817,-84.737283,0.000000,162.341817
2025-03-11,09:50-10:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.997700,1105.743333,997.812500,1072.961667,1140.418750,0.000000,0.000000,107.930833,0.000000,0.000000,0.000000,67.457083,0.000000,3640.926061,3640.926061,0.000000,0.000000,0.000000,107.930833,-67.457083,0.000000,107.930833
2025-03-11,10:00-10:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.991900,1085.378483,1029.954550,1128.578300,1101.128583,0.000000,0.000000,55.423933,0.000000,27.449717,0.000000,0.000000,0.000000,3640.926061,3610.426375,0.000000,0.000000,0.000000,55.423933,27.449717,0.000000,27.974217
2025-03-11,10:10-10:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.958800,1083.751717,1071.360817,1135.961550,1089.909167,0.000000,0.000000,12.390900,0.000000,46.052383,0.000000,0.000000,0.000000,3610.426375,3559.257061,0.000000,0.000000,0.000000,12.390900,46.052383,0.000000,-33.661483
2025-03-11,10:20-10:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.954900,1105.070000,1083.600000,1085.615000,1132.068750,0.000000,0.000000,21.470000,0.000000,0.000000,0.000000,46.453750,0.000000,3559.257061,3559.257061,0.000000,0.000000,0.000000,21.470000,-46.453750,0.000000,21.470000
2025-03-11,10:30-10:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.983900,1092.897533,1115.802100,1057.621617,1190.927767,0.000000,22.904567,0.000000,0.000000,0.000000,0.000000,133.306150,0.000000,3559.257061,3559.257061,0.000000,0.000000,0.000000,-22.904567,-133.306150,22.904567,0.000000
2025-03-11,10:40-10:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.799000,1054.741317,1087.759917,1062.045550,1204.692333,0.000000,33.018600,0.000000,142.646783,0.000000,0.000000,0.000000,0.000000,3559.257061,3687.639166,0.000000,0.000000,0.000000,-33.018600,-142.646783,-109.628183,0.000000
2025-03-11,10:50-11:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.502500,1084.558333,1051.156250,1084.775000,1189.325000,866.735417,833.333333,0.000000,0.000000,0.000000,0.000000,104.550000,866.735417,3687.639166,3687.639166,435.534547,0.000000,435.534547,33.402083,-104.550000,833.333333,0.000000
2025-03-11,11:00-11:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.466200,1100.393933,1074.079983,1103.369517,1213.551100,859.647283,833.333333,0.000000,0.000000,0.000000,0.000000,110.181583,859.647283,3687.639166,3687.639166,400.767563,0.000000,400.767563,26.313950,-110.181583,833.333333,0.000000
2025-03-11,11:10-11:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.500700,1101.567133,1090.312267,1086.454717,1226.308567,844.588200,833.333333,0.000000,349.917433,0.000000,0.000000,0.000000,634.524617,3687.639166,4002.564855,422.885312,0.000000,422.885312,11.254867,-139.853850,483.415901,0.000000
2025-03-11,11:20-11:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.482700,1079.516667,1081.968750,1055.083333,1211.481250,830.881250,833.333333,0.000000,568.298951,0.000000,0.000000,0.000000,418.980216,4002.564855,4514.033911,401.066379,0.000000,401.066379,-2.452083,-156.397917,265.034383,0.000000
2025-03-11,11:30-11:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.478500,1073.641333,1110.750933,1058.856433,1208.031267,796.223733,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,112.065233,4514.033911,5264.033911,380.993056,0.000000,380.993056,-37.109600,-149.174833,0.000000,0.000000
2025-03-11,11:40-11:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.466200,1048.276217,1122.807950,1046.187233,1212.844667,758.801600,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,92.125700,5264.033911,6014.033911,353.753306,0.000000,353.753306,-74.531733,-166.657433,0.000000,0.000000
2025-03-11,11:50-12:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.443200,1018.031667,1095.606250,1008.293333,1230.900000,755.758750,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,145.032083,6014.033911,6764.033911,334.952278,0.000000,334.952278,-77.574583,-222.606667,0.000000,0.000000
2025-03-11,12:00-12:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.441100,1015.358267,1062.750383,990.258317,1272.429700,785.941217,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,234.779267,6764.033911,7514.033911,346.678671,0.000000,346.678671,-47.392117,-282.171383,0.000000,0.000000
2025-03-11,12:10-12:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.455100,1013.876233,1037.022000,979.042167,1293.488650,810.187567,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,291.300717,7514.033911,8264.033911,368.716362,0.000000,368.716362,-23.145767,-314.446483,0.000000,0.000000
2025-03-11,12:20-12:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.446300,1017.005000,1026.387500,974.028333,1285.181250,823.950833,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,301.770417,8264.033911,9014.033911,367.729257,0.000000,367.729257,-9.382500,-311.152917,0.000000,0.000000
2025-03-11,12:30-12:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.411300,1007.347917,1036.817050,992.356083,1270.424883,803.864200,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,248.599667,9014.033911,9764.033911,330.629345,0.000000,330.629345,-29.469133,-278.068800,0.000000,0.000000
2025-03-11,12:40-12:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.568200,1021.649317,1061.706067,1012.318450,1208.107483,793.276583,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,155.732283,9764.033911,10514.033911,450.739755,0.000000,450.739755,-40.056750,-195.789033,0.000000,0.000000
2025-03-11,12:50-13:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.827900,1060.761667,1083.756250,1024.208333,1130.312500,0.000000,22.994583,0.000000,52.705717,0.000000,0.000000,53.398450,0.000000,10514.033911,10561.469056,0.000000,0.000000,0.000000,-22.994583,-106.104167,-29.711133,0.000000
2025-03-11,13:00-13:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.863600,1057.469283,1087.180417,1036.977650,1125.442767,0.000000,29.711133,0.000000,88.465117,0.000000,0.000000,0.000000,0.000000,10561.469056,10641.087661,0.000000,0.000000,0.000000,-29.711133,-88.465117,-58.753983,0.000000
2025-03-11,13:10-13:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.841600,1054.962667,1054.494167,1046.032717,1149.659117,0.468500,0.000000,0.000000,0.000000,0.000000,0.000000,103.626400,0.468500,10641.087661,10641.087661,0.394290,0.000000,0.394290,0.468500,-103.626400,0.000000,0.000000
2025-03-11,13:20-13:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.861800,1058.080000,1015.731250,1040.470000,1157.781250,0.000000,0.000000,42.348750,117.311250,0.000000,0.000000,0.000000,0.000000,10641.087661,10746.667786,0.000000,0.000000,0.000000,42.348750,-117.311250,-117.311250,42.348750
2025-03-11,13:30-13:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.862300,1052.864383,990.346900,1019.326633,1143.114967,0.000000,0.000000,62.517483,59.258016,0.000000,0.000000,64.530317,0.000000,10746.667786,10800.000000,0.000000,0.000000,0.000000,62.517483,-123.788333,-59.258016,62.517483
2025-03-11,13:40-13:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.902600,1035.768233,971.354517,1028.954050,1120.731967,0.000000,0.000000,64.413717,0.000000,0.000000,0.000000,91.777917,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,64.413717,-91.777917,0.000000,64.413717
2025-03-11,13:50-14:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.975400,1028.763333,947.843750,1055.341667,1079.918750,0.000000,0.000000,80.919583,0.000000,0.000000,0.000000,24.577083,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,80.919583,-24.577083,0.000000,80.919583
2025-03-11,14:00-14:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.000200,1047.894183,909.763383,1036.362217,999.070250,0.000000,0.000000,138.130800,0.000000,37.291967,0.000000,0.000000,0.000000,10800.000000,10758.564481,0.000000,0.000000,0.000000,138.130800,37.291967,0.000000,100.838833
2025-03-11,14:10-14:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.997800,1042.112517,897.429217,1005.236667,933.757500,0.000000,0.000000,144.683300,0.000000,71.479167,0.000000,0.000000,0.000000,10758.564481,10679.143185,0.000000,0.000000,0.000000,144.683300,71.479167,0.000000,73.204133
2025-03-11,14:20-14:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.027100,1028.700000,876.256250,995.573333,897.143750,0.000000,0.000000,152.443750,0.000000,98.429583,0.000000,0.000000,0.000000,10679.143185,10569.776981,0.000000,0.000000,0.000000,152.443750,98.429583,0.000000,54.014167
2025-03-11,14:30-14:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,1.090600,1034.529283,836.110483,1011.942817,851.259850,0.000000,0.000000,198.418800,0.000000,160.682967,0.000000,0.000000,0.000000,10569.776981,10391.240352,0.000000,0.000000,0.000000,198.418800,160.682967,0.000000,37.735833
2025-03-11,14:40-14:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.937600,1049.360900,797.914933,1039.368267,801.395067,0.000000,0.000000,251.445967,0.000000,237.973200,0.000000,0.000000,0.000000,10391.240352,10126.825685,0.000000,0.000000,0.000000,251.445967,237.973200,0.000000,13.472767
2025-03-11,14:50-15:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.669400,1054.345000,756.731250,1049.826667,755.787500,1130.947083,833.333333,0.000000,747.971461,0.000000,0.000000,0.000000,88.936456,10126.825685,10800.000000,757.055978,0.000000,757.055978,297.613750,294.039167,85.361872,0.000000
2025-03-11,15:00-15:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.660000,1038.407200,696.878083,1026.308200,713.910867,1174.862450,833.333333,0.000000,0.000000,0.000000,0.000000,713.910867,148.554250,10800.000000,10800.000000,775.409217,0.000000,775.409217,341.529117,312.397333,833.333333,0.000000
2025-03-11,15:10-15:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.721700,1026.206583,647.695050,1026.054450,674.081200,378.511533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.538283,10800.000000,10800.000000,273.171774,0.000000,273.171774,378.511533,351.973250,0.000000,0.000000
2025-03-11,15:20-15:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.730800,1022.065000,603.325000,1045.240000,627.818750,418.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.318750,10800.000000,10800.000000,306.015192,0.000000,306.015192,418.740000,417.421250,0.000000,0.000000
2025-03-11,15:30-15:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.753400,1039.189617,569.211083,1024.464267,567.022283,469.978533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.536550,10800.000000,10800.000000,354.081827,0.000000,354.081827,469.978533,457.441983,0.000000,0.000000
2025-03-11,15:40-15:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.782300,1038.694717,528.775550,999.776217,510.840717,509.919167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.983667,10800.000000,10800.000000,398.909764,0.000000,398.909764,509.919167,488.935500,0.000000,0.000000
2025-03-11,15:50-16:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.805500,1021.106667,475.631250,1006.041667,470.175000,545.475417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.608750,10800.000000,10800.000000,439.380448,0.000000,439.380448,545.475417,535.866667,0.000000,0.000000
2025-03-11,16:00-16:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.827100,1018.977000,425.099817,1039.339017,438.241033,593.877183,0.000000,0.000000,0.000000,0.000000,7.220800,0.000000,0.000000,10800.000000,10800.000000,491.195818,29.861618,521.057437,593.877183,601.097983,0.000000,0.000000
2025-03-11,16:10-16:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.851900,1028.645600,378.399517,1046.539617,398.717617,650.246083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.424083,10800.000000,10800.000000,553.944638,0.000000,553.944638,650.246083,647.822000,0.000000,0.000000
2025-03-11,16:20-16:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.879100,1057.835000,322.706250,1013.816667,348.331250,735.128750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.643333,10800.000000,10800.000000,646.251684,0.000000,646.251684,735.128750,665.485417,0.000000,0.000000
2025-03-11,16:30-16:40,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.902400,1017.084050,267.877500,980.809950,297.180917,749.206550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.577517,10800.000000,10800.000000,676.083991,0.000000,676.083991,749.206550,683.629033,0.000000,0.000000
2025-03-11,16:40-16:50,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.916300,1015.135267,218.472333,992.761017,247.872133,796.662933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.774050,10800.000000,10800.000000,729.982246,0.000000,729.982246,796.662933,744.888883,0.000000,0.000000
2025-03-11,16:50-17:00,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.926400,1047.236667,168.437500,1027.741667,202.775000,878.799167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.832500,10800.000000,10800.000000,814.119548,0.000000,814.119548,878.799167,824.966667,0.000000,0.000000
2025-03-11,17:00-17:10,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.946200,1045.686133,118.759750,1020.095050,163.489583,926.926383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.320917,10800.000000,10800.000000,877.057744,0.000000,877.057744,926.926383,856.605467,0.000000,0.000000
2025-03-11,17:10-17:20,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.974200,1026.742483,73.731050,1000.740800,121.652683,953.011433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.923317,10800.000000,10800.000000,928.423738,0.000000,928.423738,953.011433,879.088117,0.000000,0.000000
2025-03-11,17:20-17:30,2025-03-10,2025-03-10,历史实测分位数,历史实测分位数,0.986200,1024.138333,35.481250,1013.345000,74.125000,988.657083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.437083,10800.000000,10800.000000,975.013616,0.000000,975.013616,988.657083,939.220000,0.000000,0.000000
