日期,时间段,电价（元/kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,全知购电量（kWh）,全知充电量（kWh）,全知放电量（kWh）,全知弃光量（kWh）,全知未利用购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段购电费（元）
2025-02-03,20:50-21:00,0.933200,697.483333,0.000000,697.483333,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,650.891447
2025-02-03,21:00-21:10,0.906800,731.944633,0.000000,731.944633,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,663.727394
2025-02-03,21:10-21:20,0.937100,732.446483,0.000000,732.446483,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,686.375600
2025-02-03,21:20-21:30,0.937100,714.175000,0.000000,714.175000,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,669.253393
2025-02-03,21:30-21:40,0.987100,748.850633,0.000000,748.850633,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,739.190460
2025-02-03,21:40-21:50,0.776400,687.308283,0.000000,687.308283,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,533.626151
2025-02-03,21:50-22:00,0.420900,548.895000,0.000000,1382.228333,833.333333,0.000000,0.000000,0.000000,1200.000000,1950.000000,581.779905
2025-02-03,22:00-22:10,0.385900,517.519567,0.000000,1350.852900,833.333333,0.000000,0.000000,0.000000,1950.000000,2700.000000,521.294134
2025-02-03,22:10-22:20,0.436800,538.265117,0.000000,538.265117,0.000000,0.000000,0.000000,0.000000,2700.000000,2700.000000,235.114203
2025-02-03,22:20-22:30,0.419800,559.610000,0.000000,1392.943333,833.333333,0.000000,0.000000,0.000000,2700.000000,3450.000000,584.757611
2025-02-03,22:30-22:40,0.418600,583.596017,0.000000,1416.929350,833.333333,0.000000,0.000000,0.000000,3450.000000,4200.000000,593.126626
2025-02-03,22:40-22:50,0.424100,567.921283,0.000000,1401.254617,833.333333,0.000000,0.000000,0.000000,4200.000000,4950.000000,594.272083
2025-02-03,22:50-23:00,0.423700,542.620000,0.000000,1375.953333,833.333333,0.000000,0.000000,0.000000,4950.000000,5700.000000,582.991427
2025-02-03,23:00-23:10,0.424800,577.015733,0.000000,1243.682400,666.666667,0.000000,0.000000,0.000000,5700.000000,6300.000000,528.316284
2025-02-03,23:10-23:20,0.424000,567.569700,0.000000,1400.903033,833.333333,0.000000,0.000000,0.000000,6300.000000,7050.000000,593.982886
2025-02-03,23:20-23:30,0.422000,515.616667,0.000000,1348.950000,833.333333,0.000000,0.000000,0.000000,7050.000000,7800.000000,569.256900
2025-02-03,23:30-23:40,0.424000,533.149783,0.000000,1366.483117,833.333333,0.000000,0.000000,0.000000,7800.000000,8550.000000,579.388841
2025-02-03,23:40-23:50,0.427100,579.526700,0.000000,579.526700,0.000000,0.000000,0.000000,0.000000,8550.000000,8550.000000,247.515854
2025-02-03,23:50-24:00,0.427600,592.203333,0.000000,592.203333,0.000000,0.000000,0.000000,0.000000,8550.000000,8550.000000,253.226145
2025-02-04,00:00-00:10,0.424800,556.102533,0.000000,1389.435867,833.333333,0.000000,0.000000,0.000000,8550.000000,9300.000000,590.232356
2025-02-04,00:10-00:20,0.424500,568.149933,0.000000,1401.483267,833.333333,0.000000,0.000000,0.000000,9300.000000,10050.000000,594.929647
2025-02-04,00:20-00:30,0.426900,610.063333,0.000000,610.063333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,260.436037
2025-02-04,00:30-00:40,0.427200,573.896833,0.000000,573.896833,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,245.168727
2025-02-04,00:40-00:50,0.427100,559.650783,0.000000,559.650783,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,239.026850
2025-02-04,00:50-01:00,0.428500,596.971667,0.000000,596.971667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,255.802359
2025-02-04,01:00-01:10,0.431100,610.038433,0.000000,610.038433,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,262.987569
2025-02-04,01:10-01:20,0.430200,597.453300,0.000000,597.453300,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.024410
2025-02-04,01:20-01:30,0.427900,592.480000,0.000000,592.480000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,253.522192
2025-02-04,01:30-01:40,0.431200,622.075783,0.000000,622.075783,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,268.239078
2025-02-04,01:40-01:50,0.433300,632.097250,0.000000,632.097250,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,273.887738
2025-02-04,01:50-02:00,0.431100,613.961667,0.000000,613.961667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,264.678874
2025-02-04,02:00-02:10,0.429300,613.206533,0.000000,613.206533,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,263.249565
2025-02-04,02:10-02:20,0.432400,627.647833,0.000000,627.647833,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,271.394923
2025-02-04,02:20-02:30,0.436700,637.600000,0.000000,637.600000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,278.439920
2025-02-04,02:30-02:40,0.434800,630.263833,0.000000,630.263833,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,274.038715
2025-02-04,02:40-02:50,0.433500,637.284600,0.000000,637.284600,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,276.262874
2025-02-04,02:50-03:00,0.435700,644.943333,0.000000,644.943333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,281.001810
2025-02-04,03:00-03:10,0.437400,612.778483,0.000000,612.778483,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,268.029309
2025-02-04,03:10-03:20,0.437100,615.059883,0.000000,615.059883,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,268.842675
2025-02-04,03:20-03:30,0.435600,654.976667,0.000000,654.976667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,285.307836
2025-02-04,03:30-03:40,0.435300,657.882200,0.000000,657.882200,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,286.376122
2025-02-04,03:40-03:50,0.436000,638.830067,0.000000,638.830067,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,278.529909
2025-02-04,03:50-04:00,0.437800,625.123333,0.000000,625.123333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,273.678995
2025-02-04,04:00-04:10,0.440100,628.373617,0.000000,628.373617,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,276.547229
2025-02-04,04:10-04:20,0.438900,642.633533,0.000000,642.633533,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,282.051858
2025-02-04,04:20-04:30,0.436400,659.786667,0.000000,659.786667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,287.930901
2025-02-04,04:30-04:40,0.439300,671.102817,0.000000,671.102817,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,294.815467
2025-02-04,04:40-04:50,0.442200,658.523033,0.000000,658.523033,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,291.198885
2025-02-04,04:50-05:00,0.439500,636.051667,0.000000,636.051667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,279.544707
2025-02-04,05:00-05:10,0.433300,641.589183,0.000000,641.589183,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,278.000593
2025-02-04,05:10-05:20,0.443900,669.955450,0.000000,669.955450,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,297.393224
2025-02-04,05:20-05:30,0.430100,682.286667,0.000000,682.286667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,293.451495
2025-02-04,05:30-05:40,0.371300,655.364000,0.000000,1488.697333,833.333333,0.000000,0.000000,0.000000,10050.000000,10800.000000,552.753320
2025-02-04,05:40-05:50,0.570800,711.067150,0.000000,711.067150,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,405.877129
2025-02-04,05:50-06:00,0.909900,834.398333,0.000000,429.167150,0.000000,405.231183,0.000000,0.000000,10800.000000,10349.743130,390.499190
2025-02-04,06:00-06:10,0.936800,879.794417,0.000000,46.461083,0.000000,833.333333,0.000000,0.000000,10349.743130,9423.817204,43.524743
2025-02-04,06:10-06:20,0.875800,872.190300,0.191867,871.998433,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,763.696228
2025-02-04,06:20-06:30,0.875900,861.956667,0.000000,861.956667,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,754.987844
2025-02-04,06:30-06:40,0.860100,868.580367,1.264867,867.315500,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,745.978062
2025-02-04,06:40-06:50,0.844200,866.212783,21.132767,845.080017,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,713.416550
2025-02-04,06:50-07:00,0.833400,859.360000,59.531250,799.828750,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,666.577280
2025-02-04,07:00-07:10,0.809200,877.247933,99.165883,778.082050,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,629.623995
2025-02-04,07:10-07:20,0.797200,883.737017,138.062317,745.674700,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,594.451871
2025-02-04,07:20-07:30,0.764400,863.890000,179.337500,684.552500,0.000000,0.000000,0.000000,0.000000,9423.817204,9423.817204,523.271931
2025-02-04,07:30-07:40,0.689900,861.253800,227.710183,1466.876950,833.333333,0.000000,0.000000,0.000000,9423.817204,10173.817204,1011.998408
2025-02-04,07:40-07:50,0.860000,991.689533,289.410133,702.279400,0.000000,0.000000,0.000000,0.000000,10173.817204,10173.817204,603.960284
2025-02-04,07:50-08:00,1.161700,1169.748333,353.368750,0.000000,0.000000,816.379583,0.000000,0.000000,10173.817204,9266.728778,0.000000
2025-02-04,08:00-08:10,1.168300,1181.757250,401.141467,0.000000,0.000000,780.615783,0.000000,0.000000,9266.728778,8399.377907,0.000000
2025-02-04,08:10-08:20,1.095600,1169.123433,453.949400,0.000000,0.000000,715.174033,0.000000,0.000000,8399.377907,7604.740093,0.000000
2025-02-04,08:20-08:30,1.084900,1184.541667,509.237500,0.000000,0.000000,675.304167,0.000000,0.000000,7604.740093,6854.402130,0.000000
2025-02-04,08:30-08:40,1.061000,1144.405267,540.195700,0.000000,0.000000,604.209567,0.000000,0.000000,6854.402130,6183.058167,0.000000
2025-02-04,08:40-08:50,1.043000,1133.903183,558.486417,0.000000,0.000000,575.416767,0.000000,0.000000,6183.058167,5543.706204,0.000000
2025-02-04,08:50-09:00,1.036000,1156.058333,584.512500,0.000000,0.000000,571.545833,0.000000,0.000000,5543.706204,4908.655278,0.000000
2025-02-04,09:00-09:10,1.014700,1130.239800,629.798600,0.000000,0.000000,500.441200,0.000000,0.000000,4908.655278,4352.609500,0.000000
2025-02-04,09:10-09:20,0.992200,1140.740300,676.071250,0.000000,0.000000,464.669050,0.000000,0.000000,4352.609500,3836.310556,0.000000
2025-02-04,09:20-09:30,0.970000,1181.886667,713.881250,0.000000,0.000000,468.005417,0.000000,0.000000,3836.310556,3316.304537,0.000000
2025-02-04,09:30-09:40,0.942200,1159.428617,752.274250,0.000000,0.000000,407.154367,0.000000,0.000000,3316.304537,2863.910796,0.000000
2025-02-04,09:40-09:50,0.956900,1150.399717,807.650767,0.000000,0.000000,342.748950,0.000000,0.000000,2863.910796,2483.078630,0.000000
2025-02-04,09:50-10:00,0.997700,1168.078333,862.018750,0.000000,0.000000,306.059583,0.000000,0.000000,2483.078630,2143.012426,0.000000
2025-02-04,10:00-10:10,0.991900,1143.425017,878.720300,0.000000,0.000000,264.704717,0.000000,0.000000,2143.012426,1848.896074,0.000000
2025-02-04,10:10-10:20,0.958800,1109.082283,889.214433,0.000000,0.000000,219.867850,0.000000,0.000000,1848.896074,1604.598463,0.000000
2025-02-04,10:20-10:30,0.954900,1097.481667,909.856250,0.000000,0.000000,187.625417,0.000000,0.000000,1604.598463,1396.125778,0.000000
2025-02-04,10:30-10:40,0.983900,1107.111033,930.597833,0.000000,0.000000,176.513200,0.000000,0.000000,1396.125778,1200.000000,0.000000
2025-02-04,10:40-10:50,0.799000,1109.699267,964.410050,145.289217,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,116.086084
2025-02-04,10:50-11:00,0.502500,1110.193333,996.556250,946.970417,833.333333,0.000000,0.000000,0.000000,1200.000000,1950.000000,475.852634
2025-02-04,11:00-11:10,0.466200,1136.168517,997.784083,971.717767,833.333333,0.000000,0.000000,0.000000,1950.000000,2700.000000,453.014823
2025-02-04,11:10-11:20,0.500700,1149.004417,1013.361883,968.975867,833.333333,0.000000,0.000000,0.000000,2700.000000,3450.000000,485.166216
2025-02-04,11:20-11:30,0.482700,1132.753333,1046.243750,919.842917,833.333333,0.000000,0.000000,0.000000,3450.000000,4200.000000,444.008176
2025-02-04,11:30-11:40,0.478500,1107.655450,1058.035433,882.953350,833.333333,0.000000,0.000000,0.000000,4200.000000,4950.000000,422.493178
2025-02-04,11:40-11:50,0.466200,1080.110333,1087.137383,826.306283,833.333333,0.000000,0.000000,0.000000,4950.000000,5700.000000,385.223989
2025-02-04,11:50-12:00,0.443200,1053.438333,1121.843750,764.927917,833.333333,0.000000,0.000000,0.000000,5700.000000,6450.000000,339.016053
2025-02-04,12:00-12:10,0.441100,1034.954500,1107.774467,760.513367,833.333333,0.000000,0.000000,0.000000,6450.000000,7200.000000,335.462446
2025-02-04,12:10-12:20,0.455100,1042.792467,1097.034350,779.091450,833.333333,0.000000,0.000000,0.000000,7200.000000,7950.000000,354.564519
2025-02-04,12:20-12:30,0.446300,1054.721667,1106.937500,781.117500,833.333333,0.000000,0.000000,0.000000,7950.000000,8700.000000,348.612740
2025-02-04,12:30-12:40,0.411300,1033.392700,1097.379117,769.346917,833.333333,0.000000,0.000000,0.000000,8700.000000,9450.000000,316.432387
2025-02-04,12:40-12:50,0.568200,1048.996567,1049.348350,832.981550,833.333333,0.000000,0.000000,0.000000,9450.000000,10200.000000,473.300117
2025-02-04,12:50-13:00,0.827900,1103.001667,996.337500,106.664167,0.000000,0.000000,0.000000,0.000000,10200.000000,10200.000000,88.307264
2025-02-04,13:00-13:10,0.863600,1119.737450,984.553700,135.183750,0.000000,0.000000,0.000000,0.000000,10200.000000,10200.000000,116.744686
2025-02-04,13:10-13:20,0.841600,1099.625500,930.768450,168.857050,0.000000,0.000000,0.000000,0.000000,10200.000000,10200.000000,142.110093
2025-02-04,13:20-13:30,0.861800,1070.535000,852.887500,217.647500,0.000000,0.000000,0.000000,0.000000,10200.000000,10200.000000,187.568615
2025-02-04,13:30-13:40,0.862300,1058.672000,855.404183,203.267817,0.000000,0.000000,0.000000,0.000000,10200.000000,10200.000000,175.277838
2025-02-04,13:40-13:50,0.902600,1054.247167,857.111967,0.000000,0.000000,197.135200,0.000000,0.000000,10200.000000,9980.960889,0.000000
2025-02-04,13:50-14:00,0.975400,1041.390000,819.193750,0.000000,0.000000,222.196250,0.000000,0.000000,9980.960889,9734.076167,0.000000
2025-02-04,14:00-14:10,1.000200,1018.036000,781.859767,0.000000,0.000000,236.176233,0.000000,0.000000,9734.076167,9471.658130,0.000000
2025-02-04,14:10-14:20,0.997800,1022.668367,741.001683,0.000000,0.000000,281.666683,0.000000,0.000000,9471.658130,9158.695148,0.000000
2025-02-04,14:20-14:30,1.027100,1042.865000,696.818750,0.000000,0.000000,346.046250,0.000000,0.000000,9158.695148,8774.199315,0.000000
2025-02-04,14:30-14:40,1.090600,1028.281500,660.684050,0.000000,0.000000,367.597450,0.000000,0.000000,8774.199315,8365.757704,0.000000
2025-02-04,14:40-14:50,0.937600,1019.087383,623.402217,0.000000,0.000000,395.685167,0.000000,0.000000,8365.757704,7926.107519,0.000000
2025-02-04,14:50-15:00,0.669400,1037.036667,576.212500,1294.157500,833.333333,0.000000,0.000000,0.000000,7926.107519,8676.107519,866.309030
2025-02-04,15:00-15:10,0.660000,1059.950450,523.510300,1369.773483,833.333333,0.000000,0.000000,0.000000,8676.107519,9426.107519,904.050499
2025-02-04,15:10-15:20,0.721700,1058.392200,497.127217,1394.598317,833.333333,0.000000,0.000000,0.000000,9426.107519,10176.107519,1006.481605
2025-02-04,15:20-15:30,0.730800,1038.341667,486.525000,1245.030535,693.213868,0.000000,0.000000,0.000000,10176.107519,10800.000000,909.868315
2025-02-04,15:30-15:40,0.753400,1032.305933,448.281317,584.024617,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,440.004146
2025-02-04,15:40-15:50,0.782300,1032.268600,402.761750,629.506850,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,492.463209
2025-02-04,15:50-16:00,0.805500,1030.043333,356.375000,673.668333,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,542.639842
2025-02-04,16:00-16:10,0.827100,1028.113200,294.329567,733.783633,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,606.912443
2025-02-04,16:10-16:20,0.851900,1029.810550,237.815567,791.994983,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,674.700526
2025-02-04,16:20-16:30,0.879100,1030.188333,194.737500,835.450833,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,734.444828
2025-02-04,16:30-16:40,0.902400,1022.171967,152.914533,869.257433,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,784.417908
2025-02-04,16:40-16:50,0.916300,1022.586733,110.237567,912.349167,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,835.985541
2025-02-04,16:50-17:00,0.926400,1029.268333,66.250000,963.018333,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,892.140184
2025-02-04,17:00-17:10,0.946200,1021.503633,23.697950,997.805683,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,944.123738
2025-02-04,17:10-17:20,0.974200,1005.173450,1.583983,1003.589467,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,977.696858
2025-02-04,17:20-17:30,0.986200,1005.900000,0.000000,1005.900000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,992.018580
2025-02-04,17:30-17:40,0.976000,1024.791600,0.193433,1024.598167,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,1000.007811
2025-02-04,17:40-17:50,1.074200,923.155483,0.000000,923.155483,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,991.653620
2025-02-04,17:50-18:00,1.231300,743.896667,0.000000,743.896667,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,915.959966
2025-02-04,18:00-18:10,1.256100,685.406717,0.000000,536.173683,0.000000,149.233033,0.000000,0.000000,10800.000000,10634.185519,673.487764
2025-02-04,18:10-18:20,1.244700,702.891000,0.000000,702.891000,0.000000,0.000000,0.000000,0.000000,10634.185519,10634.185519,874.888428
2025-02-04,18:20-18:30,1.254500,725.315000,0.000000,725.315000,0.000000,0.000000,0.000000,0.000000,10634.185519,10634.185519,909.907668
2025-02-04,18:30-18:40,1.252200,726.267933,0.000000,726.267933,0.000000,0.000000,0.000000,0.000000,10634.185519,10634.185519,909.432706
2025-02-04,18:40-18:50,1.288100,710.400200,0.000000,0.000000,0.000000,710.400200,0.000000,0.000000,10634.185519,9844.851963,0.000000
2025-02-04,18:50-19:00,1.346600,696.953333,0.000000,0.000000,0.000000,696.953333,0.000000,0.000000,9844.851963,9070.459370,0.000000
2025-02-04,19:00-19:10,1.352300,703.715433,0.000000,0.000000,0.000000,703.715433,0.000000,0.000000,9070.459370,8288.553333,0.000000
2025-02-04,19:10-19:20,1.344500,714.081033,0.000000,0.000000,0.000000,714.081033,0.000000,0.000000,8288.553333,7495.129963,0.000000
2025-02-04,19:20-19:30,1.348300,710.660000,0.000000,0.000000,0.000000,710.660000,0.000000,0.000000,7495.129963,6705.507741,0.000000
2025-02-04,19:30-19:40,1.349000,696.993133,0.000000,0.000000,0.000000,696.993133,0.000000,0.000000,6705.507741,5931.070926,0.000000
2025-02-04,19:40-19:50,1.347300,724.377317,0.000000,0.000000,0.000000,724.377317,0.000000,0.000000,5931.070926,5126.207241,0.000000
2025-02-04,19:50-20:00,1.348200,755.985000,0.000000,0.000000,0.000000,755.985000,0.000000,0.000000,5126.207241,4286.223907,0.000000
2025-02-04,20:00-20:10,1.351300,703.861550,0.000000,0.000000,0.000000,703.861550,0.000000,0.000000,4286.223907,3504.155519,0.000000
2025-02-04,20:10-20:20,1.340000,670.445817,0.000000,0.000000,0.000000,670.445817,0.000000,0.000000,3504.155519,2759.215722,0.000000
2025-02-04,20:20-20:30,1.348900,693.016667,0.000000,0.000000,0.000000,693.016667,0.000000,0.000000,2759.215722,1989.197204,0.000000
2025-02-04,20:30-20:40,1.395200,710.277483,0.000000,0.000000,0.000000,710.277483,0.000000,0.000000,1989.197204,1200.000000,0.000000
2025-02-04,20:40-20:50,1.222600,721.333600,0.000000,721.333600,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,881.902459
2025-02-04,20:50-21:00,0.933200,725.171667,0.000000,725.171667,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,676.730199
2025-02-04,21:00-21:10,0.906800,711.818733,0.000000,711.818733,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,645.477227
2025-02-04,21:10-21:20,0.937100,701.010100,0.000000,701.010100,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,656.916565
2025-02-04,21:20-21:30,0.937100,712.483333,0.000000,712.483333,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,667.668132
2025-02-04,21:30-21:40,0.987100,733.620633,0.000000,733.620633,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,724.156927
2025-02-04,21:40-21:50,0.776400,660.712267,0.000000,660.712267,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,512.977004
2025-02-04,21:50-22:00,0.420900,547.221667,0.000000,1380.555000,833.333333,0.000000,0.000000,0.000000,1200.000000,1950.000000,581.075599
2025-02-04,22:00-22:10,0.385900,560.195417,0.000000,1393.528750,833.333333,0.000000,0.000000,0.000000,1950.000000,2700.000000,537.762745
2025-02-04,22:10-22:20,0.436800,605.248267,0.000000,605.248267,0.000000,0.000000,0.000000,0.000000,2700.000000,2700.000000,264.372443
2025-02-04,22:20-22:30,0.419800,604.528333,0.000000,1437.861667,833.333333,0.000000,0.000000,0.000000,2700.000000,3450.000000,603.614328
2025-02-04,22:30-22:40,0.418600,572.156150,0.000000,1405.489483,833.333333,0.000000,0.000000,0.000000,3450.000000,4200.000000,588.337898
2025-02-04,22:40-22:50,0.424100,552.778500,0.000000,1386.111833,833.333333,0.000000,0.000000,0.000000,4200.000000,4950.000000,587.850029
2025-02-04,22:50-23:00,0.423700,554.701667,0.000000,1388.035000,833.333333,0.000000,0.000000,0.000000,4950.000000,5700.000000,588.110430
2025-02-04,23:00-23:10,0.424800,550.794967,0.000000,1217.461633,666.666667,0.000000,0.000000,0.000000,5700.000000,6300.000000,517.177702
2025-02-04,23:10-23:20,0.424000,544.332983,0.000000,1377.666317,833.333333,0.000000,0.000000,0.000000,6300.000000,7050.000000,584.130518
2025-02-04,23:20-23:30,0.422000,545.571667,0.000000,1378.905000,833.333333,0.000000,0.000000,0.000000,7050.000000,7800.000000,581.897910
2025-02-04,23:30-23:40,0.424000,556.716450,0.000000,1390.049783,833.333333,0.000000,0.000000,0.000000,7800.000000,8550.000000,589.381108
2025-02-04,23:40-23:50,0.427100,554.132333,0.000000,554.132333,0.000000,0.000000,0.000000,0.000000,8550.000000,8550.000000,236.669920
2025-02-04,23:50-24:00,0.427600,553.001667,0.000000,553.001667,0.000000,0.000000,0.000000,0.000000,8550.000000,8550.000000,236.463513
2025-02-05,00:00-00:10,0.424800,591.575233,0.000000,1424.908567,833.333333,0.000000,0.000000,0.000000,8550.000000,9300.000000,605.301159
2025-02-05,00:10-00:20,0.424500,621.049067,0.000000,1454.382400,833.333333,0.000000,0.000000,0.000000,9300.000000,10050.000000,617.385329
2025-02-05,00:20-00:30,0.426900,609.786667,0.000000,609.786667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,260.317928
2025-02-05,00:30-00:40,0.427200,574.010750,0.000000,574.010750,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,245.217392
2025-02-05,00:40-00:50,0.427100,561.926350,0.000000,561.926350,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,239.998744
2025-02-05,00:50-01:00,0.428500,589.706667,0.000000,589.706667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,252.689307
2025-02-05,01:00-01:10,0.431100,626.433083,0.000000,626.433083,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,270.055302
2025-02-05,01:10-01:20,0.430200,615.207383,0.000000,615.207383,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,264.662216
2025-02-05,01:20-01:30,0.427900,584.323333,0.000000,584.323333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,250.031954
2025-02-05,01:30-01:40,0.431200,613.655450,0.000000,613.655450,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,264.608230
2025-02-05,01:40-01:50,0.433300,628.501667,0.000000,628.501667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,272.329772
2025-02-05,01:50-02:00,0.431100,607.960000,0.000000,607.960000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,262.091556
2025-02-05,02:00-02:10,0.429300,611.240650,0.000000,611.240650,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,262.405611
2025-02-05,02:10-02:20,0.432400,642.932517,0.000000,642.932517,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,278.004020
2025-02-05,02:20-02:30,0.436700,663.771667,0.000000,663.771667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,289.869087
2025-02-05,02:30-02:40,0.434800,634.623983,0.000000,634.623983,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,275.934508
2025-02-05,02:40-02:50,0.433500,628.992833,0.000000,628.992833,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,272.668393
2025-02-05,02:50-03:00,0.435700,645.016667,0.000000,645.016667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,281.033762
2025-02-05,03:00-03:10,0.437400,614.882450,0.000000,614.882450,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,268.949584
2025-02-05,03:10-03:20,0.437100,617.164067,0.000000,617.164067,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,269.762414
2025-02-05,03:20-03:30,0.435600,650.170000,0.000000,650.170000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,283.214052
2025-02-05,03:30-03:40,0.435300,634.085367,0.000000,634.085367,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,276.017360
2025-02-05,03:40-03:50,0.436000,644.098883,0.000000,644.098883,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,280.827113
2025-02-05,03:50-04:00,0.437800,692.703333,0.000000,692.703333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,303.265519
2025-02-05,04:00-04:10,0.440100,707.607300,0.000000,707.607300,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,311.417973
2025-02-05,04:10-04:20,0.438900,688.731717,0.000000,688.731717,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,302.284350
2025-02-05,04:20-04:30,0.436400,663.711667,0.000000,663.711667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,289.643771
2025-02-05,04:30-04:40,0.439300,660.575833,0.000000,660.575833,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,290.190964
