日期,阶段,内部时段,内部真实区间,模板显示区间,生效购电版本,0点预测电价,实际结算电价,实际负载电量,实际光伏电量,实际净负荷电量,0点初始计划,最终有效购电,增购差额,减购差额,实际充电量,实际放电量,紧急购电量,弃光量,未利用有效购电量,时段初储电量,时段末储电量,初始计划费,增购费,减购退费,减购违约费,紧急购电费,时段实际总费
2025-04-08,正式期,118,19:30-19:40,19:40-19:50,18:00版本,1.347773,1.290100,717.114217,0.000000,717.114217,0.000000,0.000000,0.000000,0.000000,0.000000,717.114217,0.000000,0.000000,0.000000,6826.911111,6030.117537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-08,正式期,119,19:40-19:50,19:50-20:00,18:00版本,1.344282,1.357200,726.182800,0.000000,726.182800,0.000000,0.000000,0.000000,0.000000,0.000000,726.182800,0.000000,0.000000,0.000000,6030.117537,5223.247759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-08,正式期,120,19:50-20:00,20:00-20:10,18:00版本,1.339292,1.331900,746.505000,0.000000,746.505000,0.000000,0.000000,0.000000,0.000000,0.000000,746.505000,0.000000,0.000000,0.000000,5223.247759,4393.797759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-08,正式期,121,20:00-20:10,20:10-20:20,18:00版本,1.342078,1.296200,724.744367,0.000000,724.744367,0.000000,0.000000,0.000000,0.000000,0.000000,724.744367,0.000000,0.000000,0.000000,4393.797759,3588.526241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-08,正式期,122,20:10-20:20,20:20-20:30,18:00版本,1.340043,1.280200,718.161417,0.000000,718.161417,0.000000,0.000000,0.000000,0.000000,0.000000,718.161417,0.000000,0.000000,0.000000,3588.526241,2790.569111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-08,正式期,123,20:20-20:30,20:30-20:40,18:00版本,1.357307,1.308700,736.578333,0.000000,736.578333,0.000000,0.000000,0.000000,0.000000,0.000000,736.578333,0.000000,0.000000,0.000000,2790.569111,1972.148741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-08,正式期,124,20:30-20:40,20:40-20:50,18:00版本,1.397782,1.357400,730.986933,0.000000,730.986933,0.000000,0.000000,0.000000,0.000000,0.000000,694.933867,36.053067,0.000000,0.000000,1972.148741,1200.000000,0.000000,0.000000,0.000000,0.000000,244.692163,244.692163
2025-04-08,正式期,125,20:40-20:50,20:50-21:00,18:00版本,1.232425,1.184300,720.195600,0.000000,720.195600,712.335333,712.335333,0.000000,0.000000,0.000000,0.000000,7.860267,0.000000,0.000000,1200.000000,1200.000000,843.618735,0.000000,0.000000,0.000000,46.544569,890.163304
2025-04-08,正式期,126,20:50-21:00,21:00-21:10,18:00版本,0.964962,0.912300,726.926667,0.000000,726.926667,718.370000,718.370000,0.000000,0.000000,0.000000,0.000000,8.556667,0.000000,0.000000,1200.000000,1200.000000,655.368951,0.000000,0.000000,0.000000,39.031235,694.400186
2025-04-08,正式期,127,21:00-21:10,21:10-21:20,18:00版本,0.948909,0.919600,749.987000,0.000000,749.987000,735.840367,735.840367,0.000000,0.000000,0.000000,0.000000,14.146633,0.000000,0.000000,1200.000000,1200.000000,676.678801,0.000000,0.000000,0.000000,65.046220,741.725021
2025-04-08,正式期,128,21:10-21:20,21:20-21:30,18:00版本,0.981954,0.943200,750.468333,0.000000,750.468333,730.818767,730.818767,0.000000,0.000000,0.000000,0.000000,19.649567,0.000000,0.000000,1200.000000,1200.000000,689.308261,0.000000,0.000000,0.000000,92.667356,781.975617
2025-04-08,正式期,129,21:20-21:30,21:30-21:40,18:00版本,0.985642,0.905600,735.865000,0.000000,735.865000,724.536667,724.536667,0.000000,0.000000,0.000000,0.000000,11.328333,0.000000,0.000000,1200.000000,1200.000000,656.140405,0.000000,0.000000,0.000000,51.294693,707.435099
2025-04-08,正式期,130,21:30-21:40,21:40-21:50,18:00版本,1.038371,0.954800,735.002817,0.000000,735.002817,751.298517,751.298517,0.000000,0.000000,16.295700,0.000000,0.000000,0.000000,0.000000,1200.000000,1214.666130,717.339824,0.000000,0.000000,0.000000,0.000000,717.339824
2025-04-08,正式期,131,21:40-21:50,21:50-22:00,18:00版本,0.803532,0.762500,647.597200,0.000000,647.597200,669.615567,681.726053,12.110487,0.000000,34.128853,0.000000,0.000000,0.000000,0.000000,1214.666130,1245.382098,510.581870,13.851369,0.000000,0.000000,0.000000,524.433239
2025-04-08,正式期,132,21:50-22:00,22:00-22:10,18:00版本,0.410577,0.419200,528.833333,0.000000,528.833333,1357.666667,1357.666667,0.000000,0.000000,828.833333,0.000000,0.000000,0.000000,0.000000,1245.382098,1991.332098,569.133867,0.000000,0.000000,0.000000,0.000000,569.133867
2025-04-08,正式期,133,22:00-22:10,22:10-22:20,18:00版本,0.369685,0.381900,547.078317,0.000000,547.078317,1357.819950,1357.819950,0.000000,0.000000,810.741633,0.000000,0.000000,0.000000,0.000000,1991.332098,2720.999568,518.551439,0.000000,0.000000,0.000000,0.000000,518.551439
2025-04-08,正式期,134,22:10-22:20,22:20-22:30,18:00版本,0.434189,0.420400,576.229000,0.000000,576.229000,550.611100,550.611100,0.000000,0.000000,0.000000,25.617900,0.000000,0.000000,0.000000,2720.999568,2692.535235,231.476906,0.000000,0.000000,0.000000,0.000000,231.476906
2025-04-08,正式期,135,22:20-22:30,22:30-22:40,18:00版本,0.428204,0.394100,556.443333,0.000000,556.443333,534.250000,534.250000,0.000000,0.000000,0.000000,22.193333,0.000000,0.000000,0.000000,2692.535235,2667.875975,210.547925,0.000000,0.000000,0.000000,0.000000,210.547925
2025-04-08,正式期,136,22:30-22:40,22:40-22:50,18:00版本,0.423849,0.405300,553.652617,0.000000,553.652617,547.349083,547.349083,0.000000,0.000000,0.000000,6.303533,0.000000,0.000000,0.000000,2667.875975,2660.872049,221.840583,0.000000,0.000000,0.000000,0.000000,221.840583
2025-04-08,正式期,137,22:40-22:50,22:50-23:00,18:00版本,0.421479,0.451400,569.024150,0.000000,569.024150,574.310450,574.310450,0.000000,0.000000,5.286300,0.000000,0.000000,0.000000,0.000000,2660.872049,2665.629719,259.243737,0.000000,0.000000,0.000000,0.000000,259.243737
2025-04-08,正式期,138,22:50-23:00,23:00-23:10,18:00版本,0.416938,0.456900,584.536667,0.000000,584.536667,1363.335000,1363.335000,0.000000,0.000000,778.798333,0.000000,0.000000,0.000000,0.000000,2665.629719,3366.548219,622.907761,0.000000,0.000000,0.000000,0.000000,622.907761
2025-04-08,正式期,139,23:00-23:10,23:10-23:20,18:00版本,0.418660,0.362600,585.459867,0.000000,585.459867,1380.304400,1380.304400,0.000000,0.000000,794.844533,0.000000,0.000000,0.000000,0.000000,3366.548219,4081.908299,500.498375,0.000000,0.000000,0.000000,0.000000,500.498375
2025-04-08,正式期,140,23:10-23:20,23:20-23:30,18:00版本,0.420891,0.343400,575.919317,0.000000,575.919317,831.725324,839.727647,8.002322,0.000000,263.808330,0.000000,0.000000,0.000000,0.000000,4081.908299,4319.335796,285.614476,4.121996,0.000000,0.000000,0.000000,289.736473
2025-04-08,正式期,141,23:20-23:30,23:30-23:40,18:00版本,0.419869,0.400700,563.425000,0.000000,563.425000,1397.916667,1397.916667,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,1.158333,4319.335796,5069.335796,560.145208,0.000000,0.000000,0.000000,0.000000,560.145208
2025-04-08,正式期,142,23:30-23:40,23:40-23:50,18:00版本,0.418452,0.376500,556.391600,0.000000,556.391600,1419.110983,1419.110983,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,29.386050,5069.335796,5819.335796,534.295285,0.000000,0.000000,0.000000,0.000000,534.295285
2025-04-08,正式期,143,23:40-23:50,23:50-0:00+1,18:00版本,0.422126,0.397700,570.658017,0.000000,570.658017,568.092467,568.092467,0.000000,0.000000,0.000000,2.565550,0.000000,0.000000,0.000000,5819.335796,5816.485185,225.930374,0.000000,0.000000,0.000000,0.000000,225.930374
2025-04-08,正式期,144,23:50-24:00,0:00-0:10+1,18:00版本,0.431732,0.457400,588.081667,0.000000,588.081667,539.538333,539.538333,0.000000,0.000000,0.000000,48.543333,0.000000,0.000000,0.000000,5816.485185,5762.548148,246.784834,0.000000,0.000000,0.000000,0.000000,246.784834
2025-04-09,正式期,1,00:00-00:10,0:10-0:20,00:00版本,0.432778,0.414300,574.703683,0.000000,574.703683,1087.083602,1087.083602,0.000000,0.000000,512.379918,0.000000,0.000000,0.000000,0.000000,5762.548148,6223.690075,450.378736,0.000000,0.000000,0.000000,0.000000,450.378736
2025-04-09,正式期,2,00:10-00:20,0:20-0:30,00:00版本,0.431991,0.409000,573.997533,0.000000,573.997533,1371.203267,1371.203267,0.000000,0.000000,797.205733,0.000000,0.000000,0.000000,0.000000,6223.690075,6941.175235,560.822136,0.000000,0.000000,0.000000,0.000000,560.822136
2025-04-09,正式期,3,00:20-00:30,0:30-0:40,00:00版本,0.423696,0.460200,587.503333,0.000000,587.503333,1357.913333,1357.913333,0.000000,0.000000,770.410000,0.000000,0.000000,0.000000,0.000000,6941.175235,7634.544235,624.911716,0.000000,0.000000,0.000000,0.000000,624.911716
2025-04-09,正式期,4,00:30-00:40,0:40-0:50,00:00版本,0.426453,0.435500,572.788633,0.000000,572.788633,1377.999600,1377.999600,0.000000,0.000000,805.210967,0.000000,0.000000,0.000000,0.000000,7634.544235,8359.234105,600.118826,0.000000,0.000000,0.000000,0.000000,600.118826
2025-04-09,正式期,5,00:40-00:50,0:50-1:00,00:00版本,0.435834,0.377600,557.006500,0.000000,557.006500,565.616283,565.616283,0.000000,0.000000,8.609783,0.000000,0.000000,0.000000,0.000000,8359.234105,8366.982910,213.576709,0.000000,0.000000,0.000000,0.000000,213.576709
2025-04-09,正式期,6,00:50-01:00,1:00-1:10,00:00版本,0.437808,0.377100,556.593333,0.000000,556.593333,583.230000,583.230000,0.000000,0.000000,26.636667,0.000000,0.000000,0.000000,0.000000,8366.982910,8390.955910,219.936033,0.000000,0.000000,0.000000,0.000000,219.936033
2025-04-09,正式期,7,01:00-01:10,1:10-1:20,00:00版本,0.424438,0.469800,563.875633,0.000000,563.875633,1404.312917,1404.312917,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,7.103950,8390.955910,9140.955910,659.746208,0.000000,0.000000,0.000000,0.000000,659.746208
2025-04-09,正式期,8,01:10-01:20,1:20-1:30,00:00版本,0.424427,0.474800,588.291233,0.000000,588.291233,1402.952000,1402.952000,0.000000,0.000000,814.660767,0.000000,0.000000,0.000000,0.000000,9140.955910,9874.150600,666.121610,0.000000,0.000000,0.000000,0.000000,666.121610
2025-04-09,正式期,9,01:20-01:30,1:30-1:40,00:00版本,0.441418,0.396800,607.198333,0.000000,607.198333,582.221667,582.221667,0.000000,0.000000,0.000000,24.976667,0.000000,0.000000,0.000000,9874.150600,9846.398748,231.025557,0.000000,0.000000,0.000000,0.000000,231.025557
2025-04-09,正式期,10,01:30-01:40,1:40-1:50,00:00版本,0.450562,0.409400,585.335850,0.000000,585.335850,587.331183,587.331183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.995333,9846.398748,9846.398748,240.453386,0.000000,0.000000,0.000000,0.000000,240.453386
2025-04-09,正式期,11,01:40-01:50,1:50-2:00,00:00版本,0.449939,0.410400,580.125017,0.000000,580.125017,605.749567,605.749567,0.000000,0.000000,25.624550,0.000000,0.000000,0.000000,0.000000,9846.398748,9869.460843,248.599622,0.000000,0.000000,0.000000,0.000000,248.599622
2025-04-09,正式期,12,01:50-02:00,2:00-2:10,00:00版本,0.445406,0.376300,592.108333,0.000000,592.108333,619.445000,619.445000,0.000000,0.000000,27.336667,0.000000,0.000000,0.000000,0.000000,9869.460843,9894.063843,233.097153,0.000000,0.000000,0.000000,0.000000,233.097153
2025-04-09,正式期,13,02:00-02:10,2:10-2:20,00:00版本,0.443131,0.398000,567.760400,0.000000,567.760400,598.795067,598.795067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.034667,9894.063843,9894.063843,238.320437,0.000000,0.000000,0.000000,0.000000,238.320437
2025-04-09,正式期,14,02:10-02:20,2:20-2:30,00:00版本,0.443878,0.424100,556.574817,0.000000,556.574817,574.900417,574.900417,0.000000,0.000000,18.325600,0.000000,0.000000,0.000000,0.000000,9894.063843,9910.556883,243.815267,0.000000,0.000000,0.000000,0.000000,243.815267
2025-04-09,正式期,15,02:20-02:30,2:30-2:40,00:00版本,0.446150,0.428900,577.391667,0.000000,577.391667,576.116667,576.116667,0.000000,0.000000,0.000000,1.275000,0.000000,0.000000,0.000000,9910.556883,9909.140216,247.096438,0.000000,0.000000,0.000000,0.000000,247.096438
2025-04-09,正式期,16,02:30-02:40,2:40-2:50,00:00版本,0.446938,0.437700,597.908433,0.000000,597.908433,600.317483,600.317483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.409050,9909.140216,9909.140216,262.758962,0.000000,0.000000,0.000000,0.000000,262.758962
2025-04-09,正式期,17,02:40-02:50,2:50-3:00,00:00版本,0.441498,0.430600,610.406817,0.000000,610.406817,599.423050,599.423050,0.000000,0.000000,0.000000,10.983767,0.000000,0.000000,0.000000,9909.140216,9896.936031,258.111565,0.000000,0.000000,0.000000,0.000000,258.111565
2025-04-09,正式期,18,02:50-03:00,3:00-3:10,00:00版本,0.433989,0.416200,613.600000,0.000000,613.600000,584.260000,584.260000,0.000000,0.000000,0.000000,29.340000,0.000000,0.000000,0.000000,9896.936031,9864.336031,243.169012,0.000000,0.000000,0.000000,0.000000,243.169012
2025-04-09,正式期,19,03:00-03:10,3:10-3:20,00:00版本,0.435483,0.428200,607.186550,0.000000,607.186550,607.173867,607.173867,0.000000,0.000000,0.000000,0.012683,0.000000,0.000000,0.000000,9864.336031,9864.321939,259.991850,0.000000,0.000000,0.000000,0.000000,259.991850
2025-04-09,正式期,20,03:10-03:20,3:20-3:30,00:00版本,0.447119,0.441000,596.265167,0.000000,596.265167,609.451250,609.451250,0.000000,0.000000,13.186083,0.000000,0.000000,0.000000,0.000000,9864.321939,9876.189414,268.768001,0.000000,0.000000,0.000000,0.000000,268.768001
2025-04-09,正式期,21,03:20-03:30,3:30-3:40,00:00版本,0.455717,0.450200,589.158333,0.000000,589.158333,586.748333,586.748333,0.000000,0.000000,0.000000,2.410000,0.000000,0.000000,0.000000,9876.189414,9873.511636,264.154100,0.000000,0.000000,0.000000,0.000000,264.154100
2025-04-09,正式期,22,03:30-03:40,3:40-3:50,00:00版本,0.446914,0.474600,594.389067,0.000000,594.389067,597.019483,597.019483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.630417,9873.511636,9873.511636,283.345447,0.000000,0.000000,0.000000,0.000000,283.345447
2025-04-09,正式期,23,03:40-03:50,3:50-4:00,00:00版本,0.446410,0.480100,613.189817,0.000000,613.189817,616.491767,616.491767,0.000000,0.000000,3.301950,0.000000,0.000000,0.000000,0.000000,9873.511636,9876.483391,295.977697,0.000000,0.000000,0.000000,0.000000,295.977697
2025-04-09,正式期,24,03:50-04:00,4:00-4:10,00:00版本,0.458693,0.467100,631.005000,0.000000,631.005000,616.031667,616.031667,0.000000,0.000000,0.000000,14.973333,0.000000,0.000000,0.000000,9876.483391,9859.846354,287.748391,0.000000,0.000000,0.000000,0.000000,287.748391
2025-04-09,正式期,25,04:00-04:10,4:10-4:20,00:00版本,0.462293,0.467800,628.953317,0.000000,628.953317,597.374567,597.374567,0.000000,0.000000,0.000000,31.578750,0.000000,0.000000,0.000000,9859.846354,9824.758854,279.451822,0.000000,0.000000,0.000000,0.000000,279.451822
2025-04-09,正式期,26,04:10-04:20,4:20-4:30,00:00版本,0.457375,0.453200,625.794283,0.000000,625.794283,617.506650,617.506650,0.000000,0.000000,0.000000,8.287633,0.000000,0.000000,0.000000,9824.758854,9815.550372,279.854014,0.000000,0.000000,0.000000,0.000000,279.854014
2025-04-09,正式期,27,04:20-04:30,4:30-4:40,00:00版本,0.449378,0.432200,630.848333,0.000000,630.848333,649.321667,649.321667,0.000000,0.000000,18.473333,0.000000,0.000000,0.000000,0.000000,9815.550372,9832.176372,280.636824,0.000000,0.000000,0.000000,0.000000,280.636824
2025-04-09,正式期,28,04:30-04:40,4:40-4:50,00:00版本,0.444650,0.442400,633.960367,0.000000,633.960367,614.214183,614.214183,0.000000,0.000000,0.000000,19.746183,0.000000,0.000000,0.000000,9832.176372,9810.236169,271.728355,0.000000,0.000000,0.000000,0.000000,271.728355
2025-04-09,正式期,29,04:40-04:50,4:50-5:00,00:00版本,0.453744,0.424500,623.458767,0.000000,623.458767,612.101967,612.101967,0.000000,0.000000,0.000000,11.356800,0.000000,0.000000,0.000000,9810.236169,9797.617502,259.837285,0.000000,0.000000,0.000000,0.000000,259.837285
2025-04-09,正式期,30,04:50-05:00,5:00-5:10,00:00版本,0.463631,0.382000,596.038333,0.000000,596.038333,643.053333,643.053333,0.000000,0.000000,47.015000,0.000000,0.000000,0.000000,0.000000,9797.617502,9839.931002,245.646373,0.000000,0.000000,0.000000,0.000000,245.646373
2025-04-09,正式期,31,05:00-05:10,5:10-5:20,00:00版本,0.453451,0.384300,565.932667,0.000000,565.932667,609.391083,609.391083,0.000000,0.000000,43.458417,0.000000,0.000000,0.000000,0.000000,9839.931002,9879.043577,234.188993,0.000000,0.000000,0.000000,0.000000,234.188993
2025-04-09,正式期,32,05:10-05:20,5:20-5:30,00:00版本,0.465202,0.414800,579.701733,0.346900,579.354833,598.179983,598.179983,0.000000,0.000000,18.825150,0.000000,0.000000,0.000000,0.000000,9879.043577,9895.986212,248.125057,0.000000,0.000000,0.000000,0.000000,248.125057
2025-04-09,正式期,33,05:20-05:30,5:30-5:40,00:00版本,0.461258,0.415700,608.131667,0.000000,608.131667,616.193333,616.193333,0.000000,0.000000,8.061667,0.000000,0.000000,0.000000,0.000000,9895.986212,9903.241712,256.151569,0.000000,0.000000,0.000000,0.000000,256.151569
2025-04-09,正式期,34,05:30-05:40,5:40-5:50,00:00版本,0.404742,0.384700,589.223500,0.000000,589.223500,1422.659217,1422.659217,0.000000,0.000000,444.057664,0.000000,0.000000,0.000000,389.378052,9903.241712,10302.893610,547.297001,0.000000,0.000000,0.000000,0.000000,547.297001
2025-04-09,正式期,35,05:40-05:50,5:50-6:00,00:00版本,0.620290,0.595900,655.834100,19.666383,636.167717,643.460067,643.460067,0.000000,0.000000,0.000000,0.000000,0.000000,7.292350,0.000000,10302.893610,10302.893610,383.437854,0.000000,0.000000,0.000000,0.000000,383.437854
2025-04-09,正式期,36,05:50-06:00,6:00-6:10,00:00版本,0.984191,0.949100,784.565000,60.337500,724.227500,0.000000,0.000000,0.000000,0.000000,0.000000,724.227500,0.000000,0.000000,0.000000,10302.893610,9498.196388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,37,06:00-06:10,6:10-6:20,06:00版本,1.014305,1.029700,809.024067,103.960033,705.064033,0.000000,0.000000,0.000000,0.000000,0.000000,705.064033,0.000000,0.000000,0.000000,9498.196388,8714.791906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,38,06:10-06:20,6:20-6:30,06:00版本,0.942805,0.938100,809.734867,149.909750,659.825117,0.000000,0.000000,0.000000,0.000000,0.000000,659.825117,0.000000,0.000000,0.000000,8714.791906,7981.652888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,39,06:20-06:30,6:30-6:40,06:00版本,0.929285,0.855200,825.011667,197.562500,627.449167,0.000000,0.000000,0.000000,0.000000,0.000000,627.449167,0.000000,0.000000,0.000000,7981.652888,7284.487147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,40,06:30-06:40,6:40-6:50,06:00版本,0.900720,0.866200,811.416283,243.346233,568.070050,0.000000,0.000000,0.000000,0.000000,0.000000,568.070050,0.000000,0.000000,0.000000,7284.487147,6653.298202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,41,06:40-06:50,6:50-7:00,06:00版本,0.880125,0.888300,819.181733,289.866900,529.314833,0.000000,0.000000,0.000000,0.000000,0.000000,529.314833,0.000000,0.000000,0.000000,6653.298202,6065.170610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,42,06:50-07:00,7:0-7:10,06:00版本,0.867291,0.861900,829.338333,332.850000,496.488333,0.000000,0.000000,0.000000,0.000000,0.000000,496.488333,0.000000,0.000000,0.000000,6065.170610,5513.516906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,43,07:00-07:10,7:10-7:20,06:00版本,0.831964,0.802700,775.137500,365.022933,410.114567,0.000000,0.000000,0.000000,0.000000,0.000000,410.114567,0.000000,0.000000,0.000000,5513.516906,5057.834054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,44,07:10-07:20,7:20-7:30,06:00版本,0.819493,0.766300,766.477567,400.678483,365.799083,0.000000,0.000000,0.000000,0.000000,0.000000,365.799083,0.000000,0.000000,0.000000,5057.834054,4651.390628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,45,07:20-07:30,7:30-7:40,06:00版本,0.791057,0.724700,790.376667,451.781250,338.595417,0.000000,271.623618,271.623618,0.000000,0.000000,66.971799,0.000000,0.000000,0.000000,4651.390628,4576.977519,0.000000,295.268454,0.000000,0.000000,0.000000,295.268454
2025-04-09,正式期,46,07:30-07:40,7:40-7:50,06:00版本,0.702794,0.648600,752.890533,514.558817,238.331717,120.554383,258.779217,138.224833,0.000000,20.447500,0.000000,0.000000,0.000000,0.000000,4576.977519,4595.380269,78.191573,134.478940,0.000000,0.000000,0.000000,212.670513
2025-04-09,正式期,47,07:40-07:50,7:50-8:00,06:00版本,0.881739,0.847300,890.816617,556.271883,334.544733,0.000000,0.000000,0.000000,0.000000,0.000000,334.544733,0.000000,0.000000,0.000000,4595.380269,4223.663898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,48,07:50-08:00,8:00-8:10,06:00版本,1.209590,1.181000,1122.831667,599.143750,523.687917,0.000000,0.000000,0.000000,0.000000,0.000000,523.687917,0.000000,0.000000,0.000000,4223.663898,3641.788435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,49,08:00-08:10,8:10-8:20,06:00版本,1.211328,1.172100,1107.445383,692.061850,415.383533,0.000000,0.000000,0.000000,0.000000,0.000000,415.383533,0.000000,0.000000,0.000000,3641.788435,3180.251176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,50,08:10-08:20,8:20-8:30,06:00版本,1.129290,1.115500,1062.068467,747.936750,314.131717,0.000000,0.000000,0.000000,0.000000,0.000000,314.131717,0.000000,0.000000,0.000000,3180.251176,2831.215935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,51,08:20-08:30,8:30-8:40,06:00版本,1.120987,1.136200,1097.028333,777.868750,319.159583,0.000000,0.000000,0.000000,0.000000,0.000000,319.159583,0.000000,0.000000,0.000000,2831.215935,2476.594176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,52,08:30-08:40,8:40-8:50,06:00版本,1.099432,1.062600,1100.724700,873.063967,227.660733,0.000000,0.000000,0.000000,0.000000,0.000000,227.660733,0.000000,0.000000,0.000000,2476.594176,2223.637806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,53,08:40-08:50,8:50-9:00,06:00版本,1.078879,1.004300,1078.575333,920.244583,158.330750,0.000000,0.000000,0.000000,0.000000,0.000000,158.330750,0.000000,0.000000,0.000000,2223.637806,2047.714750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,54,08:50-09:00,9:00-9:10,06:00版本,1.068727,1.018700,1063.376667,902.775000,160.601667,0.000000,0.000000,0.000000,0.000000,0.000000,160.601667,0.000000,0.000000,0.000000,2047.714750,1869.268454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,55,09:00-09:10,9:10-9:20,06:00版本,1.049957,1.043800,1071.204217,923.986733,147.217483,0.000000,0.000000,0.000000,0.000000,0.000000,147.217483,0.000000,0.000000,0.000000,1869.268454,1705.693472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,56,09:10-09:20,9:20-9:30,06:00版本,1.022453,1.046600,1071.381383,970.796700,100.584683,0.000000,0.000000,0.000000,0.000000,0.000000,100.584683,0.000000,0.000000,0.000000,1705.693472,1593.932713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,57,09:20-09:30,9:30-9:40,06:00版本,0.996133,1.018900,1057.640000,1013.256250,44.383750,0.000000,0.000000,0.000000,0.000000,0.000000,44.383750,0.000000,0.000000,0.000000,1593.932713,1544.617435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,58,09:30-09:40,9:40-9:50,06:00版本,0.979575,0.976200,1053.994967,1043.531783,10.463183,0.000000,0.000000,0.000000,0.000000,0.000000,10.463183,0.000000,0.000000,0.000000,1544.617435,1532.991676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,59,09:40-09:50,9:50-10:00,06:00版本,0.957279,0.960000,1061.191433,1085.612733,-24.421300,0.000000,0.000000,0.000000,0.000000,24.421300,0.000000,0.000000,0.000000,0.000000,1532.991676,1554.970846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,60,09:50-10:00,10:00-10:10,06:00版本,0.933607,0.956100,1068.763333,1145.681250,-76.917917,0.000000,0.000000,0.000000,0.000000,76.917917,0.000000,0.000000,0.000000,0.000000,1554.970846,1624.196971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,61,10:00-10:10,10:10-10:20,06:00版本,0.926127,0.914200,1066.282000,1195.431233,-129.149233,0.000000,0.000000,0.000000,0.000000,129.149233,0.000000,0.000000,0.000000,0.000000,1624.196971,1740.431281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,62,10:10-10:20,10:20-10:30,06:00版本,0.904572,0.885700,1063.061817,1175.843217,-112.781400,0.000000,0.000000,0.000000,0.000000,112.781400,0.000000,0.000000,0.000000,0.000000,1740.431281,1841.934541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,63,10:20-10:30,10:30-10:40,06:00版本,0.889332,0.910000,1064.355000,1129.643750,-65.288750,0.000000,0.000000,0.000000,0.000000,65.288750,0.000000,0.000000,0.000000,0.000000,1841.934541,1900.694416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,64,10:30-10:40,10:40-10:50,06:00版本,0.902026,0.945500,1067.297067,1164.113450,-96.816383,0.000000,0.000000,0.000000,0.000000,96.816383,0.000000,0.000000,0.000000,0.000000,1900.694416,1987.829161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,65,10:40-10:50,10:50-11:00,06:00版本,0.733514,0.793300,1072.472883,1211.090883,-138.618000,0.000000,0.000000,0.000000,0.000000,138.618000,0.000000,0.000000,0.000000,0.000000,1987.829161,2112.585361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-04-09,正式期,66,10:50-11:00,11:00-11:10,06:00版本,0.476341,0.564000,1074.718333,1223.643750,-148.925417,0.000000,0.000000,0.000000,0.000000,148.925417,0.000000,0.000000,0.000000,0.000000,2112.585361,2246.618236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
