日期,时间段,训练样本最晚日期,参数验证最晚日期,负载预测来源,光伏预测来源,电价预测来源,价格水平权重,价格形态衰减天数,预测电价（元/kWh）,实际电价（元/kWh）,预测负载电量（kWh）,预测光伏电量（kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,计划购电量（kWh）,计划充电量（kWh）,计划放电量（kWh）,实际充电量（kWh）,实际放电量（kWh）,紧急购电量（kWh）,实际弃光量（kWh）,未利用计划购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段计划购电费（元）,时段紧急购电费（元）,时段总购电费（元）,预测净负荷（kWh）,实际净负荷（kWh）,计划与实际充电量之差（kWh）,计划与实际放电量之差（kWh）
2025-03-01,05:40-05:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.507857,0.463800,535.038000,0.000000,477.575767,0.380083,0.000000,0.000000,535.038000,0.000000,477.195683,0.000000,0.000000,0.000000,8971.242573,8441.025147,0.000000,0.000000,0.000000,535.038000,477.195683,0.000000,57.842317
2025-03-01,05:50-06:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.794518,0.765200,530.305000,0.000000,466.393333,0.000000,0.000000,0.000000,530.305000,0.000000,466.393333,0.000000,0.000000,0.000000,8441.025147,7922.810333,0.000000,0.000000,0.000000,530.305000,466.393333,0.000000,63.911667
2025-03-01,06:00-06:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.822876,0.830000,512.881317,0.000000,478.091400,0.000000,0.000000,0.000000,512.881317,0.000000,478.091400,0.000000,0.000000,0.000000,7922.810333,7391.597666,0.000000,0.000000,0.000000,512.881317,478.091400,0.000000,34.789917
2025-03-01,06:10-06:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.789370,0.771600,525.553867,1.421233,467.044883,6.432483,0.000000,0.000000,524.132633,0.000000,460.612400,0.000000,0.000000,0.000000,7391.597666,6879.806110,0.000000,0.000000,0.000000,524.132633,460.612400,0.000000,63.520233
2025-03-01,06:20-06:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.806755,0.732400,524.523333,17.400000,443.858333,30.743750,0.000000,0.000000,507.123333,0.000000,413.114583,0.000000,0.000000,0.000000,6879.806110,6420.789907,0.000000,0.000000,0.000000,507.123333,413.114583,0.000000,94.008750
2025-03-01,06:30-06:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.788570,0.734600,518.196217,60.604467,469.145967,66.371650,0.000000,0.000000,457.591750,0.000000,402.774317,0.000000,0.000000,0.000000,6420.789907,5973.262888,0.000000,0.000000,0.000000,457.591750,402.774317,0.000000,54.817433
2025-03-01,06:40-06:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.769457,0.733300,568.266733,110.619633,493.837467,112.041433,0.000000,0.000000,457.647100,0.000000,381.796033,0.000000,0.000000,0.000000,5973.262888,5549.045073,0.000000,0.000000,0.000000,457.647100,381.796033,0.000000,75.851067
2025-03-01,06:50-07:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.763584,0.725500,610.831667,157.912500,497.461667,162.037500,0.000000,0.000000,452.919167,0.000000,335.424167,0.000000,0.000000,0.000000,5549.045073,5176.351555,0.000000,0.000000,0.000000,452.919167,335.424167,0.000000,117.495000
2025-03-01,07:00-07:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.744175,0.744200,629.124883,210.781350,509.006450,207.754950,0.000000,0.000000,418.343533,0.000000,301.251500,0.000000,0.000000,0.000000,5176.351555,4841.627666,0.000000,0.000000,0.000000,418.343533,301.251500,0.000000,117.092033
2025-03-01,07:10-07:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.731489,0.735800,629.777467,265.977617,527.328550,250.333633,0.000000,0.000000,363.799850,0.000000,276.994917,0.000000,0.000000,0.000000,4841.627666,4533.855536,0.000000,0.000000,0.000000,363.799850,276.994917,0.000000,86.804933
2025-03-01,07:20-07:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.699959,0.677200,628.713333,309.400000,532.780000,290.781250,0.000000,0.000000,319.313333,0.000000,241.998750,0.000000,0.000000,0.000000,4533.855536,4264.968036,0.000000,0.000000,0.000000,319.313333,241.998750,0.000000,77.314583
2025-03-01,07:30-07:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.633104,0.629700,624.175167,361.626300,514.422100,330.007950,0.000000,0.000000,262.548867,0.000000,184.414150,0.000000,0.000000,0.000000,4264.968036,4060.063425,0.000000,0.000000,0.000000,262.548867,184.414150,0.000000,78.134717
2025-03-01,07:40-07:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.767097,0.766300,614.970783,420.122417,533.071833,378.771883,0.000000,0.000000,194.848367,0.000000,154.299950,0.000000,0.000000,0.000000,4060.063425,3888.619036,0.000000,0.000000,0.000000,194.848367,154.299950,0.000000,40.548417
2025-03-01,07:50-08:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.016530,0.982900,592.981667,473.456250,565.933333,444.168750,0.000000,0.000000,119.525417,0.000000,121.764583,0.000000,0.000000,0.000000,3888.619036,3753.325055,0.000000,0.000000,0.000000,119.525417,121.764583,0.000000,-2.239167
2025-03-01,08:00-08:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.035429,0.981300,605.110517,524.746133,532.071600,520.638533,0.000000,0.000000,80.364383,0.000000,11.433067,0.000000,0.000000,0.000000,3753.325055,3740.621647,0.000000,0.000000,0.000000,80.364383,11.433067,0.000000,68.931317
2025-03-01,08:10-08:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.969770,0.902900,605.649817,577.195417,519.463550,577.633683,0.000000,0.000000,28.454400,58.170133,0.000000,0.000000,0.000000,0.000000,3740.621647,3792.974767,0.000000,0.000000,0.000000,28.454400,-58.170133,-58.170133,28.454400
2025-03-01,08:20-08:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.939997,0.867900,580.775000,630.718750,541.283333,601.675000,0.000000,0.000000,0.000000,60.391667,0.000000,0.000000,0.000000,0.000000,3792.974767,3847.327267,0.000000,0.000000,0.000000,-49.943750,-60.391667,-60.391667,0.000000
2025-03-01,08:30-08:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.919561,0.868000,568.147067,679.916533,534.671533,607.135950,0.000000,0.000000,0.000000,72.464417,0.000000,0.000000,0.000000,0.000000,3847.327267,3912.545242,0.000000,0.000000,0.000000,-111.769467,-72.464417,-72.464417,0.000000
2025-03-01,08:40-08:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.904920,0.915300,620.242900,718.534450,597.390783,625.925467,0.000000,0.000000,0.000000,28.534683,0.000000,0.000000,0.000000,0.000000,3912.545242,3938.226457,0.000000,0.000000,0.000000,-98.291550,-28.534683,-28.534683,0.000000
2025-03-01,08:50-09:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.897340,0.953100,710.836667,744.375000,690.393333,673.950000,0.000000,0.000000,0.000000,0.000000,16.443333,0.000000,0.000000,0.000000,3938.226457,3919.956087,0.000000,0.000000,0.000000,-33.538333,16.443333,0.000000,-16.443333
2025-03-01,09:00-09:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.893381,0.894700,723.796900,767.688833,666.107183,740.585767,0.000000,0.000000,0.000000,74.478583,0.000000,0.000000,0.000000,0.000000,3919.956087,3986.986812,0.000000,0.000000,0.000000,-43.891933,-74.478583,-74.478583,0.000000
2025-03-01,09:10-09:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.880981,0.831300,740.914017,828.775683,648.905667,791.376383,0.000000,0.000000,0.000000,142.470717,0.000000,0.000000,0.000000,0.000000,3986.986812,4115.210457,0.000000,0.000000,0.000000,-87.861667,-142.470717,-142.470717,0.000000
2025-03-01,09:20-09:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.855462,0.812100,730.566667,909.806250,673.530000,826.268750,0.000000,0.000000,0.000000,152.738750,0.000000,0.000000,0.000000,0.000000,4115.210457,4252.675332,0.000000,0.000000,0.000000,-179.239583,-152.738750,-152.738750,0.000000
2025-03-01,09:30-09:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.825022,0.800900,712.201533,948.330817,651.598450,870.278517,0.000000,0.000000,0.000000,218.680067,0.000000,0.000000,0.000000,0.000000,4252.675332,4449.487392,0.000000,0.000000,0.000000,-236.129283,-218.680067,-218.680067,0.000000
2025-03-01,09:40-09:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.809749,0.769500,706.351433,965.614617,637.340800,890.649533,0.000000,0.000000,0.000000,253.308733,0.000000,0.000000,0.000000,0.000000,4449.487392,4677.465252,0.000000,0.000000,0.000000,-259.263183,-253.308733,-253.308733,0.000000
2025-03-01,09:50-10:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.807250,0.749300,704.873333,1000.406250,649.450000,896.937500,0.000000,0.000000,0.000000,247.487500,0.000000,0.000000,0.000000,0.000000,4677.465252,4900.204002,0.000000,0.000000,0.000000,-295.532917,-247.487500,-247.487500,0.000000
2025-03-01,10:00-10:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.794331,0.785800,702.320183,1070.134917,642.874050,933.357817,0.000000,0.000000,0.000000,290.483767,0.000000,0.000000,0.000000,0.000000,4900.204002,5161.639392,0.000000,0.000000,0.000000,-367.814733,-290.483767,-290.483767,0.000000
2025-03-01,10:10-10:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.767104,0.764400,721.999467,1126.462483,610.868083,956.676300,0.000000,0.000000,0.000000,345.808217,0.000000,0.000000,0.000000,0.000000,5161.639392,5472.866787,0.000000,0.000000,0.000000,-404.463017,-345.808217,-345.808217,0.000000
2025-03-01,10:20-10:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.757344,0.712200,714.913333,1169.387500,591.503333,962.481250,0.000000,0.000000,0.000000,370.977917,0.000000,0.000000,0.000000,0.000000,5472.866787,5806.746912,0.000000,0.000000,0.000000,-454.474167,-370.977917,-370.977917,0.000000
2025-03-01,10:30-10:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.777200,0.747300,702.150133,1190.193000,629.147883,991.916083,0.000000,0.000000,0.000000,362.768200,0.000000,0.000000,0.000000,0.000000,5806.746912,6133.238292,0.000000,0.000000,0.000000,-488.042867,-362.768200,-362.768200,0.000000
2025-03-01,10:40-10:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.650709,0.635600,682.153400,1180.357217,658.258483,1024.331000,0.000000,0.000000,0.000000,366.072517,0.000000,0.000000,0.000000,0.000000,6133.238292,6462.703557,0.000000,0.000000,0.000000,-498.203817,-366.072517,-366.072517,0.000000
2025-03-01,10:50-11:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.439970,0.398600,674.160000,1170.225000,645.775000,1051.156250,0.000000,0.000000,0.000000,405.381250,0.000000,0.000000,0.000000,0.000000,6462.703557,6827.546682,0.000000,0.000000,0.000000,-496.065000,-405.381250,-405.381250,0.000000
2025-03-01,11:00-11:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.400092,0.319800,665.149000,1203.800867,621.303917,1082.130533,0.000000,451.093017,0.000000,460.826617,0.000000,0.000000,0.000000,0.000000,6827.546682,7242.290637,0.000000,0.000000,0.000000,-538.651867,-460.826617,-9.733600,0.000000
2025-03-01,11:10-11:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.422308,0.350900,673.430550,1216.129700,621.995250,1089.586600,0.000000,542.699150,0.000000,467.591350,0.000000,0.000000,0.000000,0.000000,7242.290637,7663.122852,0.000000,0.000000,0.000000,-542.699150,-467.591350,75.107800,0.000000
2025-03-01,11:20-11:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.420902,0.369800,700.871667,1159.443750,646.065000,1085.537500,0.000000,458.572083,0.000000,439.472500,0.000000,0.000000,0.000000,0.000000,7663.122852,8058.648102,0.000000,0.000000,0.000000,-458.572083,-439.472500,19.099583,0.000000
2025-03-01,11:30-11:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.418522,0.310900,701.222367,1154.695450,657.610067,1118.720867,0.000000,453.473083,0.000000,461.110800,0.000000,0.000000,0.000000,0.000000,8058.648102,8473.647822,0.000000,0.000000,0.000000,-453.473083,-461.110800,-7.637717,0.000000
2025-03-01,11:40-11:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.404417,0.281000,676.468517,1190.097217,645.356383,1186.233167,0.000000,513.628700,0.000000,540.876783,0.000000,0.000000,0.000000,0.000000,8473.647822,8960.436927,0.000000,0.000000,0.000000,-513.628700,-540.876783,-27.248083,0.000000
2025-03-01,11:50-12:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.384177,0.301200,663.958333,1223.462500,615.506667,1245.043750,0.000000,559.504167,0.000000,629.537083,0.000000,0.000000,0.000000,0.000000,8960.436927,9527.020302,0.000000,0.000000,0.000000,-559.504167,-629.537083,-70.032917,0.000000
2025-03-01,12:00-12:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.381301,0.295800,654.638983,1220.827700,587.554233,1248.711700,0.000000,566.188717,0.000000,661.157467,0.000000,0.000000,0.000000,0.000000,9527.020302,10122.062022,0.000000,0.000000,0.000000,-566.188717,-661.157467,-94.968750,0.000000
2025-03-01,12:10-12:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.386049,0.309500,647.311000,1233.042617,588.911300,1241.865800,0.000000,585.731617,0.000000,652.954500,0.000000,0.000000,0.000000,0.000000,10122.062022,10709.721072,0.000000,0.000000,0.000000,-585.731617,-652.954500,-67.222883,0.000000
2025-03-01,12:20-12:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.374321,0.309800,614.868333,1202.587500,609.478333,1246.975000,0.000000,587.719167,0.000000,0.000000,0.000000,0.000000,637.496667,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-587.719167,-637.496667,587.719167,0.000000
2025-03-01,12:30-12:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.357095,0.240500,628.838733,1196.185467,611.712700,1245.432750,0.000000,567.346733,0.000000,0.000000,0.000000,0.000000,633.720050,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-567.346733,-633.720050,567.346733,0.000000
2025-03-01,12:40-12:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.496186,0.371300,648.634617,1173.598033,605.230350,1234.831300,0.000000,524.963417,0.000000,0.000000,0.000000,0.000000,629.600950,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-524.963417,-629.600950,524.963417,0.000000
2025-03-01,12:50-13:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.711786,0.628100,654.048333,1139.381250,599.191667,1208.650000,0.000000,485.332917,0.000000,0.000000,0.000000,0.000000,609.458333,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-485.332917,-609.458333,485.332917,0.000000
2025-03-01,13:00-13:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.743642,0.643700,619.451783,1087.513633,590.983200,1163.344800,0.000000,468.061850,0.000000,0.000000,0.000000,0.000000,572.361600,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-468.061850,-572.361600,468.061850,0.000000
2025-03-01,13:10-13:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.721464,0.574800,630.029317,1056.115117,581.628217,1138.916283,0.000000,426.085800,0.000000,0.000000,0.000000,0.000000,557.288067,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-426.085800,-557.288067,426.085800,0.000000
2025-03-01,13:20-13:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.732678,0.567600,641.478333,1058.337500,573.673333,1118.112500,0.000000,416.859167,0.000000,0.000000,0.000000,0.000000,544.439167,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-416.859167,-544.439167,416.859167,0.000000
2025-03-01,13:30-13:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.735535,0.612500,638.503133,1076.480000,567.639983,1047.740267,0.000000,437.976867,0.000000,0.000000,0.000000,0.000000,480.100283,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-437.976867,-480.100283,437.976867,0.000000
2025-03-01,13:40-13:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.742032,0.666500,624.942333,1046.125417,555.042100,999.799683,0.000000,421.183083,0.000000,0.000000,0.000000,0.000000,444.757583,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-421.183083,-444.757583,421.183083,0.000000
2025-03-01,13:50-14:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.758738,0.704200,621.596667,997.793750,547.721667,987.856250,0.000000,376.197083,0.000000,0.000000,0.000000,0.000000,440.134583,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-376.197083,-440.134583,376.197083,0.000000
2025-03-01,14:00-14:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.772179,0.726000,607.555267,961.509517,567.102983,957.369150,0.000000,353.954250,0.000000,0.000000,0.000000,0.000000,390.266167,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-353.954250,-390.266167,353.954250,0.000000
2025-03-01,14:10-14:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.772129,0.734600,608.903250,951.384617,583.733583,940.343300,0.000000,342.481367,0.000000,0.000000,0.000000,0.000000,356.609717,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-342.481367,-356.609717,342.481367,0.000000
2025-03-01,14:20-14:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.790503,0.748400,619.011667,933.000000,580.995000,924.081250,0.000000,313.988333,0.000000,0.000000,0.000000,0.000000,343.086250,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-313.988333,-343.086250,313.988333,0.000000
2025-03-01,14:30-14:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.846741,0.763500,596.776550,870.657000,569.879950,858.044733,0.000000,273.880450,0.000000,0.000000,0.000000,0.000000,288.164783,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-273.880450,-288.164783,273.880450,0.000000
2025-03-01,14:40-14:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.758684,0.638200,604.290700,803.190183,567.828100,806.376683,0.000000,198.899483,0.000000,0.000000,0.000000,0.000000,238.548583,0.000000,10709.721072,10709.721072,0.000000,0.000000,0.000000,-198.899483,-238.548583,198.899483,0.000000
2025-03-01,14:50-15:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.577746,0.460100,595.483333,756.731250,575.583333,787.825000,0.000000,161.247917,0.000000,100.309920,0.000000,0.000000,111.931747,0.000000,10709.721072,10800.000000,0.000000,0.000000,0.000000,-161.247917,-212.241667,60.937997,0.000000
2025-03-01,15:00-15:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.553146,0.473000,613.056733,701.230550,577.185517,759.707867,0.000000,88.173817,0.000000,0.000000,0.000000,0.000000,182.522350,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,-88.173817,-182.522350,88.173817,0.000000
2025-03-01,15:10-15:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.592684,0.501300,594.631417,663.746683,563.226267,731.286783,0.000000,69.115267,0.000000,0.000000,0.000000,0.000000,168.060517,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,-69.115267,-168.060517,69.115267,0.000000
2025-03-01,15:20-15:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.617537,0.495800,592.453333,614.762500,555.075000,690.168750,0.000000,22.309167,0.000000,0.000000,0.000000,0.000000,135.093750,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,-22.309167,-135.093750,22.309167,0.000000
2025-03-01,15:30-15:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.643979,0.573700,565.085117,554.418983,580.745967,607.670017,10.666133,0.000000,0.000000,0.000000,0.000000,0.000000,26.924050,10.666133,10800.000000,10800.000000,6.119161,0.000000,6.119161,10.666133,-26.924050,0.000000,0.000000
2025-03-01,15:40-15:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.661146,0.590800,578.871867,492.192583,582.635967,529.868933,86.679283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.912250,10800.000000,10800.000000,51.210121,0.000000,51.210121,86.679283,52.767033,0.000000,0.000000
2025-03-01,15:50-16:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.671078,0.558700,576.681667,452.843750,562.631667,478.137500,123.837917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.343750,10800.000000,10800.000000,69.188244,0.000000,69.188244,123.837917,84.494167,0.000000,0.000000
2025-03-01,16:00-16:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.690580,0.638600,566.585483,408.021750,576.385183,431.306600,158.563733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.485150,10800.000000,10800.000000,101.258800,0.000000,101.258800,158.563733,145.078583,0.000000,0.000000
2025-03-01,16:10-16:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.712851,0.698000,559.036067,356.274900,573.129733,374.063300,202.761167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.694733,10800.000000,10800.000000,141.527294,0.000000,141.527294,202.761167,199.066433,0.000000,0.000000
2025-03-01,16:20-16:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.737449,0.687900,553.403333,301.493750,551.238333,312.925000,251.909583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.596250,10800.000000,10800.000000,173.288602,0.000000,173.288602,251.909583,238.313333,0.000000,0.000000
2025-03-01,16:30-16:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.768434,0.691800,603.530067,239.805217,556.886667,266.147267,363.724850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.985450,10800.000000,10800.000000,251.624851,0.000000,251.624851,363.724850,290.739400,0.000000,0.000000
2025-03-01,16:40-16:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.779811,0.687200,565.814017,193.803183,525.633967,220.081133,372.010833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.458000,10800.000000,10800.000000,255.645845,0.000000,255.645845,372.010833,305.552833,0.000000,0.000000
2025-03-01,16:50-17:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.778521,0.682000,454.956667,148.062500,471.943333,168.437500,306.894167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.388333,10800.000000,10800.000000,209.301822,0.000000,209.301822,306.894167,303.505833,0.000000,0.000000
2025-03-01,17:00-17:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.799836,0.722000,458.637850,99.391900,477.269417,118.759750,359.245950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.736283,10800.000000,10800.000000,259.375576,0.000000,259.375576,359.245950,358.509667,0.000000,0.000000
2025-03-01,17:10-17:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.829763,0.773200,473.381600,51.816183,466.331067,71.919433,421.565417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.153783,10800.000000,10800.000000,325.954380,0.000000,325.954380,421.565417,394.411633,0.000000,0.000000
2025-03-01,17:20-17:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.835473,0.781300,454.565000,15.625000,434.940000,31.862500,438.940000,0.000000,0.000000,0.000000,0.000000,0.000000,31.862500,4.000000,10800.000000,10800.000000,342.943822,0.000000,342.943822,438.940000,403.077500,0.000000,0.000000
2025-03-01,17:30-17:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.814347,0.743500,464.749800,1.620333,452.454383,6.298867,463.129467,0.000000,0.000000,0.000000,0.000000,0.000000,6.298867,10.675083,10800.000000,10800.000000,344.336758,0.000000,344.336758,463.129467,446.155517,0.000000,0.000000
2025-03-01,17:40-17:50,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.899467,0.849900,483.496100,0.000000,441.845567,0.000000,181.184417,0.000000,302.311683,0.000000,260.661150,0.000000,0.000000,0.000000,10800.000000,10510.376500,153.988636,0.000000,153.988636,483.496100,441.845567,0.000000,41.650533
2025-03-01,17:50-18:00,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.037482,1.057900,471.176667,0.000000,407.821667,0.000000,0.000000,0.000000,471.176667,0.000000,407.821667,0.000000,0.000000,0.000000,10510.376500,10057.241315,0.000000,0.000000,0.000000,471.176667,407.821667,0.000000,63.355000
2025-03-01,18:00-18:10,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.036168,1.126600,454.536950,0.000000,438.465650,0.367517,0.000000,0.000000,454.536950,0.000000,438.098133,0.000000,0.000000,0.000000,10057.241315,9570.465611,0.000000,0.000000,0.000000,454.536950,438.098133,0.000000,16.438817
2025-03-01,18:10-18:20,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.022951,1.138400,465.957100,0.000000,478.939800,0.000000,0.000000,0.000000,465.957100,0.000000,478.939800,0.000000,0.000000,0.000000,9570.465611,9038.310278,0.000000,0.000000,0.000000,465.957100,478.939800,0.000000,-12.982700
2025-03-01,18:20-18:30,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.047114,1.145900,452.145000,0.000000,478.608333,0.000000,0.000000,0.000000,452.145000,0.000000,478.608333,0.000000,0.000000,0.000000,9038.310278,8506.523241,0.000000,0.000000,0.000000,452.145000,478.608333,0.000000,-26.463333
2025-03-01,18:30-18:40,2025-02-28,2025-02-28,历史实测分位数,历史实测分位数,历史实际电价,1,7,1.030323,1.112000,440.055317,0.000000,442.099583,0.000000,0.000000,0.000000,440.055317,0.000000,442.099583,0.000000,0.000000,0.000000,8506.523241,8015.301481,0.000000,0.000000,0.000000,440.055317,442.099583,0.000000,-2.044267
