日期,计划购电量（kWh）,购电费（元）,充电量（kWh）,放电量（kWh）,弃光量（kWh）,紧急购电量（kWh）,紧急购电费（元）,总购电费（元）,累计总购电费（元）,0:00储电量（kWh）,24:00储电量（kWh）,日末储电量距下限（kWh）,日末储电量距上限（kWh）,日末区间越界量（kWh）
2025-07-08,79827.982533,50471.808811,22402.655000,18146.150550,0.000000,0.000000,0.000000,50471.808811,5366127.265504,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-09,78126.459581,48918.196121,21408.602181,17340.967767,0.000000,0.000000,0.000000,48918.196121,5415045.461625,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-10,75522.262918,48018.335682,19729.237901,17060.682700,0.000000,0.000000,0.000000,48018.335682,5463063.797306,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-11,41713.831383,24286.034159,15333.333333,12420.000000,6281.638467,0.000000,0.000000,24286.034159,5487349.831466,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-12,43347.244267,25216.922972,16666.666667,12420.000000,8016.247500,0.000000,0.000000,25216.922972,5512566.754437,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-13,73134.338244,46585.623569,20350.162778,16483.631850,0.000000,0.000000,0.000000,46585.623569,5559152.378007,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-14,75491.822792,47721.832346,19389.829342,15705.761767,0.000000,0.000000,0.000000,47721.832346,5606874.210352,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-15,76481.558263,48000.908174,19644.420597,15911.980683,0.000000,0.000000,0.000000,48000.908174,5654875.118526,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-16,75858.899187,47806.179306,19601.440720,15877.166983,0.000000,0.000000,0.000000,47806.179306,5702681.297832,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-17,75443.552346,47960.540967,20016.218313,17293.136833,0.000000,0.000000,0.000000,47960.540967,5750641.838799,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-18,40439.170250,23576.646590,15333.333333,12420.000000,6251.535167,0.000000,0.000000,23576.646590,5774218.485389,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-19,42433.740533,24845.096002,16666.666667,12420.000000,11004.212350,0.000000,0.000000,24845.096002,5799063.581391,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-20,75926.398940,47511.363126,20191.494156,16355.110267,0.000000,0.000000,0.000000,47511.363126,5846574.944516,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-21,77969.693548,48947.399419,20946.915864,16967.001850,0.000000,0.000000,0.000000,48947.399419,5895522.343935,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-22,77787.714061,48691.849373,21013.351461,17020.814683,0.000000,0.000000,0.000000,48691.849373,5944214.193308,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-23,78377.089886,49304.615975,21896.169486,17735.897283,0.000000,0.000000,0.000000,49304.615975,5993518.809283,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-24,76147.898387,48238.391643,19006.724403,16475.446767,0.000000,0.000000,0.000000,48238.391643,6041757.200926,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-25,39925.119463,23287.691601,15390.147350,12466.019353,10495.534583,0.000000,0.000000,23287.691601,6065044.892527,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-26,41754.437550,24156.879744,16666.666667,12420.000000,9038.619450,0.000000,0.000000,24156.879744,6089201.772271,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-27,77933.045776,48704.555849,22356.373909,18108.662867,0.000000,0.000000,0.000000,48704.555849,6137906.328120,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-28,82114.445886,51284.907624,21892.283437,17732.749584,0.000000,0.000000,0.000000,51284.907624,6189191.235744,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-29,80192.284933,49859.774332,21699.938683,17576.950333,0.000000,0.000000,0.000000,49859.774332,6239051.010076,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-30,78223.569452,48949.640009,21685.538519,17565.286200,0.000000,0.000000,0.000000,48949.640009,6288000.650085,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-31,77517.045775,48908.559922,20536.684870,17714.714745,0.000000,0.000000,0.000000,48908.559922,6336909.210007,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-01,39277.476683,22870.031146,15333.333333,12420.000000,15112.684133,0.000000,0.000000,22870.031146,6359779.241153,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-02,40297.710950,23301.823845,16666.666667,12420.000000,15123.921067,0.000000,0.000000,23301.823845,6383081.064998,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-03,66470.994425,42830.182286,19112.723025,15481.305650,0.000000,0.000000,0.000000,42830.182286,6425911.247284,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-04,69055.748416,43955.260402,19157.962366,15517.949517,0.000000,0.000000,0.000000,43955.260402,6469866.507686,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-05,68876.109995,43495.121628,19598.592428,15874.859867,0.000000,0.000000,0.000000,43495.121628,6513361.629314,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-06,71882.046489,45634.387499,19829.355556,16061.778000,0.000000,0.000000,0.000000,45634.387499,6558996.016813,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-07,65823.969575,42387.025176,18504.850309,16068.928750,0.000000,0.000000,0.000000,42387.025176,6601383.041989,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-08,38587.352383,22325.612374,15333.333333,12420.000000,19898.793417,0.000000,0.000000,22325.612374,6623708.654363,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-09,40289.459900,23109.460410,16666.666667,12420.000000,17120.824717,0.000000,0.000000,23109.460410,6646818.114772,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-10,68885.376919,43811.553902,18845.898169,15265.177517,0.000000,0.000000,0.000000,43811.553902,6690629.668674,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-11,68394.531760,43515.252792,20174.975844,16341.730433,0.000000,0.000000,0.000000,43515.252792,6734144.921466,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-12,71382.351266,45492.662252,19060.672716,15439.144900,0.000000,0.000000,0.000000,45492.662252,6779637.583718,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-13,69737.409336,43980.644457,19032.898523,15416.647804,0.000000,0.000000,0.000000,43980.644457,6823618.228174,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-14,68607.368674,43920.038653,19794.650041,17113.666533,0.000000,0.000000,0.000000,43920.038653,6867538.266827,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-15,39129.859783,22552.868190,15333.333333,12420.000000,19056.582300,0.000000,0.000000,22552.868190,6890091.135017,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-16,40313.123967,23217.007160,16666.666667,12420.000000,19137.146433,0.000000,0.000000,23217.007160,6913308.142177,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-17,66922.705530,43030.410628,19775.005247,16017.754250,0.000000,0.000000,0.000000,43030.410628,6956338.552805,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-18,68266.114252,43604.695335,20378.335185,16506.451500,0.000000,0.000000,0.000000,43604.695335,6999943.248140,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-19,67943.877472,43500.268182,19084.512572,15458.455183,0.000000,0.000000,0.000000,43500.268182,7043443.516322,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-20,74779.241567,46848.473842,21728.337984,17599.953767,0.000000,0.000000,0.000000,46848.473842,7090291.990163,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-21,68155.232289,43462.606307,17845.631523,15534.961533,0.000000,0.000000,0.000000,43462.606307,7133754.596470,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-22,39955.656167,23503.289931,15333.333333,12420.000000,15811.607683,0.000000,0.000000,23503.289931,7157257.886402,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-23,40629.540567,23502.906007,16666.666667,12420.000000,13852.736167,0.000000,0.000000,23502.906007,7180760.792409,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-24,67926.519003,43844.546869,20680.401070,16751.124867,263.539333,0.000000,0.000000,43844.546869,7224605.339277,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-25,74660.258637,47189.404845,20458.358004,16571.269983,0.000000,0.000000,0.000000,47189.404845,7271794.744123,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-26,69437.209434,44338.705735,20570.055267,16661.744767,0.000000,0.000000,0.000000,44338.705735,7316133.449858,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-27,71917.246319,45824.894358,21068.630453,17065.590667,0.000000,0.000000,0.000000,45824.894358,7361958.344216,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-28,73442.758534,46375.988599,19762.704650,17087.790767,0.000000,0.000000,0.000000,46375.988599,7408334.332815,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-29,39843.103150,23273.053674,15333.333333,12420.000000,14374.516800,0.000000,0.000000,23273.053674,7431607.386489,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-08-30,41062.504017,23910.353503,16666.666667,12420.000000,18302.803633,0.000000,0.000000,23910.353503,7455517.739992,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-08-31,70549.523281,44984.613658,20541.028144,16638.232797,0.000000,0.000000,0.000000,44984.613658,7500502.353650,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-01,57152.272391,35445.425419,18831.613724,15253.607117,0.000000,0.000000,0.000000,35445.425419,7535947.779070,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-02,58013.433628,35860.075930,20819.120761,16863.487817,0.000000,0.000000,0.000000,35860.075930,7571807.855000,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-03,59125.035932,37090.192022,18827.625782,15250.376883,0.000000,0.000000,0.000000,37090.192022,7608898.047022,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-04,56629.195953,36073.581433,18840.180453,16340.546167,203.908133,0.000000,0.000000,36073.581433,7644971.628455,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-05,30253.746567,16363.092884,15333.333333,12420.000000,20516.036117,0.000000,0.000000,16363.092884,7661334.721339,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-06,31995.572417,17064.275198,16666.666667,12420.000000,20027.717433,0.000000,0.000000,17064.275198,7678398.996537,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-07,58857.462504,36272.706706,20507.289671,16610.904633,0.000000,0.000000,0.000000,36272.706706,7714671.703243,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-08,63194.743250,39065.834024,19995.163156,16196.082156,0.000000,0.000000,0.000000,39065.834024,7753737.537266,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-09,58211.204078,36777.246305,20063.942078,16251.793083,1296.143717,0.000000,0.000000,36777.246305,7790514.783571,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-10,65451.645188,40001.684542,21766.253621,17630.665433,0.000000,0.000000,0.000000,40001.684542,7830516.468113,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-11,57043.617470,36006.475573,19783.700103,17104.797083,868.573650,0.000000,0.000000,36006.475573,7866522.943686,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-12,31537.357417,17076.592189,15333.333333,12420.000000,17072.328300,0.000000,0.000000,17076.592189,7883599.535875,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-13,32808.626867,17715.094344,16666.666667,12420.000000,20554.829100,0.000000,0.000000,17715.094344,7901314.630220,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-14,64105.392486,39408.372178,21082.879486,17077.132383,0.000000,0.000000,0.000000,39408.372178,7940723.002397,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-15,59907.393370,37477.780538,21479.043704,17398.025400,759.210650,0.000000,0.000000,37477.780538,7978200.782935,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-16,63433.891409,39245.675295,20747.886276,16805.787883,0.000000,0.000000,0.000000,39245.675295,8017446.458230,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-17,64015.453787,39394.261758,21343.656863,17288.362059,0.000000,0.000000,0.000000,39394.261758,8056840.719988,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-18,61691.578759,38570.623272,20081.188909,17345.763017,0.000000,0.000000,0.000000,38570.623272,8095411.343260,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-19,31939.569883,17404.041847,15333.333333,12420.000000,12924.754817,0.000000,0.000000,17404.041847,8112815.385107,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-20,33442.828550,18064.711609,16666.666667,12420.000000,13550.560700,0.000000,0.000000,18064.711609,8130880.096716,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-21,62151.848769,38602.206582,20337.837469,16473.648350,0.000000,0.000000,0.000000,38602.206582,8169482.303298,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-22,64685.062129,40016.199225,21425.736996,17354.846967,0.000000,0.000000,0.000000,40016.199225,8209498.502523,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-23,66265.545276,41317.968569,21835.819609,17687.013883,0.000000,0.000000,0.000000,41317.968569,8250816.471092,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-24,65116.678350,40243.602908,21333.333333,17280.000000,0.000000,0.000000,0.000000,40243.602908,8291060.074000,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-25,63079.559393,39431.831126,20126.432243,17382.410117,0.000000,0.000000,0.000000,39431.831126,8330491.905126,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-26,31596.936117,17073.380248,15333.333333,12420.000000,10989.273267,0.000000,0.000000,17073.380248,8347565.285374,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-09-27,34748.432200,19028.571818,16666.666667,12420.000000,12700.395750,0.000000,0.000000,19028.571818,8366593.857192,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-28,67598.035981,41596.933472,21633.475864,17523.115450,0.000000,0.000000,0.000000,41596.933472,8408190.790664,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-29,66851.309165,41513.810423,21533.587099,17442.205550,0.000000,0.000000,0.000000,41513.810423,8449704.601087,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-09-30,69623.370264,43361.920715,22110.010601,17909.108586,0.000000,0.000000,0.000000,43361.920715,8493066.521802,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-01,56393.721828,34293.564875,21411.214444,17343.083700,2663.937400,0.000000,0.000000,34293.564875,8527360.086677,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-02,55074.393750,33666.687102,20000.000000,17280.000000,623.433883,0.000000,0.000000,33666.687102,8561026.773780,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-10-03,28763.730467,14599.505102,15333.333333,12420.000000,18033.190483,0.000000,0.000000,14599.505102,8575626.278882,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-10-04,31629.778593,16043.348705,16922.299259,12627.062400,14238.466617,0.000000,0.000000,16043.348705,8591669.627586,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-05,58789.419350,35673.156230,21333.333333,17280.000000,0.000000,0.000000,0.000000,35673.156230,8627342.783816,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-06,61799.136750,37526.462364,21399.393333,17333.508600,0.000000,0.000000,0.000000,37526.462364,8664869.246180,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-07,61835.673821,37536.928792,21389.395638,17325.410467,0.000000,0.000000,0.000000,37536.928792,8702406.174972,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-08,60531.940733,36756.024575,21333.333333,17280.000000,0.000000,0.000000,0.000000,36756.024575,8739162.199547,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-09,58486.530305,36210.243070,20033.905905,17307.463783,0.000000,0.000000,0.000000,36210.243070,8775372.442617,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-10-10,30637.335235,15782.082726,15631.103868,12661.194133,18323.731350,0.000000,0.000000,15782.082726,8791154.525343,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-10-11,32032.958589,16426.085210,17161.129239,12820.514683,13585.958583,0.000000,0.000000,16426.085210,8807580.610552,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-12,62581.029513,38027.088804,21400.072613,17334.058817,0.000000,0.000000,0.000000,38027.088804,8845607.699356,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-13,61114.248083,37513.445332,21509.490700,17422.687467,0.000000,0.000000,0.000000,37513.445332,8883121.144688,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-14,64842.483477,39748.851045,21413.771193,17345.154667,0.000000,0.000000,0.000000,39748.851045,8922869.995733,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-15,66053.344959,40063.980877,21754.186975,17620.891450,0.000000,0.000000,0.000000,40063.980877,8962933.976610,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-16,65840.121044,40789.481961,20807.707510,17934.243083,0.000000,0.000000,0.000000,40789.481961,9003723.458570,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-10-17,30873.595587,15991.676722,15774.770021,12777.563717,11872.125383,0.000000,0.000000,15991.676722,9019715.135293,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-10-18,32464.387142,16659.676546,17085.916626,12759.592467,12061.329233,0.000000,0.000000,16659.676546,9036374.811839,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-19,68133.784357,41930.685653,22357.822140,18109.835933,0.000000,0.000000,0.000000,41930.685653,9078305.497492,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-20,68615.582477,42148.291196,21972.008827,17797.327150,0.000000,0.000000,0.000000,42148.291196,9120453.788689,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-21,70677.893015,43066.042357,22184.975782,17969.830383,0.000000,0.000000,0.000000,43066.042357,9163519.831046,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-22,69794.449336,42975.163863,22312.306420,18072.968200,0.000000,0.000000,0.000000,42975.163863,9206494.994908,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-23,66731.817972,41155.243559,21092.136255,17739.989183,0.000000,0.000000,0.000000,41155.243559,9247650.238468,6600.000000,5871.823537,471.823537,728.176463,0.000000
2025-10-24,32008.094325,16825.396217,16176.810658,13519.641183,10930.700567,0.000000,0.000000,16825.396217,9264475.634684,5871.823537,5409.129593,9.129593,1190.870407,0.000000
2025-10-25,33326.215400,17313.267940,17500.000000,13103.216633,9530.843083,0.000000,0.000000,17313.267940,9281788.902624,5409.129593,6600.000000,1200.000000,0.000000,0.000000
2025-10-26,68705.563677,41981.756275,21900.556193,17739.450517,0.000000,0.000000,0.000000,41981.756275,9323770.658899,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-27,67760.445884,41973.120399,22146.026317,17938.281317,0.000000,0.000000,0.000000,41973.120399,9365743.779298,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-28,70170.750025,43150.868199,22095.924342,17897.698717,0.000000,0.000000,0.000000,43150.868199,9408894.647497,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-29,73726.652333,45471.067537,23233.158683,18818.858533,0.000000,0.000000,0.000000,45471.067537,9454365.715034,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-10-30,68362.674302,42328.500280,21437.181852,17862.389867,0.000000,0.000000,0.000000,42328.500280,9496694.215314,6600.000000,6046.363815,646.363815,553.636185,0.000000
2025-10-31,32880.348177,17323.063389,16773.165494,13676.727433,5879.566800,0.000000,0.000000,17323.063389,9514017.278703,6046.363815,5945.848944,545.848944,654.151056,0.000000
2025-11-01,33540.639433,17409.828896,17500.000000,13586.264050,7082.824433,0.000000,0.000000,17409.828896,9531427.107599,5945.848944,6600.000000,1200.000000,0.000000,0.000000
2025-11-02,73226.541599,45224.556157,23314.801399,18884.989133,0.000000,0.000000,0.000000,45224.556157,9576651.663756,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-03,73797.124991,45207.493234,22589.423724,18297.433217,0.000000,0.000000,0.000000,45207.493234,9621859.156990,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-04,71880.475853,44482.985363,22633.048436,18332.769233,0.000000,0.000000,0.000000,44482.985363,9666342.142353,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-05,74078.733927,45653.115514,23160.771543,18760.224950,0.000000,0.000000,0.000000,45653.115514,9711995.257868,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-06,75697.758822,46945.523365,22779.598272,18451.474600,0.000000,0.000000,0.000000,46945.523365,9758940.781233,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-07,33627.269696,17551.495782,17613.736337,14532.337617,7227.335759,0.000000,0.000000,17551.495782,9776492.277015,6600.000000,6305.320907,905.320907,294.679093,0.000000
2025-11-08,33485.440933,17486.398893,17500.000000,13909.788817,6103.915067,0.000000,0.000000,17486.398893,9793978.675908,6305.320907,6600.000000,1200.000000,0.000000,0.000000
2025-11-09,75862.680753,46975.139720,23766.980103,19251.253883,0.000000,0.000000,0.000000,46975.139720,9840953.815628,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-10,78298.951034,48707.766180,23370.444917,18930.060382,0.000000,0.000000,0.000000,48707.766180,9889661.581807,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-11,75982.894854,47208.652270,23282.907037,18859.154700,0.000000,0.000000,0.000000,47208.652270,9936870.234077,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-12,75409.470151,46992.835161,23438.809567,18985.435749,0.000000,0.000000,0.000000,46992.835161,9983863.069238,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-13,76857.283135,47667.726300,23480.524306,19019.224688,0.000000,0.000000,0.000000,47667.726300,10031530.795539,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-14,34106.528446,18058.765441,17512.483663,14185.111767,3180.611900,0.000000,0.000000,18058.765441,10049589.560979,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-15,34595.206368,18160.338480,17950.282798,14539.729067,2972.679937,0.000000,0.000000,18160.338480,10067749.899459,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-16,78887.625260,49372.860088,23436.867333,18983.862540,0.000000,0.000000,0.000000,49372.860088,10117122.759547,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-17,77127.071228,48021.321485,23322.389533,18891.135522,0.000000,0.000000,0.000000,48021.321485,10165144.081031,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-18,79375.980313,49322.266178,23607.204979,19121.836033,0.000000,0.000000,0.000000,49322.266178,10214466.347209,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-19,79793.488237,49987.162908,23290.115809,18864.993805,0.000000,0.000000,0.000000,49987.162908,10264453.510117,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-20,79302.962279,49514.893734,23735.979101,19226.143071,0.000000,0.000000,0.000000,49514.893734,10313968.403851,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-21,35052.313293,18427.183771,18125.842942,14681.932783,2743.983500,0.000000,0.000000,18427.183771,10332395.587621,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-22,35630.781909,18769.108419,18400.838292,14904.679017,1914.764583,0.000000,0.000000,18769.108419,10351164.696040,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-23,79703.034920,49930.409191,23529.488086,19058.885350,0.000000,0.000000,0.000000,49930.409191,10401095.105231,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-24,78643.373387,49048.651760,23585.063000,19103.901030,0.000000,0.000000,0.000000,49048.651760,10450143.756991,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-25,80589.503451,50382.108741,23266.673250,18846.005333,0.000000,0.000000,0.000000,50382.108741,10500525.865732,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-26,81234.822012,50880.528752,23563.345062,19086.309500,0.000000,0.000000,0.000000,50880.528752,10551406.394484,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-27,80281.246864,50311.183564,23685.733495,19185.444131,0.000000,0.000000,0.000000,50311.183564,10601717.578048,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-28,35697.490215,18904.183627,18688.084115,15137.348133,1225.457867,0.000000,0.000000,18904.183627,10620621.761675,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-29,38494.869573,19981.499063,18764.909506,15199.576700,0.000000,0.000000,0.000000,19981.499063,10640603.260738,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-11-30,84940.345916,53391.707101,24712.995082,20017.526017,0.000000,0.000000,0.000000,53391.707101,10693994.967839,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-01,91017.319967,57811.079502,24833.333333,20115.000000,0.000000,0.000000,0.000000,57811.079502,10751806.047342,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-02,93375.299047,59594.322888,24933.707263,20196.302883,0.000000,0.000000,0.000000,59594.322888,10811400.370229,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-03,91922.506766,58019.153005,25050.895350,20291.225233,0.000000,0.000000,0.000000,58019.153005,10869419.523234,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-04,91489.649317,58263.004369,24833.333333,20115.000000,0.000000,0.000000,0.000000,58263.004369,10927682.527602,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-05,45335.792829,23467.858090,21179.149712,17155.111267,0.000000,0.000000,0.000000,23467.858090,10951150.385693,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-06,47688.691147,24631.554449,21178.560247,17154.633800,0.000000,0.000000,0.000000,24631.554449,10975781.940142,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-07,92423.993670,58747.418257,25111.333704,20340.180300,0.000000,0.000000,0.000000,58747.418257,11034529.358399,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-08,92623.813683,58742.329493,25139.147366,20362.709367,0.000000,0.000000,0.000000,58742.329493,11093271.687892,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-09,92205.773821,58900.103694,25353.466337,20536.307733,0.000000,0.000000,0.000000,58900.103694,11152171.791586,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-10,93163.304465,58995.660064,25134.263765,20358.753650,0.000000,0.000000,0.000000,58995.660064,11211167.451650,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-11,90679.767683,57489.149909,24833.333333,20115.000000,0.000000,0.000000,0.000000,57489.149909,11268656.601559,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-12-12,47708.570633,24591.931317,21020.996399,17027.007083,0.000000,0.000000,0.000000,24591.931317,11293248.532876,6600.000000,6600.000000,1200.000000,0.000000,0.000000
