日期,当前时段序号,当前时间段,实测数据截止时段序号,实测数据截止时间段,未来输入来源,冻结购电量最大变化（kWh）,滚动初始储电量（kWh）,第二阶段剩余紧急购电费（元）,储能吞吐量第二目标值（kWh）,当前计划购电量（kWh）,当前实际负载电量（kWh）,当前实际光伏电量（kWh）,当前充电量（kWh）,当前放电量（kWh）,当前运行模式,当前紧急购电量（kWh）,当前弃光量（kWh）,当前未利用计划购电量（kWh）,滚动预测日末储电量（kWh）,第一目标求解状态,第二目标求解状态,第一目标MIP相对间隙,第二目标MIP相对间隙,第一阶段紧急购电费最优值（元）,第一目标固定数值容差（元）,候选时域最大约束残差（kWh或元）
2025-01-01,67,11:00-11:10,67,11:00-11:10,当前时段用实测，未来时段用0:00预测,0.000000,1733.400483,10151.282385,20067.295786,575.170917,1173.824500,863.828700,265.175117,0.000000,1.000000,0.000000,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,10151.282374,1.01522823743e-05,9.09494701773e-13
2025-01-01,68,11:10-11:20,68,11:10-11:20,当前时段用实测，未来时段用0:00预测,0.000000,1972.058088,12443.273729,19308.657593,0.000000,1178.194583,855.250183,0.000000,0.000000,0.000000,322.944400,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,12443.273717,1.24442737167e-05,1.36424205266e-12
2025-01-01,69,11:20-11:30,69,11:20-11:30,当前时段用实测，未来时段用0:00预测,0.000000,1972.058088,13920.859540,18794.036613,0.000000,1188.195000,882.462500,0.000000,0.000000,0.000000,305.732500,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,13920.859526,1.39218595265e-05,6.8212102633e-13
2025-01-01,70,11:30-11:40,70,11:30-11:40,当前时段用实测，未来时段用0:00预测,0.000000,1972.058088,15918.963176,17945.909278,179.277171,1161.839883,905.790733,0.000000,0.000000,0.000000,76.771979,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,15918.963160,1.59199631605e-05,9.09494701773e-13
2025-01-01,71,11:40-11:50,71,11:40-11:50,当前时段用实测，未来时段用0:00预测,0.000000,1972.058088,18527.819129,17019.115217,520.124517,1108.082283,909.250183,321.292413,0.000000,1.000000,0.000000,0.000000,0.000003,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,18527.819110,1.85288191101e-05,1.81898940355e-12
2025-01-01,72,11:50-12:00,72,11:50-12:00,当前时段用实测，未来时段用0:00预测,0.000000,2261.221260,21456.474825,15726.106167,486.402900,1078.548333,888.618750,296.473317,0.000000,1.000000,0.000000,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,21456.474803,2.14574748033e-05,9.09494701773e-13
2025-01-01,73,12:00-12:10,73,12:00-12:10,当前时段用实测，未来时段用0:00预测,0.000000,2528.047245,24795.958174,14321.895503,480.412450,1113.530917,854.442217,221.323745,0.000000,1.000000,0.000000,0.000000,0.000005,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,24795.958150,2.47969581495e-05,9.09494701773e-13
2025-01-01,74,12:10-12:20,74,12:10-12:20,当前时段用实测，未来时段用0:00预测,0.000000,2727.238616,28031.116156,13028.152209,485.300000,1097.545233,853.081583,240.836345,0.000000,1.000000,0.000000,0.000000,0.000005,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,28031.116128,2.80321161277e-05,9.09494701773e-13
2025-01-01,75,12:20-12:30,75,12:20-12:30,当前时段用实测，未来时段用0:00预测,0.000000,2943.991326,30806.589912,11867.306972,488.606967,1047.328333,883.762500,325.041133,0.000000,1.000000,0.000000,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,30806.589881,3.08075898811e-05,9.09494701773e-13
2025-01-01,76,12:30-12:40,76,12:30-12:40,当前时段用实测，未来时段用0:00预测,0.000000,3236.528346,33681.156124,10589.449197,498.270733,1091.322033,899.966600,306.915300,0.000000,1.000000,0.000000,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,33681.156090,3.36821560902e-05,9.09494701773e-13
2025-01-01,77,12:40-12:50,77,12:40-12:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,35993.345672,9731.295199,0.000000,1124.613150,896.274800,0.000000,0.000000,0.000000,228.338350,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,35993.345636,3.59943456359e-05,7.27595761418e-12
2025-01-01,78,12:50-13:00,78,12:50-13:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,37769.710463,9252.537196,0.000000,1113.726667,876.968750,0.000000,0.000000,0.000000,236.757917,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,37769.710425,3.7770710425e-05,9.09494701773e-13
2025-01-01,79,13:00-13:10,79,13:00-13:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,39333.125686,8813.598530,0.000000,1131.827133,849.602733,0.000000,0.000000,0.000000,282.224400,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,39333.125647,3.93341256466e-05,1.02318153949e-12
2025-01-01,80,13:10-13:20,80,13:10-13:20,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,40656.273730,8409.831724,0.000000,1152.669417,838.242233,0.000000,0.000000,0.000000,314.427183,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,40656.273690,4.06572736896e-05,9.09494701773e-13
2025-01-01,81,13:20-13:30,81,13:20-13:30,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,41705.252984,8050.077360,0.000000,1139.130000,840.643750,0.000000,0.000000,0.000000,298.486250,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,41705.252942,4.1706252942e-05,9.09494701773e-13
2025-01-01,82,13:30-13:40,82,13:30-13:40,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,42518.361267,7729.056092,0.000000,1091.087533,828.930733,0.000000,0.000000,0.000000,262.156800,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,42518.361224,4.25193612243e-05,1.31876731757e-11
2025-01-01,83,13:40-13:50,83,13:40-13:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,43548.523478,7454.406149,0.000000,1089.978833,794.958733,0.000000,0.000000,0.000000,295.020100,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,43548.523434,4.35495234344e-05,9.09494701773e-13
2025-01-01,84,13:50-14:00,84,13:50-14:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,44738.636098,7237.142738,0.000000,1128.995000,746.437500,0.000000,0.000000,0.000000,382.557500,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,44738.636053,4.47396360535e-05,9.09494701773e-13
2025-01-01,85,14:00-14:10,85,14:00-14:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45459.278265,7078.198583,0.000000,1122.801950,701.565150,0.000000,0.000000,0.000000,421.236800,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45459.278220,4.54602782196e-05,9.09494701773e-13
2025-01-01,86,14:10-14:20,86,14:10-14:20,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45776.742482,6981.137574,0.000000,1103.896883,676.738600,0.000000,0.000000,0.000000,427.158283,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45776.742436,4.57777424362e-05,9.09494701773e-13
2025-01-01,87,14:20-14:30,87,14:20-14:30,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45972.300115,6951.715783,0.000000,1091.496667,655.737500,0.000000,0.000000,0.000000,435.759167,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45972.300069,4.59733000693e-05,9.09494701773e-13
2025-01-01,88,14:30-14:40,88,14:30-14:40,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,46104.470494,6951.715783,0.000000,1066.427117,608.020483,0.000000,0.000000,0.000000,458.406633,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,46104.470448,4.6105470448e-05,9.09494701773e-13
2025-01-01,89,14:40-14:50,89,14:40-14:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45450.014129,6951.715783,0.000000,1032.764233,571.836067,0.000000,0.000000,0.000000,460.928167,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45450.014084,4.54510140836e-05,9.09494701773e-13
2025-01-01,90,14:50-15:00,90,14:50-15:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,44491.209569,6951.715783,112.089867,1025.781667,554.556250,0.000000,0.000000,0.000000,359.135550,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,44491.209524,4.44922095241e-05,9.09494701773e-13
2025-01-01,91,15:00-15:10,91,15:00-15:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,44850.335427,6748.143556,266.732694,1076.596967,523.186250,0.000000,0.000000,0.000000,286.678023,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,44850.335382,4.48513353818e-05,9.09494701773e-13
2025-01-01,92,15:10-15:20,92,15:10-15:20,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45454.340734,6748.143556,197.523517,1103.814283,476.737550,0.000000,0.000000,0.000000,429.553217,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45454.340688,4.54553406881e-05,9.09494701773e-13
2025-01-01,93,15:20-15:30,93,15:20-15:30,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45438.810963,6748.143556,244.814033,1082.268333,417.500000,0.000000,0.000000,0.000000,419.954300,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45438.810918,4.54398109179e-05,9.09494701773e-13
2025-01-01,94,15:30-15:40,94,15:30-15:40,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45481.508769,6748.143556,295.534617,1062.508600,348.282500,0.000000,0.000000,0.000000,418.691483,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45481.508723,4.54825087235e-05,1.13686837722e-12
2025-01-01,95,15:40-15:50,95,15:40-15:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45545.362431,6748.143556,345.777500,1059.018833,293.692700,0.000000,0.000000,0.000000,419.548633,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45545.362385,4.5546362385e-05,9.09494701773e-13
2025-01-01,96,15:50-16:00,96,15:50-16:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45588.370965,6748.143556,394.931483,1067.375000,254.300000,0.000000,0.000000,0.000000,418.143517,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45588.370919,4.55893709191e-05,9.09494701773e-13
2025-01-01,97,16:00-16:10,97,16:00-16:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45643.399491,6748.143556,445.431650,1074.162000,208.200417,0.000000,0.000000,0.000000,420.529933,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45643.399445,4.5644399445e-05,9.09494701773e-13
2025-01-01,98,16:10-16:20,98,16:10-16:20,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45648.603809,6748.143556,495.696583,1066.576433,161.370317,0.000000,0.000000,0.000000,409.509533,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45648.603763,4.5649603763e-05,9.09494701773e-13
2025-01-01,99,16:20-16:30,99,16:20-16:30,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45591.307847,6748.143556,547.119050,1048.691667,117.768750,0.000000,0.000000,0.000000,383.803867,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45591.307802,4.55923078017e-05,9.09494701773e-13
2025-01-01,100,16:30-16:40,100,16:30-16:40,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45556.114380,6748.143556,599.985433,1039.485883,73.406383,0.000000,0.000000,0.000000,366.094067,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45556.114335,4.55571143345e-05,9.09494701773e-13
2025-01-01,101,16:40-16:50,101,16:40-16:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45665.487791,6748.143556,635.429750,1049.990617,30.147500,0.000000,0.000000,0.000000,384.413367,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45665.487745,4.56664877451e-05,9.09494701773e-13
2025-01-01,102,16:50-17:00,102,16:50-17:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45773.397496,6748.143556,660.830683,1064.843333,0.493750,0.000000,0.000000,0.000000,403.518900,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45773.397451,4.57743974505e-05,9.09494701773e-13
2025-01-01,103,17:00-17:10,103,17:00-17:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45570.368252,6748.143556,702.036933,1054.197217,0.000000,0.000000,0.000000,0.000000,352.160283,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45570.368206,4.55713682062e-05,9.09494701773e-13
2025-01-01,104,17:10-17:20,104,17:10-17:20,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45312.926935,6748.143556,738.065783,1028.245567,0.992967,0.000000,0.000000,0.000000,289.186817,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45312.926890,4.53139268897e-05,9.09494701773e-13
2025-01-01,105,17:20-17:30,105,17:20-17:30,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45166.898335,6748.143556,775.944717,1031.998333,0.000000,0.000000,0.000000,0.000000,256.053617,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45166.898290,4.51678982895e-05,9.09494701773e-13
2025-01-01,106,17:30-17:40,106,17:30-17:40,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,45130.810474,6748.143556,826.083250,1077.417783,0.000000,0.000000,0.000000,0.000000,251.334533,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,45130.810428,4.51318104284e-05,9.09494701773e-13
2025-01-01,107,17:40-17:50,107,17:40-17:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,44969.093419,6748.143556,762.422800,960.671817,0.000000,0.000000,0.000000,0.000000,198.249017,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,44969.093374,4.49700933743e-05,9.09494701773e-13
2025-01-01,108,17:50-18:00,108,17:50-18:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,44630.307625,6748.143556,636.982617,754.908333,0.000000,0.000000,0.000000,0.000000,117.925717,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,44630.307580,4.46313075804e-05,1.13686837722e-12
2025-01-01,109,18:00-18:10,109,18:00-18:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,44577.949614,6748.143557,532.078317,748.422133,0.000000,0.000000,0.000000,0.000000,216.343817,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,44577.949569,4.45789495695e-05,9.09494701773e-13
2025-01-01,110,18:10-18:20,110,18:10-18:20,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,43811.510816,6748.143557,678.830533,774.003433,0.000000,0.000000,0.000000,0.000000,95.172900,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,43811.510772,4.38125107721e-05,9.09494701773e-13
2025-01-01,111,18:20-18:30,111,18:20-18:30,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,43586.769727,6748.143557,686.268500,744.868333,0.000000,0.000000,0.000000,0.000000,58.599833,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,43586.769683,4.35877696835e-05,9.09494701773e-13
2025-01-01,112,18:30-18:40,112,18:30-18:40,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,43523.318556,6748.143557,696.504383,745.077500,0.000000,0.000000,0.000000,0.000000,48.573117,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,43523.318512,4.35243185124e-05,7.27595761418e-12
2025-01-01,113,18:40-18:50,113,18:40-18:50,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,43523.054328,6748.143557,0.000000,751.812600,0.000000,0.000000,0.000000,0.000000,751.812600,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,43523.054285,4.35240542847e-05,9.09494701773e-13
2025-01-01,114,18:50-19:00,114,18:50-19:00,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,38958.169779,6748.143558,0.000000,747.695000,0.000000,0.000000,0.000000,0.000000,747.695000,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,38958.169741,3.89591697405e-05,9.09494701773e-13
2025-01-01,115,19:00-19:10,115,19:00-19:10,当前时段用实测，未来时段用0:00预测,0.000000,3512.752116,34179.628835,6748.143560,0.000000,745.288217,0.000000,0.000000,745.288217,0.000000,0.000000,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,34179.628801,3.41806288007e-05,9.09494701773e-13
2025-01-01,116,19:10-19:20,116,19:10-19:20,当前时段用实测，未来时段用0:00预测,0.000000,2684.654098,34390.160505,6002.855343,0.000000,739.970583,0.000000,0.000000,0.000000,0.000000,739.970583,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,34390.160470,3.43911604703e-05,1.13686837722e-12
2025-01-01,117,19:20-19:30,117,19:20-19:30,当前时段用实测，未来时段用0:00预测,0.000000,2684.654098,29562.345654,6002.855345,0.000000,731.198333,0.000000,0.000000,0.000000,0.000000,731.198333,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,29562.345624,2.95633456241e-05,1.81898940355e-12
2025-01-01,118,19:30-19:40,118,19:30-19:40,当前时段用实测，未来时段用0:00预测,0.000000,2684.654098,24723.559458,6002.855346,0.000000,724.662750,0.000000,0.000000,0.000000,0.000000,724.662750,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,24723.559433,2.47245594334e-05,4.29878355135e-13
2025-01-01,119,19:40-19:50,119,19:40-19:50,当前时段用实测，未来时段用0:00预测,0.000000,2684.654098,19870.132158,6002.855348,0.000000,716.772417,0.000000,0.000000,0.000000,0.000000,716.772417,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,19870.132138,1.98711321383e-05,9.09494701773e-13
2025-01-01,120,19:50-20:00,120,19:50-20:00,当前时段用实测，未来时段用0:00预测,0.000000,2684.654098,15094.758564,6002.855350,0.000000,719.331667,0.000000,0.000000,0.000000,0.000000,719.331667,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,15094.758549,1.50957585487e-05,4.54747350886e-13
2025-01-01,121,20:00-20:10,121,20:00-20:10,当前时段用实测，未来时段用0:00预测,0.000000,2684.654098,10472.142736,6002.855351,0.000000,747.212400,0.000000,0.000000,620.535653,0.000000,126.676747,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,10472.142725,1.04731427252e-05,9.09494701773e-13
2025-01-01,122,20:10-20:20,122,20:10-20:20,当前时段用实测，未来时段用0:00预测,0.000000,1995.170039,9906.585856,5382.319698,0.000000,758.617667,0.000000,0.000000,0.000000,0.000000,758.617667,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,9906.585846,9.90758584604e-06,7.84048935998e-08
2025-01-01,123,20:20-20:30,123,20:20-20:30,当前时段用实测，未来时段用0:00预测,0.000000,1995.170039,5058.150178,5382.319700,0.000000,749.966667,0.000000,0.000000,0.000001,0.000000,749.966666,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,5058.150173,5.05915017288e-06,2.27373675443e-13
2025-01-01,124,20:30-20:40,124,20:30-20:40,当前时段用实测，未来时段用0:00预测,0.000000,1995.170038,280.406477,5382.319701,0.000000,755.848917,0.000000,0.000000,715.653034,0.000000,40.195883,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,280.406477,1e-06,2.52637417159e-13
2025-01-01,125,20:40-20:50,125,20:40-20:50,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,238.103897,4666.666668,715.868917,754.819333,0.000000,0.000000,0.000000,0.000000,38.950417,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,238.103897,1e-06,7.75550461185e-07
2025-01-01,126,20:50-21:00,126,20:50-21:00,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,141.130402,4666.666667,717.005117,747.251667,0.000000,0.000000,0.000000,0.000000,30.246550,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,141.130402,1e-06,2.52637417159e-13
2025-01-01,127,21:00-21:10,127,21:00-21:10,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,171.739155,4666.666667,720.160300,758.038367,0.000000,0.000000,0.000000,0.000000,37.878067,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,171.739154,1e-06,8.87063038135e-07
2025-01-01,128,21:10-21:20,128,21:10-21:20,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,229.085731,4666.666667,717.054867,765.947350,0.000000,0.000000,0.000000,0.000000,48.892483,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,229.085731,1e-06,2.52637417159e-13
2025-01-01,129,21:20-21:30,129,21:20-21:30,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,232.888248,4666.666667,720.445967,770.150000,0.000000,0.000000,0.000000,0.000000,49.704033,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,232.888248,1e-06,5.00439196255e-13
2025-01-01,130,21:30-21:40,130,21:30-21:40,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,185.004338,4666.666667,738.134717,775.619133,0.000000,0.000000,0.000000,0.000000,37.484417,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,185.004338,1e-06,2.52637417159e-13
2025-01-01,131,21:40-21:50,131,21:40-21:50,当前时段用实测，未来时段用0:00预测,0.000000,1200.000000,65.879547,4666.666666,671.693567,688.664083,0.000000,0.000000,0.000000,0.000000,16.970517,0.000000,0.000000,5400.000000,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0,65.879546,1e-06,4.72032184007e-07
