日期,阶段,内部时段,内部真实区间,模板显示区间,生效购电版本,实时截断边界,近端10分钟块数,远端30分钟块数,光伏预报批次,参数版本,电价,光伏预报特征电量,净负荷诊断0.8分位数,实际净负荷电量,实际负载电量,实际光伏电量,0点初始计划,最终有效购电,增购差额,减购差额,实际充电量,实际放电量,紧急购电量,弃光量,未利用有效购电量,时段初储电量,时段末储电量,初始计划费,增购费,减购退费,减购违约费,紧急购电费,时段实际总费
2025-02-05,正式期,84,13:50-14:00,14:00-14:10,12:00版本,18:00,6,7,12:00批次,短窗集中,0.975400,942.198188,297.254583,158.685833,1078.473333,919.787500,0.000000,0.000000,0.000000,0.000000,0.000000,158.685833,0.000000,0.000000,0.000000,10011.116393,9834.798801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,85,14:00-14:10,14:10-14:20,12:00版本,18:00,6,6,12:00批次,短窗集中,1.000200,907.667161,339.885700,183.751667,1054.668133,870.916467,0.000000,0.000000,0.000000,0.000000,0.000000,183.751667,0.000000,0.000000,0.000000,9834.798801,9630.630282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,86,14:10-14:20,14:20-14:30,12:00版本,18:00,6,6,12:00批次,短窗集中,0.997800,856.686550,383.125583,228.806883,1037.925950,809.119067,0.000000,0.000000,0.000000,0.000000,0.000000,228.806883,0.000000,0.000000,0.000000,9630.630282,9376.400412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,87,14:20-14:30,14:30-14:40,12:00版本,18:00,6,6,12:00批次,短窗集中,1.027100,805.705939,417.218750,292.084167,1040.271667,748.187500,0.000000,0.000000,0.000000,0.000000,0.000000,292.084167,0.000000,0.000000,0.000000,9376.400412,9051.862449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,88,14:30-14:40,14:40-14:50,12:00版本,18:00,6,5,12:00批次,短窗集中,1.090600,754.725328,430.487733,295.531000,1031.385333,735.854333,0.000000,0.000000,0.000000,0.000000,0.000000,295.531000,0.000000,0.000000,0.000000,9051.862449,8723.494671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,89,14:40-14:50,14:50-15:00,12:00版本,18:00,6,5,12:00批次,短窗集中,0.937600,703.744717,460.791867,321.282350,1016.036200,694.753850,0.000000,0.000000,0.000000,0.000000,0.000000,321.282350,0.000000,0.000000,0.000000,8723.494671,8366.514282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,90,14:50-15:00,15:00-15:10,12:00版本,18:00,6,5,12:00批次,短窗集中,0.669400,652.764106,504.354583,383.090417,1008.621667,625.531250,1294.157500,1294.157500,0.000000,0.000000,833.333333,0.000000,0.000000,77.733750,0.000000,8366.514282,9116.514282,866.309030,0.000000,0.000000,0.000000,0.000000,866.309030
2025-02-05,正式期,91,15:00-15:10,15:10-15:20,12:00版本,18:00,6,4,12:00批次,短窗集中,0.660000,606.172149,544.041950,410.768783,1017.904350,607.135567,1369.773483,1369.773483,0.000000,0.000000,833.333333,0.000000,0.000000,125.671367,0.000000,9116.514282,9866.514282,904.050499,0.000000,0.000000,0.000000,0.000000,904.050499
2025-02-05,正式期,92,15:10-15:20,15:20-15:30,12:00版本,18:00,6,4,12:00批次,短窗集中,0.721700,563.968846,581.006883,435.673633,1029.202217,593.528583,1394.598317,1394.598317,0.000000,0.000000,785.776671,0.000000,0.000000,173.148012,0.000000,9866.514282,10573.713287,1006.481605,0.000000,0.000000,0.000000,0.000000,1006.481605
2025-02-05,正式期,93,15:20-15:30,15:30-15:40,12:00版本,18:00,6,4,12:00批次,短窗集中,0.730800,521.765543,623.653333,479.633750,1028.140000,548.506250,918.536675,1305.844875,387.308200,0.000000,170.879587,0.000000,0.000000,548.506250,106.825288,10573.713287,10727.504915,671.266602,424.567249,0.000000,0.000000,0.000000,1095.833851
2025-02-05,正式期,94,15:30-15:40,15:40-15:50,12:00版本,18:00,6,3,12:00批次,短窗集中,0.753400,479.562240,677.580600,533.066683,1015.653050,482.586367,584.024617,584.024617,0.000000,0.000000,0.000000,0.000000,0.000000,50.957933,0.000000,10727.504915,10727.504915,440.004146,0.000000,0.000000,0.000000,0.000000,440.004146
2025-02-05,正式期,95,15:40-15:50,15:50-16:00,12:00版本,18:00,6,3,12:00批次,短窗集中,0.782300,437.358937,721.250300,603.605117,1026.571667,422.966550,629.506850,629.506850,0.000000,0.000000,0.000000,0.000000,0.000000,25.901733,0.000000,10727.504915,10727.504915,492.463209,0.000000,0.000000,0.000000,0.000000,492.463209
2025-02-05,正式期,96,15:50-16:00,16:00-16:10,12:00版本,18:00,6,3,12:00批次,短窗集中,0.805500,395.155635,750.899583,666.846667,1043.546667,376.700000,673.668333,673.668333,0.000000,0.000000,0.000000,0.000000,0.000000,6.821667,0.000000,10727.504915,10727.504915,542.639842,0.000000,0.000000,0.000000,0.000000,542.639842
2025-02-05,正式期,97,16:00-16:10,16:10-16:20,12:00版本,18:00,6,2,12:00批次,短窗集中,0.827100,348.955812,800.573150,688.440183,1017.905233,329.465050,733.783633,733.783633,0.000000,0.000000,0.000000,0.000000,0.000000,45.343450,0.000000,10727.504915,10727.504915,606.912443,0.000000,0.000000,0.000000,0.000000,606.912443
2025-02-05,正式期,98,16:10-16:20,16:20-16:30,12:00版本,18:00,6,2,12:00批次,短窗集中,0.851900,298.759471,862.280300,737.115150,1014.098333,276.983183,802.805233,802.805233,0.000000,0.000000,0.000000,0.000000,0.000000,65.690083,0.000000,10727.504915,10727.504915,683.909778,0.000000,0.000000,0.000000,0.000000,683.909778
2025-02-05,正式期,99,16:20-16:30,16:30-16:40,12:00版本,18:00,6,2,12:00批次,短窗集中,0.879100,248.563129,911.686250,815.225417,1036.256667,221.031250,843.832500,843.832500,0.000000,0.000000,0.000000,0.000000,0.000000,28.607083,0.000000,10727.504915,10727.504915,741.813151,0.000000,0.000000,0.000000,0.000000,741.813151
2025-02-05,正式期,100,16:30-16:40,16:40-16:50,12:00版本,18:00,6,1,12:00批次,短窗集中,0.902400,198.366787,941.698833,858.128917,1024.757417,166.628500,883.921383,883.921383,0.000000,0.000000,0.000000,0.000000,0.000000,25.792467,0.000000,10727.504915,10727.504915,797.650656,0.000000,0.000000,0.000000,0.000000,797.650656
2025-02-05,正式期,101,16:40-16:50,16:50-17:00,12:00版本,18:00,6,1,12:00批次,短窗集中,0.916300,148.170446,979.931400,901.222367,1019.538683,118.316317,916.956754,916.956754,0.000000,0.000000,0.000000,0.000000,0.000000,15.734388,0.000000,10727.504915,10727.504915,840.207474,0.000000,0.000000,0.000000,0.000000,840.207474
2025-02-05,正式期,102,16:50-17:00,17:00-17:10,12:00版本,18:00,6,1,12:00批次,短窗集中,0.926400,97.974104,1026.401250,956.438750,1029.695000,73.256250,963.018333,963.018333,0.000000,0.000000,0.000000,0.000000,0.000000,6.579583,0.000000,10727.504915,10727.504915,892.140184,0.000000,0.000000,0.000000,0.000000,892.140184
2025-02-05,正式期,103,17:00-17:10,17:10-17:20,12:00版本,18:00,6,0,12:00批次,短窗集中,0.946200,66.802939,1039.020300,992.809050,1020.599333,27.790283,1000.426433,1000.426433,0.000000,0.000000,0.000000,0.000000,0.000000,7.617383,0.000000,10727.504915,10727.504915,946.603491,0.000000,0.000000,0.000000,0.000000,946.603491
2025-02-05,正式期,104,17:10-17:20,17:20-17:30,12:00版本,18:00,5,0,12:00批次,短窗集中,0.974200,54.656950,1039.398183,1006.783667,1009.552717,2.769050,1025.372883,1025.372883,0.000000,0.000000,0.000000,0.000000,0.000000,2.769050,15.820167,10727.504915,10727.504915,998.918263,0.000000,0.000000,0.000000,0.000000,998.918263
2025-02-05,正式期,105,17:20-17:30,17:30-17:40,12:00版本,18:00,4,0,12:00批次,短窗集中,0.986200,42.510961,1051.548333,1026.433333,1026.433333,0.000000,1029.554450,1029.554450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.121116,10727.504915,10727.504915,1015.346598,0.000000,0.000000,0.000000,0.000000,1015.346598
2025-02-05,正式期,106,17:30-17:40,17:40-17:50,12:00版本,18:00,3,0,12:00批次,短窗集中,0.976000,30.364972,1080.302800,1055.622100,1055.622100,0.000000,1038.545800,1038.545800,0.000000,0.000000,0.000000,17.076300,0.000000,0.000000,0.000000,10727.504915,10708.531248,1013.620701,0.000000,0.000000,0.000000,0.000000,1013.620701
2025-02-05,正式期,107,17:40-17:50,17:50-18:00,12:00版本,18:00,2,0,12:00批次,短窗集中,1.074200,18.218983,951.095700,917.602817,917.602817,0.000000,923.155483,923.155483,0.000000,0.000000,5.552667,0.000000,0.000000,0.000000,0.000000,10708.531248,10713.528648,991.653620,0.000000,0.000000,0.000000,0.000000,991.653620
2025-02-05,正式期,108,17:50-18:00,18:00-18:10,12:00版本,18:00,1,0,12:00批次,短窗集中,1.231300,6.072994,743.896667,709.923333,709.923333,0.000000,733.638333,733.638333,0.000000,0.000000,2.864576,0.000000,0.000000,0.000000,20.850424,10713.528648,10716.106767,903.328880,0.000000,0.000000,0.000000,0.000000,903.328880
2025-02-05,正式期,109,18:00-18:10,18:10-18:20,18:00版本,24:00,6,10,18:00批次,短窗集中,1.256100,0.000000,717.055500,720.336883,720.336883,0.000000,685.406717,685.406717,0.000000,0.000000,0.000000,34.930167,0.000000,0.000000,0.000000,10716.106767,10677.295471,860.939377,0.000000,0.000000,0.000000,0.000000,860.939377
2025-02-05,正式期,110,18:10-18:20,18:20-18:30,18:00版本,24:00,6,10,18:00批次,短窗集中,1.244700,0.000000,745.873917,737.199717,737.199717,0.000000,702.891000,734.177900,31.286900,0.000000,0.000000,3.021817,0.000000,0.000000,0.000000,10677.295471,10673.937896,874.888428,58.414207,0.000000,0.000000,0.000000,933.302634
2025-02-05,正式期,111,18:20-18:30,18:30-18:40,18:00版本,24:00,6,10,18:00批次,短窗集中,1.254500,0.000000,753.501667,691.011667,691.011667,0.000000,725.315000,731.001667,5.686667,0.000000,12.908621,0.000000,0.000000,0.000000,27.081379,10673.937896,10685.555656,909.907668,10.700885,0.000000,0.000000,0.000000,920.608552
2025-02-05,正式期,112,18:30-18:40,18:40-18:50,18:00版本,24:00,6,9,18:00批次,短窗集中,1.252200,0.000000,753.041700,721.935483,721.935483,0.000000,713.854433,713.854433,0.000000,0.000000,0.000000,8.081050,0.000000,0.000000,0.000000,10685.555656,10676.576711,893.888521,0.000000,0.000000,0.000000,0.000000,893.888521
2025-02-05,正式期,113,18:40-18:50,18:50-19:00,18:00版本,24:00,6,9,18:00批次,短窗集中,1.288100,0.000000,737.466000,732.915667,732.915667,0.000000,74.692633,96.276731,21.584098,0.000000,0.000000,636.638936,0.000000,0.000000,0.000000,10676.576711,9969.200116,96.211581,41.703714,0.000000,0.000000,0.000000,137.915295
2025-02-05,正式期,114,18:50-19:00,19:00-19:10,18:00版本,24:00,6,9,18:00批次,短窗集中,1.346600,0.000000,730.801667,702.950000,702.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,702.950000,0.000000,0.000000,0.000000,9969.200116,9188.144561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,115,19:00-19:10,19:10-19:20,18:00版本,24:00,6,8,18:00批次,短窗集中,1.352300,0.000000,734.143017,716.287567,716.287567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,716.287567,0.000000,0.000000,0.000000,9188.144561,8392.269486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,116,19:10-19:20,19:20-19:30,18:00版本,24:00,6,8,18:00批次,短窗集中,1.344500,0.000000,741.249500,727.472850,727.472850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,727.472850,0.000000,0.000000,0.000000,8392.269486,7583.966320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,117,19:20-19:30,19:30-19:40,18:00版本,24:00,6,8,18:00批次,短窗集中,1.348300,0.000000,740.720000,716.508333,716.508333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,716.508333,0.000000,0.000000,0.000000,7583.966320,6787.845949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,118,19:30-19:40,19:40-19:50,18:00版本,24:00,6,7,18:00批次,短窗集中,1.349000,0.000000,746.090417,713.560650,713.560650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,713.560650,0.000000,0.000000,0.000000,6787.845949,5995.000783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,119,19:40-19:50,19:50-20:00,18:00版本,24:00,6,7,18:00批次,短窗集中,1.347300,0.000000,745.373850,712.408033,712.408033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712.408033,0.000000,0.000000,0.000000,5995.000783,5203.436301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,120,19:50-20:00,20:00-20:10,18:00版本,24:00,6,7,18:00批次,短窗集中,1.348200,0.000000,751.950000,710.095000,710.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,710.095000,0.000000,0.000000,0.000000,5203.436301,4414.441857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,121,20:00-20:10,20:10-20:20,18:00版本,24:00,6,6,18:00批次,短窗集中,1.351300,0.000000,737.451333,713.587017,713.587017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,713.587017,0.000000,0.000000,0.000000,4414.441857,3621.567394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,122,20:10-20:20,20:20-20:30,18:00版本,24:00,6,6,18:00批次,短窗集中,1.340000,0.000000,738.081267,717.442650,717.442650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,717.442650,0.000000,0.000000,0.000000,3621.567394,2824.408894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,123,20:20-20:30,20:30-20:40,18:00版本,24:00,6,6,18:00批次,短窗集中,1.348900,0.000000,747.221667,712.383333,712.383333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712.383333,0.000000,0.000000,0.000000,2824.408894,2032.871857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,124,20:30-20:40,20:40-20:50,18:00版本,24:00,6,5,18:00批次,短窗集中,1.395200,0.000000,741.700400,697.453933,697.453933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,697.453933,0.000000,0.000000,0.000000,2032.871857,1257.923042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-02-05,正式期,125,20:40-20:50,20:50-21:00,18:00版本,24:00,6,5,18:00批次,短窗集中,1.222600,0.000000,742.159667,705.099967,705.099967,0.000000,703.159333,703.159333,0.000000,0.000000,0.000000,1.940633,0.000000,0.000000,0.000000,1257.923042,1255.766783,859.682601,0.000000,0.000000,0.000000,0.000000,859.682601
2025-02-05,正式期,126,20:50-21:00,21:00-21:10,18:00版本,24:00,6,5,18:00批次,短窗集中,0.933200,0.000000,746.076667,724.643333,724.643333,0.000000,725.171667,725.171667,0.000000,0.000000,0.528333,0.000000,0.000000,0.000000,0.000000,1255.766783,1256.242283,676.730199,0.000000,0.000000,0.000000,0.000000,676.730199
2025-02-05,正式期,127,21:00-21:10,21:10-21:20,18:00版本,24:00,6,4,18:00批次,短窗集中,0.906800,0.000000,742.928167,714.378283,714.378283,0.000000,711.818733,728.764979,16.946245,0.000000,14.386695,0.000000,0.000000,0.000000,0.000000,1256.242283,1269.190309,645.477227,23.050283,0.000000,0.000000,0.000000,668.527511
2025-02-05,正式期,128,21:10-21:20,21:20-21:30,18:00版本,24:00,6,4,18:00批次,短窗集中,0.937100,0.000000,746.193333,712.602567,712.602567,0.000000,701.010100,701.010100,0.000000,0.000000,0.000000,11.592467,0.000000,0.000000,0.000000,1269.190309,1256.309790,656.916565,0.000000,0.000000,0.000000,0.000000,656.916565
2025-02-05,正式期,129,21:20-21:30,21:30-21:40,18:00版本,24:00,6,4,18:00批次,短窗集中,0.937100,0.000000,755.820000,737.073333,737.073333,0.000000,712.483333,712.483333,0.000000,0.000000,0.000000,24.590000,0.000000,0.000000,0.000000,1256.309790,1228.987568,667.668132,0.000000,0.000000,0.000000,0.000000,667.668132
2025-02-05,正式期,130,21:30-21:40,21:40-21:50,18:00版本,24:00,6,3,18:00批次,短窗集中,0.987100,0.000000,788.030983,749.339767,749.339767,0.000000,733.620633,733.620633,0.000000,0.000000,0.000000,15.719133,0.000000,0.000000,0.000000,1228.987568,1211.521864,724.156927,0.000000,0.000000,0.000000,0.000000,724.156927
2025-02-05,正式期,131,21:40-21:50,21:50-22:00,18:00版本,24:00,6,3,18:00批次,短窗集中,0.776400,0.000000,717.710617,658.040183,658.040183,0.000000,687.308283,687.308283,0.000000,0.000000,29.268100,0.000000,0.000000,0.000000,0.000000,1211.521864,1237.863154,533.626151,0.000000,0.000000,0.000000,0.000000,533.626151
2025-02-05,正式期,132,21:50-22:00,22:00-22:10,18:00版本,24:00,6,3,18:00批次,短窗集中,0.420900,0.000000,583.908333,529.491667,529.491667,0.000000,1380.555000,1380.555000,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,17.730000,1237.863154,1987.863154,581.075599,0.000000,0.000000,0.000000,0.000000,581.075599
2025-02-05,正式期,133,22:00-22:10,22:10-22:20,18:00版本,24:00,6,2,18:00批次,短窗集中,0.385900,0.000000,567.442483,531.531467,531.531467,0.000000,1393.528750,1350.852900,0.000000,42.675850,819.321433,0.000000,0.000000,0.000000,0.000000,1987.863154,2725.252444,537.762745,0.000000,16.468611,8.234305,0.000000,529.528439
2025-02-05,正式期,134,22:10-22:20,22:20-22:30,18:00版本,24:00,6,2,18:00批次,短窗集中,0.436800,0.000000,590.987517,561.168233,561.168233,0.000000,605.248267,605.248267,0.000000,0.000000,44.080033,0.000000,0.000000,0.000000,0.000000,2725.252444,2764.924474,264.372443,0.000000,0.000000,0.000000,0.000000,264.372443
2025-02-05,正式期,135,22:20-22:30,22:30-22:40,18:00版本,24:00,6,2,18:00批次,短窗集中,0.419800,0.000000,600.741667,557.530000,557.530000,0.000000,1392.943333,1392.943333,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,2.080000,2764.924474,3514.924474,584.757611,0.000000,0.000000,0.000000,0.000000,584.757611
2025-02-05,正式期,136,22:30-22:40,22:40-22:50,18:00版本,24:00,6,1,18:00批次,短窗集中,0.418600,0.000000,582.060350,559.917217,559.917217,0.000000,1405.489483,1405.489483,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,12.238933,3514.924474,4264.924474,588.337898,0.000000,0.000000,0.000000,0.000000,588.337898
2025-02-05,正式期,137,22:40-22:50,22:50-23:00,18:00版本,24:00,6,1,18:00批次,短窗集中,0.424100,0.000000,581.696833,562.059817,562.059817,0.000000,567.921283,567.921283,0.000000,0.000000,5.861467,0.000000,0.000000,0.000000,0.000000,4264.924474,4270.199794,240.855416,0.000000,0.000000,0.000000,0.000000,240.855416
2025-02-05,正式期,138,22:50-23:00,23:00-23:10,18:00版本,24:00,6,1,18:00批次,短窗集中,0.423700,0.000000,585.400000,557.308333,557.308333,0.000000,1375.953333,1375.953333,0.000000,0.000000,818.645000,0.000000,0.000000,0.000000,0.000000,4270.199794,5006.980294,582.991427,0.000000,0.000000,0.000000,0.000000,582.991427
2025-02-05,正式期,139,23:00-23:10,23:10-23:20,18:00版本,24:00,6,0,18:00批次,短窗集中,0.424800,0.000000,582.324633,551.163967,551.163967,0.000000,577.015733,577.015733,0.000000,0.000000,25.851767,0.000000,0.000000,0.000000,0.000000,5006.980294,5030.246884,245.116284,0.000000,0.000000,0.000000,0.000000,245.116284
2025-02-05,正式期,140,23:10-23:20,23:20-23:30,18:00版本,24:00,5,0,18:00批次,短窗集中,0.424000,0.000000,597.645050,548.762233,548.762233,0.000000,868.725890,868.725890,0.000000,0.000000,319.963657,0.000000,0.000000,0.000000,0.000000,5030.246884,5318.214176,368.339778,0.000000,0.000000,0.000000,0.000000,368.339778
2025-02-05,正式期,141,23:20-23:30,23:30-23:40,18:00版本,24:00,4,0,18:00批次,短窗集中,0.422000,0.000000,601.480000,554.891667,554.891667,0.000000,1348.950000,1348.950000,0.000000,0.000000,766.508919,0.000000,0.000000,0.000000,27.549414,5318.214176,6008.072203,569.256900,0.000000,0.000000,0.000000,0.000000,569.256900
2025-02-05,正式期,142,23:30-23:40,23:40-23:50,18:00版本,24:00,3,0,18:00批次,短窗集中,0.424000,0.000000,607.758683,567.941167,567.941167,0.000000,556.716450,556.716450,0.000000,0.000000,0.000000,11.224717,0.000000,0.000000,0.000000,6008.072203,5995.600295,236.047775,0.000000,0.000000,0.000000,0.000000,236.047775
2025-02-05,正式期,143,23:40-23:50,23:50-0:00+1,18:00版本,24:00,2,0,18:00批次,短窗集中,0.427100,0.000000,607.483650,563.161250,563.161250,0.000000,579.526700,579.526700,0.000000,0.000000,16.365450,0.000000,0.000000,0.000000,0.000000,5995.600295,6010.329200,247.515854,0.000000,0.000000,0.000000,0.000000,247.515854
2025-02-05,正式期,144,23:50-24:00,0:00-0:10+1,18:00版本,24:00,1,0,18:00批次,短窗集中,0.427600,0.000000,601.133333,554.965000,554.965000,0.000000,555.543160,555.543160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.578160,6010.329200,6010.329200,237.550255,0.000000,0.000000,0.000000,0.000000,237.550255
2025-02-06,正式期,1,00:00-00:10,0:10-0:20,00:00版本,06:00,6,10,00:00批次,短窗集中,0.424800,0.000000,606.220800,582.986817,582.986817,0.000000,1389.435867,1389.435867,0.000000,0.000000,806.449050,0.000000,0.000000,0.000000,0.000000,6010.329200,6736.133345,590.232356,0.000000,0.000000,0.000000,0.000000,590.232356
2025-02-06,正式期,2,00:10-00:20,0:20-0:30,00:00版本,06:00,6,10,00:00批次,短窗集中,0.424500,0.000000,621.049067,609.204250,609.204250,0.000000,1401.483267,1401.483267,0.000000,0.000000,792.279017,0.000000,0.000000,0.000000,0.000000,6736.133345,7449.184460,594.929647,0.000000,0.000000,0.000000,0.000000,594.929647
2025-02-06,正式期,3,00:20-00:30,0:30-0:40,00:00版本,06:00,6,10,00:00批次,短窗集中,0.426900,0.000000,616.445000,603.918333,603.918333,0.000000,1443.120000,1443.120000,0.000000,0.000000,833.333333,0.000000,0.000000,0.000000,5.868333,7449.184460,8199.184460,616.067928,0.000000,0.000000,0.000000,0.000000,616.067928
2025-02-06,正式期,4,00:30-00:40,0:40-0:50,00:00版本,06:00,6,9,00:00批次,短窗集中,0.427200,0.000000,618.213783,579.407317,579.407317,0.000000,1352.646144,1352.646144,0.000000,0.000000,773.238827,0.000000,0.000000,0.000000,0.000000,8199.184460,8895.099405,577.850433,0.000000,0.000000,0.000000,0.000000,577.850433
2025-02-06,正式期,5,00:40-00:50,0:50-1:00,00:00版本,06:00,6,9,00:00批次,短窗集中,0.427100,0.000000,627.709600,598.618267,598.618267,0.000000,1392.984117,1392.984117,0.000000,0.000000,794.365850,0.000000,0.000000,0.000000,0.000000,8895.099405,9610.028670,594.943516,0.000000,0.000000,0.000000,0.000000,594.943516
2025-02-06,正式期,6,00:50-01:00,1:00-1:10,00:00版本,06:00,6,9,00:00批次,短窗集中,0.428500,0.000000,637.476667,638.718333,638.718333,0.000000,596.971667,596.971667,0.000000,0.000000,0.000000,41.746667,0.000000,0.000000,0.000000,9610.028670,9563.643485,255.802359,0.000000,0.000000,0.000000,0.000000,255.802359
2025-02-06,正式期,7,01:00-01:10,1:10-1:20,00:00版本,06:00,6,8,00:00批次,短窗集中,0.431100,0.000000,646.242017,614.968833,614.968833,0.000000,626.433083,626.433083,0.000000,0.000000,11.464250,0.000000,0.000000,0.000000,0.000000,9563.643485,9573.961310,270.055302,0.000000,0.000000,0.000000,0.000000,270.055302
2025-02-06,正式期,8,01:10-01:20,1:20-1:30,00:00版本,06:00,6,8,00:00批次,短窗集中,0.430200,0.000000,644.992700,585.410900,585.410900,0.000000,615.207383,615.207383,0.000000,0.000000,29.796483,0.000000,0.000000,0.000000,0.000000,9573.961310,9600.778145,264.662216,0.000000,0.000000,0.000000,0.000000,264.662216
2025-02-06,正式期,9,01:20-01:30,1:30-1:40,00:00版本,06:00,6,8,00:00批次,短窗集中,0.427900,0.000000,645.681667,596.071667,596.071667,0.000000,592.480000,592.480000,0.000000,0.000000,0.000000,3.591667,0.000000,0.000000,0.000000,9600.778145,9596.787404,253.522192,0.000000,0.000000,0.000000,0.000000,253.522192
2025-02-06,正式期,10,01:30-01:40,1:40-1:50,00:00版本,06:00,6,7,00:00批次,短窗集中,0.431200,0.000000,648.773250,630.746033,630.746033,0.000000,622.075783,622.075783,0.000000,0.000000,0.000000,8.670250,0.000000,0.000000,0.000000,9596.787404,9587.153793,268.239078,0.000000,0.000000,0.000000,0.000000,268.239078
2025-02-06,正式期,11,01:40-01:50,1:50-2:00,00:00版本,06:00,6,7,00:00批次,短窗集中,0.433300,0.000000,647.789533,623.389400,623.389400,0.000000,632.097250,632.097250,0.000000,0.000000,8.707850,0.000000,0.000000,0.000000,0.000000,9587.153793,9594.990858,273.887738,0.000000,0.000000,0.000000,0.000000,273.887738
2025-02-06,正式期,12,01:50-02:00,2:00-2:10,00:00版本,06:00,6,7,00:00批次,短窗集中,0.431100,0.000000,659.406667,585.663333,585.663333,0.000000,613.961667,613.961667,0.000000,0.000000,28.298333,0.000000,0.000000,0.000000,0.000000,9594.990858,9620.459358,264.678874,0.000000,0.000000,0.000000,0.000000,264.678874
2025-02-06,正式期,13,02:00-02:10,2:10-2:20,00:00版本,06:00,6,6,00:00批次,短窗集中,0.429300,0.000000,661.426667,591.271700,591.271700,0.000000,613.206533,613.206533,0.000000,0.000000,21.934833,0.000000,0.000000,0.000000,0.000000,9620.459358,9640.200708,263.249565,0.000000,0.000000,0.000000,0.000000,263.249565
2025-02-06,正式期,14,02:10-02:20,2:20-2:30,00:00版本,06:00,6,6,00:00批次,短窗集中,0.432400,0.000000,664.737283,605.293850,605.293850,0.000000,642.932517,642.932517,0.000000,0.000000,37.638667,0.000000,0.000000,0.000000,0.000000,9640.200708,9674.075508,278.004020,0.000000,0.000000,0.000000,0.000000,278.004020
2025-02-06,正式期,15,02:20-02:30,2:30-2:40,00:00版本,06:00,6,6,00:00批次,短窗集中,0.436700,0.000000,674.128333,603.935000,603.935000,0.000000,663.771667,663.771667,0.000000,0.000000,59.836667,0.000000,0.000000,0.000000,0.000000,9674.075508,9727.928508,289.869087,0.000000,0.000000,0.000000,0.000000,289.869087
2025-02-06,正式期,16,02:30-02:40,2:40-2:50,00:00版本,06:00,6,5,00:00批次,短窗集中,0.434800,0.000000,669.324283,606.161200,606.161200,0.000000,634.623983,634.623983,0.000000,0.000000,28.462783,0.000000,0.000000,0.000000,0.000000,9727.928508,9753.545013,275.934508,0.000000,0.000000,0.000000,0.000000,275.934508
2025-02-06,正式期,17,02:40-02:50,2:50-3:00,00:00版本,06:00,6,5,00:00批次,短窗集中,0.433500,0.000000,673.349817,641.834000,641.834000,0.000000,637.284600,637.284600,0.000000,0.000000,0.000000,4.549400,0.000000,0.000000,0.000000,9753.545013,9748.490124,276.262874,0.000000,0.000000,0.000000,0.000000,276.262874
2025-02-06,正式期,18,02:50-03:00,3:00-3:10,00:00版本,06:00,6,5,00:00批次,短窗集中,0.435700,0.000000,692.278333,673.026667,673.026667,0.000000,645.016667,645.016667,0.000000,0.000000,0.000000,28.010000,0.000000,0.000000,0.000000,9748.490124,9717.367902,281.033762,0.000000,0.000000,0.000000,0.000000,281.033762
