日期,阶段,预测历史截止,调参历史截止,负载先验回退,光伏先验回退,电价先验回退,负载衰减天数,光伏衰减天数,价格水平权重,价格形态衰减天数,终端惩罚,求解路径,求解状态,MIP相对间隙,日内滚动求解次数,日初储电量,计划日末储电量,实际日末储电量,计划购电费（预测口径）,计划购电费（实际口径）,紧急购电费,实际总购电费,电价MAE,净负荷MAE,净负荷0.8分位数损失,净负荷覆盖率,紧急购电费占比,紧急购电量,未利用计划购电量,未利用计划购电对应费用（实际电价，已含在计划费用中）,实际弃光量,计划与实际充电量之差,计划与实际放电量之差,实际减计划日末储电量,计划与实际末态偏差恒等式残差
2025-03-04,正式期,2025-03-03,2025-03-03,否,否,否,7.0,3.0,1,7,1.3350972086424717,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5996.351685,6000.000000,5993.841611,54622.844228,55714.696810,1.739725,55716.436535,0.031531,73.714814,15.161595,0.923611,0.000031,0.883333,10461.598216,7278.476304,702.746433,3915.415350,3165.943883,-6.158389,-5.002220859751105e-12
2025-03-05,正式期,2025-03-04,2025-03-04,否,否,否,5.0,5.0,1,7,1.3463262583331268,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5993.841611,6000.000000,5979.759259,52692.362693,51940.313904,0.000000,51940.313904,0.027731,71.972912,15.296428,0.888889,0.000000,0.000000,9892.356589,6360.700259,804.307533,3932.811872,3167.360950,-20.240741,-7.275957614183426e-12
2025-03-06,正式期,2025-03-05,2025-03-05,否,否,否,3.0,5.0,1,7,1.333930453919188,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5979.759259,6000.000000,6000.000000,50733.093876,50785.015989,406.038682,51191.054670,0.031041,59.708997,12.679572,0.881944,0.007932,69.474417,8253.024091,5132.675352,799.021217,3887.401708,3148.795383,0.000000,-2.7284841053187847e-12
2025-03-07,正式期,2025-03-06,2025-03-06,否,否,否,7.0,5.0,1,7,1.0329800954762212,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,14393.065944,14311.633094,0.000000,14311.633094,0.058163,67.275081,14.128426,0.875000,0.000000,0.000000,1505.468583,688.608512,9933.756761,2456.261461,1989.571783,0.000000,-4.547473508864641e-13
2025-03-08,正式期,2025-03-07,2025-03-07,否,否,否,5.0,5.0,1,7,1.0492138067363996,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5994.475815,13829.098793,13959.023066,0.000000,13959.023066,0.057186,67.300887,14.403067,0.888889,0.000000,0.000000,1683.133962,740.793378,10417.289940,1741.863251,1405.937467,-5.524185,2.5011104298755527e-12
2025-03-09,正式期,2025-03-08,2025-03-08,否,否,否,3.0,3.0,1,7,1.4151983455775736,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5994.475815,6000.000000,6000.000000,49121.326572,47668.247238,363.953395,48032.200633,0.042858,58.057861,12.730801,0.868056,0.007577,54.817400,6664.778806,4202.441988,1703.672867,2581.748189,2091.216033,0.000000,3.183231456205249e-12
2025-03-10,正式期,2025-03-09,2025-03-09,否,否,否,3.0,3.0,1,7,1.4078389228565609,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5991.874074,48100.679807,48366.575431,326.956096,48693.531526,0.046015,40.571605,16.461902,0.604167,0.006715,111.422319,2192.693752,1592.233392,36.184066,1445.632102,1163.648669,-8.125926,9.094947017729282e-13
2025-03-11,正式期,2025-03-10,2025-03-10,否,否,否,3.0,5.0,1,7,1.3743862946657177,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5991.874074,6000.000000,6000.000000,48864.236274,48967.674238,323.543126,49291.217364,0.035812,59.208389,12.792334,0.875000,0.006564,82.814300,8054.989999,4900.857827,744.450817,3404.913333,2757.979800,0.000000,4.547473508864641e-13
2025-03-12,正式期,2025-03-11,2025-03-11,否,否,否,3.0,5.0,1,7,1.3593662266357656,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5993.153704,48167.433460,47669.963597,326.945398,47996.908996,0.033883,66.999853,14.870893,0.819444,0.006812,67.594580,7209.390286,4254.658407,2412.177317,3188.817836,2576.780780,-6.846296,-4.547473508864641e-13
2025-03-13,正式期,2025-03-12,2025-03-12,否,否,否,3.0,5.0,1,7,1.3517156544667364,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5993.153704,6000.000000,6000.000000,47713.010845,48534.409720,622.943029,49157.352748,0.042080,45.670135,15.793143,0.673611,0.012672,128.361536,3787.294677,2508.209347,0.184917,1468.391094,1189.396786,0.000000,2.0463630789890885e-12
2025-03-14,正式期,2025-03-13,2025-03-13,否,否,否,5.0,5.0,1,14,1.0322086661547794,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,12908.854597,12860.210083,24.198446,12884.408529,0.066287,74.517123,16.462781,0.812500,0.001878,6.227083,1386.054615,626.985525,11795.920087,703.905185,570.163200,0.000000,5.5706550483591855e-12
2025-03-15,正式期,2025-03-14,2025-03-14,否,否,否,5.0,5.0,1,7,1.0350654080611403,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5858.143121,12773.586070,13154.121964,640.616724,13794.738689,0.049959,43.454649,12.951196,0.666667,0.046439,219.184960,878.884000,546.972002,7591.629157,508.178273,283.953210,-141.856879,1.0800249583553523e-12
2025-03-16,正式期,2025-03-15,2025-03-15,否,否,否,3.0,5.0,1,7,1.3800951452928953,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5858.143121,6000.000000,5944.405481,47434.837316,47907.643751,300.215702,48207.859453,0.036907,59.509042,12.989244,0.861111,0.006228,57.077600,7965.918559,4404.792290,829.409628,3373.065370,2682.147883,-55.594519,9.094947017729282e-13
2025-03-17,正式期,2025-03-16,2025-03-16,否,否,否,5.0,5.0,1,14,1.3856698816466189,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5944.405481,6000.000000,6000.000000,48022.680194,46148.843776,13.717494,46162.561270,0.048950,92.169506,19.209693,0.909722,0.000297,5.616801,9981.137603,5352.032443,3866.388899,4957.269038,4015.387921,0.000000,-3.637978807091713e-12
2025-03-18,正式期,2025-03-17,2025-03-17,否,否,否,5.0,5.0,1,14,1.3635688719665686,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,47125.317178,46734.889946,0.000000,46734.889946,0.030782,70.075687,15.447815,0.861111,0.000000,0.000000,7928.350536,4802.864790,1978.595650,2651.223786,2147.491267,0.000000,4.547473508864641e-13
2025-03-19,正式期,2025-03-18,2025-03-18,否,否,否,5.0,5.0,1,14,1.344692843976486,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,45992.488110,45633.712672,0.000000,45633.712672,0.030808,73.045351,14.880122,0.937500,0.000000,0.000000,8294.692755,4861.389432,2557.121865,2438.889403,1975.500417,0.000000,5.002220859751105e-12
2025-03-20,正式期,2025-03-19,2025-03-19,否,否,否,5.0,3.0,1,14,1.379617044682759,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,44674.135351,43863.566102,657.876517,44521.442619,0.035412,35.718253,9.416960,0.743056,0.014777,149.953286,3822.815252,2237.242292,750.045367,1950.879819,1580.212653,0.000000,1.8189894035458565e-12
2025-03-21,正式期,2025-03-20,2025-03-20,否,否,否,7.0,3.0,1,14,1.0192397427920845,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,12567.328231,12646.531246,0.000000,12646.531246,0.071385,63.812122,13.728751,0.881944,0.000000,0.000000,1603.240727,774.296117,15246.423936,698.936914,566.138900,0.000000,9.094947017729282e-13
2025-03-22,正式期,2025-03-21,2025-03-21,否,否,否,7.0,3.0,1,14,1.0557845063403979,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5950.714556,12693.256924,12793.764849,0.000000,12793.764849,0.055752,36.382234,9.406797,0.868056,0.000000,0.000000,1300.300580,598.403979,11470.181227,1100.983724,847.439917,-49.285444,1.2505552149377763e-12
2025-03-23,正式期,2025-03-22,2025-03-22,否,否,否,5.0,3.0,1,14,1.3821976631683874,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5950.714556,6000.000000,6000.000000,43253.288939,42760.945379,247.660396,43008.605775,0.034749,52.870382,12.326590,0.840278,0.005758,82.313992,5142.989978,3285.805947,2044.423334,1752.478529,1419.507609,0.000000,4.547473508864641e-13
2025-03-24,正式期,2025-03-23,2025-03-23,否,否,否,5.0,3.0,1,14,1.3324947003297742,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5983.659259,41663.588563,42647.299162,47.650490,42694.949652,0.030732,54.334050,12.299178,0.861111,0.001116,16.146431,4925.040641,2855.565090,2575.971417,1755.749791,1407.450664,-16.340741,9.094947017729282e-13
2025-03-25,正式期,2025-03-24,2025-03-24,否,否,否,5.0,3.0,1,14,1.3611699178422227,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5983.659259,6000.000000,6000.000000,42252.996280,42390.182091,243.789422,42633.971513,0.029280,42.120797,13.147160,0.715278,0.005718,100.220247,2709.550280,1728.596991,1365.034067,926.367280,750.357497,0.000000,-1.7053025658242404e-12
2025-03-26,正式期,2025-03-25,2025-03-25,否,否,否,7.0,3.0,1,14,1.3507109600852525,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,42256.777137,41846.043099,66.528215,41912.571314,0.033169,69.495829,14.722270,0.909722,0.001587,21.547600,7023.681652,3699.826466,3060.863050,2372.040185,1921.352550,0.000000,1.8189894035458565e-12
2025-03-27,正式期,2025-03-26,2025-03-26,否,否,否,7.0,3.0,1,14,1.3600251492982665,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,42174.338092,41622.926900,514.420099,42137.346999,0.030913,49.073988,12.377303,0.756944,0.012208,156.137663,5392.375086,2864.537129,995.277983,2078.231086,1683.367180,0.000000,4.774847184307873e-12
2025-03-28,正式期,2025-03-27,2025-03-27,否,否,否,7.0,3.0,1,14,0.9931550818428813,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11505.308049,12028.528675,0.000000,12028.528675,0.070443,56.372909,13.223838,0.798611,0.000000,0.000000,1313.132142,576.820048,15325.176567,384.317243,311.296967,0.000000,-5.229594535194337e-12
2025-03-29,正式期,2025-03-28,2025-03-28,否,否,否,10.0,3.0,1,14,1.0358314288034756,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11992.656971,12335.145182,67.240206,12402.385388,0.071012,73.070880,15.345015,0.861111,0.005422,27.914250,801.831153,390.305960,19398.575483,1169.432119,947.240017,0.000000,5.002220859751105e-12
2025-03-30,正式期,2025-03-29,2025-03-29,否,否,否,7.0,3.0,1,14,1.37079229797342,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5990.266667,40065.265885,39315.597917,691.500422,40007.098339,0.032775,51.130317,11.826947,0.833333,0.017284,200.982430,4865.252519,2791.768603,2301.655892,1909.601478,1538.017197,-9.733333,-4.547473508864641e-13
2025-03-31,正式期,2025-03-30,2025-03-30,否,否,否,7.0,3.0,1,14,1.3668300884914084,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5990.266667,6000.000000,6000.000000,39775.421906,39626.535782,2207.856260,41834.392041,0.038033,47.938338,14.590545,0.784722,0.052776,477.798867,3735.111292,1791.765468,1897.459733,3437.013992,2783.981333,0.000000,4.547473508864641e-13
2025-04-01,正式期,2025-03-31,2025-03-31,否,否,否,7.0,3.0,1,14,1.3723992473008464,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,40173.151309,40943.216661,1416.199242,42359.415903,0.046205,48.797519,20.481867,0.701389,0.033433,358.052013,2193.365647,1223.631240,561.017983,2716.964480,2200.741229,0.000000,-6.821210263296962e-12
2025-04-02,正式期,2025-04-01,2025-04-01,否,否,否,7.0,3.0,1,14,1.3424970391137794,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,40592.751504,41626.786327,4206.771914,45833.558241,0.039157,51.933741,17.258074,0.729167,0.091784,824.068206,4460.987448,2851.039115,683.891867,739.941365,599.352506,0.000000,-2.5011104298755527e-12
2025-04-03,正式期,2025-04-02,2025-04-02,否,否,否,7.0,5.0,1,14,1.3572383358697966,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,41881.602936,42241.992209,0.000000,42241.992209,0.031141,68.206115,14.806010,0.854167,0.000000,0.000000,6859.475538,3628.042631,2869.689833,2455.697654,1989.115100,0.000000,4.547473508864641e-13
2025-04-04,正式期,2025-04-03,2025-04-03,否,否,否,10.0,5.0,1,14,1.0195593973151365,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11661.672455,11931.610129,0.000000,11931.610129,0.067764,87.744318,18.242629,0.888889,0.000000,0.000000,1735.101556,765.601787,19441.368933,1184.332222,959.309100,0.000000,-9.094947017729282e-13
2025-04-05,正式期,2025-04-04,2025-04-04,否,否,否,10.0,5.0,1,14,1.0132603355091063,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11379.489844,12087.924000,0.000000,12087.924000,0.057241,50.260844,13.050415,0.756944,0.000000,0.000000,962.084536,450.736487,14433.265424,1286.497243,1042.062767,0.000000,0.0
2025-04-06,正式期,2025-04-05,2025-04-05,否,否,否,7.0,5.0,1,14,1.365694015598997,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,40029.564707,40840.719014,24.159504,40864.878518,0.029764,65.904153,13.716848,0.930556,0.000591,9.463182,6258.982294,3534.454202,3424.581750,2322.058394,1880.867299,0.000000,-1.8189894035458565e-12
2025-04-07,正式期,2025-04-06,2025-04-06,否,否,否,7.0,5.0,1,14,1.377169730103521,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5992.183333,39831.064059,39977.580428,0.000000,39977.580428,0.032764,65.995562,13.915258,0.875000,0.000000,0.000000,6051.991417,3458.613663,3705.722383,3110.883333,2512.780500,-7.816667,4.092726157978177e-12
2025-04-08,正式期,2025-04-07,2025-04-07,否,否,否,7.0,5.0,1,14,1.397782328144887,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5992.183333,6000.000000,5986.595630,40251.825661,39300.824023,112.754032,39413.578055,0.032848,55.990465,11.986961,0.875000,0.002861,19.392006,5299.980041,2618.805271,2679.849317,1391.596674,1115.129373,-13.404370,3.183231456205249e-12
2025-04-09,正式期,2025-04-08,2025-04-08,否,否,否,7.0,5.0,1,14,1.3962096462359186,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5986.595630,6000.000000,6000.000000,39692.171808,39486.382883,1622.170198,41108.553081,0.041874,32.178296,11.821499,0.701389,0.039461,353.689533,2436.107209,1373.632398,233.210550,1406.088292,1138.931517,0.000000,2.0463630789890885e-12
2025-04-10,正式期,2025-04-09,2025-04-09,否,否,否,10.0,5.0,1,21,1.3657743657339203,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,39823.550896,39674.192398,682.376553,40356.568952,0.033601,62.376607,14.405077,0.826389,0.016909,185.800378,6454.360455,3243.006491,2103.204300,1662.188038,1346.372311,0.000000,1.1368683772161603e-12
2025-04-11,正式期,2025-04-10,2025-04-10,否,否,否,10.0,5.0,1,21,0.9976609749295664,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,10999.586818,11659.298936,0.000000,11659.298936,0.076670,86.740715,18.672546,0.840278,0.000000,0.000000,1341.628259,570.165663,20239.300026,963.810802,780.686750,0.000000,-3.296918293926865e-12
2025-04-12,正式期,2025-04-11,2025-04-11,否,否,否,10.0,5.0,1,14,1.0423610391720923,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11533.050428,11837.066654,10.048320,11847.114974,0.054186,55.226808,12.795570,0.875000,0.000848,7.778824,1387.214367,703.837266,16806.568688,1966.813939,1593.119290,0.000000,2.9558577807620168e-12
2025-04-13,正式期,2025-04-12,2025-04-12,否,否,否,10.0,5.0,1,14,1.3797336927997859,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,38769.670623,39291.982214,44.636146,39336.618360,0.041301,49.979632,10.559096,0.916667,0.001135,9.383717,5023.484763,2786.584118,2270.391795,1882.878642,1525.131700,0.000000,8.640199666842818e-12
2025-04-14,正式期,2025-04-13,2025-04-13,否,否,否,10.0,5.0,1,21,1.3551662465842211,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,38052.618682,38223.135753,105.603306,38328.739059,0.029872,58.615997,12.661387,0.902778,0.002755,45.067651,5625.773314,3294.315184,2832.622161,2226.076091,1803.121634,0.000000,0.0
2025-04-15,正式期,2025-04-14,2025-04-14,否,否,否,10.0,5.0,1,21,1.3534307469776714,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,37751.939053,37516.866448,0.000000,37516.866448,0.037046,70.368249,14.588806,0.923611,0.000000,0.000000,6329.422679,3201.229178,4138.879840,3066.049835,2483.500367,0.000000,1.3642420526593924e-12
2025-04-16,正式期,2025-04-15,2025-04-15,否,否,否,10.0,5.0,1,21,1.3779264348172806,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5977.082630,38185.644722,38200.459270,242.374746,38442.834016,0.037416,35.880174,10.093445,0.812500,0.006305,100.004463,3375.592170,2096.892748,873.880150,1907.652670,1524.573029,-22.917370,-4.092726157978177e-12
2025-04-17,正式期,2025-04-16,2025-04-16,否,否,否,10.0,5.0,1,21,1.362781987656966,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5977.082630,6000.000000,6000.000000,37843.941064,37688.892836,0.000000,37688.892836,0.030009,50.694100,10.960066,0.909722,0.000000,0.000000,5270.394614,2759.734123,1994.085482,1888.039630,1529.312100,0.000000,-1.5916157281026244e-12
2025-04-18,正式期,2025-04-17,2025-04-17,否,否,否,10.0,5.0,1,21,0.990153344771547,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,10718.955870,11286.083090,0.000000,11286.083090,0.059566,58.088948,12.896560,0.861111,0.000000,0.000000,2222.668673,891.267881,17937.795648,1455.365638,1178.846167,0.000000,3.410605131648481e-12
2025-04-19,正式期,2025-04-18,2025-04-18,否,否,否,14.0,5.0,1,21,1.0202560202957,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5978.107093,10809.178676,11119.172187,0.000000,11119.172187,0.063936,51.138027,11.628448,0.875000,0.000000,0.000000,1680.501192,700.463514,17769.739133,1329.425658,1057.131167,-21.892907,-7.275957614183426e-12
2025-04-20,正式期,2025-04-19,2025-04-19,否,否,否,14.0,5.0,1,21,1.3782667050695503,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5978.107093,6000.000000,5978.451852,37270.492190,37267.947640,0.000000,37267.947640,0.033805,50.832434,11.035593,0.902778,0.000000,0.000000,5204.506904,2853.415236,2044.174772,1718.887942,1372.905900,-21.548148,0.0
2025-04-21,正式期,2025-04-20,2025-04-20,否,否,否,14.0,5.0,1,21,1.358139384597716,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5978.451852,6000.000000,6000.000000,36619.107534,36463.482045,242.767928,36706.249973,0.030680,72.756628,15.621528,0.840278,0.006614,104.367569,5925.859071,3224.269859,4725.267967,3071.063171,2487.561169,0.000000,2.2737367544323206e-12
2025-04-22,正式期,2025-04-21,2025-04-21,否,否,否,14.0,5.0,1,21,1.3408570921961094,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5963.396296,36089.661336,36996.837045,230.269553,37227.106598,0.032514,48.441916,11.583054,0.833333,0.006186,57.761950,4191.103177,2508.122427,2420.778338,2394.644815,1906.718967,-36.603704,2.7284841053187847e-12
2025-04-23,正式期,2025-04-22,2025-04-22,否,否,否,14.0,5.0,1,21,1.3820234091236505,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5963.396296,6000.000000,6000.000000,37182.832201,37243.624945,105.950440,37349.575384,0.037769,51.378835,11.675434,0.840278,0.002837,43.833767,4505.899872,2741.241577,2783.415406,2730.364444,2211.595200,0.000000,4.092726157978177e-12
2025-04-24,正式期,2025-04-23,2025-04-23,否,否,否,14.0,5.0,1,21,1.357324824886333,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,36245.452357,36426.568987,0.000000,36426.568987,0.035463,75.430701,15.489874,0.916667,0.000000,0.000000,6016.427747,3278.728216,5139.283112,2565.693992,2078.212133,0.000000,1.3642420526593924e-12
2025-04-25,正式期,2025-04-24,2025-04-24,否,否,否,14.0,3.0,1,21,1.0158933601643154,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,10207.657756,10484.013354,0.000000,10484.013354,0.069403,62.060879,13.370229,0.881944,0.000000,0.000000,1330.991533,553.005889,21808.638498,1101.985514,892.608267,0.000000,-2.2737367544323206e-13
2025-04-26,正式期,2025-04-25,2025-04-25,否,否,否,21.0,3.0,1,21,1.0212094821728155,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,10133.422740,10866.608080,116.449119,10983.057199,0.078059,68.867812,14.939183,0.826389,0.010603,38.226767,653.515987,269.584645,24332.370427,1372.857531,1112.014600,0.000000,1.5916157281026244e-12
2025-04-27,正式期,2025-04-26,2025-04-26,否,否,否,14.0,3.0,1,14,1.3952041986845367,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5978.735185,34746.874616,34264.060131,552.421015,34816.481146,0.036477,47.745458,10.969299,0.847222,0.015867,117.918667,4508.577568,1754.310820,1967.542882,765.353333,600.797867,-21.264815,8.29913915367797e-12
2025-04-28,正式期,2025-04-27,2025-04-27,否,否,否,14.0,3.0,1,21,1.353168324912078,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5978.735185,6000.000000,6000.000000,33885.806760,35043.984786,16168.043028,51212.027813,0.051450,53.709426,31.851417,0.569444,0.315708,2737.328744,898.912042,357.520457,42.188150,3169.417357,2567.228059,0.000000,5.9117155615240335e-12
2025-04-29,正式期,2025-04-28,2025-04-28,否,否,否,14.0,5.0,1,21,1.3812258053307094,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,36683.835962,35989.236292,755.437289,36744.673581,0.038065,80.217954,16.987615,0.895833,0.020559,185.122717,5922.585255,2839.416526,6065.840650,3710.786605,3005.737150,0.000000,-1.3642420526593924e-12
2025-04-30,正式期,2025-04-29,2025-04-29,否,否,否,14.0,5.0,1,21,1.3746784154475757,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5917.545685,36033.831753,35649.126556,31.093069,35680.219625,0.042883,68.501301,15.334723,0.833333,0.000871,14.894883,5678.947435,3452.242293,4041.360033,2902.939918,2277.172450,-82.454315,4.092726157978177e-12
2025-05-01,正式期,2025-04-30,2025-04-30,否,否,否,14.0,5.0,1,21,1.3515106953619753,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5917.545685,6000.000000,5598.210605,35075.242758,36626.351909,9263.004307,45889.356216,0.038073,71.560941,24.342429,0.597222,0.201855,1530.678100,4324.836536,2091.849021,3222.099022,865.196242,339.198500,-401.789395,2.8990143619012088e-12
2025-05-02,正式期,2025-05-01,2025-05-01,否,否,否,21.0,5.0,1,21,0.992234915105432,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5598.210605,6000.000000,5665.951565,10138.777211,11376.812009,7444.226001,18821.038010,0.062268,39.542395,27.141166,0.333333,0.395527,1694.482217,202.340070,64.954293,12553.019726,370.114845,-0.850567,-334.048435,1.882161093647028e-12
2025-05-03,正式期,2025-05-02,2025-05-02,否,否,否,21.0,7.0,1,21,0.9929877357752617,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5665.951565,6000.000000,5862.134636,10572.471056,11881.811752,4369.182143,16250.993895,0.059712,54.232754,17.314933,0.673611,0.268856,953.846450,512.938860,267.339275,17612.837391,795.625301,520.377667,-137.865364,-2.0463630789890885e-12
2025-05-04,正式期,2025-05-03,2025-05-03,否,否,否,14.0,7.0,0.6-0.3-0.1,21,1.3717536661460148,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5862.134636,6000.000000,5624.318677,36318.578714,37939.651947,6377.566843,44317.218790,0.037049,71.645572,22.311054,0.659722,0.143907,1071.561500,4495.375591,2568.825227,4064.651883,3498.534474,2495.699733,-375.681323,4.547473508864641e-12
2025-05-05,正式期,2025-05-04,2025-05-04,否,否,否,5.0,7.0,0.6-0.3-0.1,21,1.3960893721633727,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5624.318677,6000.000000,6000.000000,38981.065138,39350.335690,1121.746685,40472.082375,0.033367,48.601345,14.506834,0.694444,0.027717,258.842817,4444.680230,2495.727040,521.109100,31.072613,25.168817,0.000000,3.133493464702042e-12
