日期,L0 因果实际总购电费（元）,L1 完美日预测总购电费（元）,L2 全知全局购电费（元）,L0 实际日末储电量（kWh）,L1 日末储电量（kWh）,L2 日末储电量（kWh）,L0 紧急购电量（kWh）,L1 紧急购电量（kWh）,L0 累计购电费（元）,L1 累计购电费（元）,L2 累计购电费（元）
2025-08-05,52694.392119,43497.488295,43489.138295,6000.000000,6000.000000,8550.000000,4.311050,0.000000,7583085.668121,6515378.144051,6506134.279880
2025-08-06,53384.741897,45636.754165,45345.204165,5947.821833,6000.000000,7950.000000,250.119000,0.000000,7636470.410018,6561014.898217,6551479.484045
2025-08-07,51523.499196,42954.300159,40552.335575,6000.000000,6000.000000,2845.993204,26.024183,0.000000,7687993.909214,6603969.198375,6592031.819621
2025-08-08,25399.478897,22370.896782,22125.116065,6000.000000,6000.000000,2779.366204,13.943067,0.000000,7713393.388111,6626340.095157,6614156.935686
2025-08-09,25076.411692,22589.517544,25081.845390,6000.000000,6000.000000,8550.000000,0.000000,0.000000,7738469.799803,6648929.612701,6639238.781076
2025-08-10,49821.963956,43813.920569,43723.688383,6000.000000,6000.000000,8376.520793,2.470100,0.000000,7788291.763759,6692743.533270,6682962.469460
2025-08-11,49317.642824,43517.484530,43591.614255,6000.000000,6000.000000,8550.000000,65.727833,0.000000,7837609.406583,6736261.017800,6726554.083715
2025-08-12,50079.559512,45495.028918,45486.678918,6000.000000,6000.000000,8550.000000,307.101117,0.000000,7887688.966095,6781756.046718,6772040.762633
2025-08-13,50150.069241,43983.011123,43974.661123,6000.000000,6000.000000,8550.000000,106.950624,0.000000,7937839.035336,6825739.057841,6816015.423756
2025-08-14,49991.847455,44487.638653,41868.791818,6000.000000,6000.000000,2996.112074,50.862133,0.000000,7987830.882791,6870226.696494,6857884.215574
2025-08-15,24948.941845,22598.033443,22261.771693,6000.000000,6000.000000,2711.688574,0.000000,0.000000,8012779.824636,6892824.729937,6880145.987268
2025-08-16,24957.858753,22697.057229,24933.076251,6000.000000,6000.000000,7950.000000,35.916317,0.000000,8037737.683389,6915521.787166,6905079.063518
2025-08-17,49155.241927,43032.471316,43310.806734,5967.910222,6000.000000,8550.000000,125.712733,0.000000,8086892.925316,6958554.258482,6948389.870253
2025-08-18,48591.673766,43607.062001,43315.512001,6000.000000,6000.000000,7950.000000,141.229683,0.000000,8135484.599082,7002161.320483,6991705.382254
2025-08-19,49003.717291,43502.367367,43779.470251,6000.000000,6000.000000,8550.000000,182.081917,0.000000,8184488.316373,7045663.687851,7035484.852505
2025-08-20,54463.554721,46850.840508,46842.490508,5990.835185,6000.000000,8550.000000,1310.029067,0.000000,8238951.871094,7092514.528359,7082327.343013
2025-08-21,49801.837530,44030.206307,41318.389813,6000.000000,6000.000000,2796.796463,75.835033,0.000000,8288753.708624,7136544.734666,7123645.732826
2025-08-22,25733.064679,23548.561841,23305.992387,6000.000000,6000.000000,2744.058352,189.032533,0.000000,8314486.773303,7160093.296507,7146951.725212
2025-08-23,25197.378276,22982.945702,25206.162449,6000.000000,6000.000000,7950.000000,12.040000,0.000000,8339684.151579,7183076.242209,7172157.887661
2025-08-24,49783.075725,43846.633660,44124.034009,6000.000000,6000.000000,8550.000000,51.758867,0.000000,8389467.227304,7226922.875869,7216281.921670
2025-08-25,54376.224647,47191.771512,47183.421512,6000.000000,6000.000000,8550.000000,1090.632967,0.000000,8443843.451951,7274114.647381,7263465.343182
2025-08-26,50253.050961,44341.072402,44332.722402,6000.000000,6000.000000,8550.000000,98.034533,0.000000,8494096.502912,7318455.719783,7307798.065584
2025-08-27,50021.269640,45827.261025,45818.911025,6000.000000,6000.000000,8550.000000,47.862550,0.000000,8544117.772552,7364282.980807,7353616.976609
2025-08-28,50846.287644,46943.588599,44749.400761,6000.000000,6000.000000,3905.336056,118.310917,0.000000,8594964.060196,7411226.569406,7398366.377370
2025-08-29,25993.834066,23317.249642,22603.309794,6000.000000,6000.000000,2673.660333,17.381250,0.000000,8620957.894262,7434543.819048,7420969.687164
2025-08-30,25599.103006,23390.413743,25924.742493,5997.377778,6000.000000,8550.000000,23.448650,0.000000,8646556.997268,7457934.232791,7446894.429658
2025-08-31,50606.318049,44986.980325,44695.430325,6000.000000,6000.000000,7950.000000,9.646467,0.000000,8697163.315317,7502921.213116,7491589.859983
2025-09-01,50399.625935,35447.508186,35725.005132,6000.000000,6000.000000,8550.000000,0.000000,0.000000,8747562.941252,7538368.721301,7527314.865114
2025-09-02,48987.957844,35862.442597,35570.892597,6000.000000,6000.000000,7950.000000,0.000000,0.000000,8796550.899096,7574231.163898,7562885.757711
2025-09-03,48565.340901,37092.264030,37086.819184,6000.000000,6000.000000,7950.000000,3.416483,0.000000,8845116.239997,7611323.427928,7599972.576896
2025-09-04,46039.666437,36640.881433,34343.878419,6000.000000,6000.000000,3072.284111,31.135933,0.000000,8891155.906434,7647964.309361,7634316.455315
2025-09-05,25960.242646,16408.365309,16325.722910,6000.000000,6000.000000,3321.530611,0.000000,0.000000,8917116.149080,7664372.674670,7650642.178224
2025-09-06,24969.991385,16544.207800,18821.827219,6000.000000,6000.000000,8550.000000,0.000000,0.000000,8942086.140465,7680916.882470,7669464.005444
2025-09-07,40546.998143,36275.073373,36266.723373,5963.015352,6000.000000,8550.000000,73.437440,0.000000,8982633.138608,7717191.955843,7705730.728816
2025-09-08,45895.560274,39068.200690,38776.650690,5930.670833,6000.000000,7950.000000,1420.901356,0.000000,9028528.698882,7756260.156533,7744507.379507
2025-09-09,41528.668863,36779.284201,37057.881726,6000.000000,6000.000000,8550.000000,319.921752,0.000000,9070057.367745,7793039.440734,7781565.261232
2025-09-10,47279.941933,40004.051208,39903.817012,6000.000000,6000.000000,8355.330093,1544.205139,0.000000,9117337.309678,7833043.491943,7821469.078244
2025-09-11,41550.535894,36573.924163,34414.030697,6000.000000,6000.000000,3780.759389,64.606683,0.000000,9158887.845572,7869617.416106,7855883.108941
2025-09-12,23170.891391,17121.248727,16914.629655,6000.000000,6000.000000,3655.649241,0.000000,0.000000,9182058.736963,7886738.664833,7872797.738596
2025-09-13,19727.628515,17194.793373,19340.302735,5880.898148,6000.000000,8550.000000,543.306317,0.000000,9201786.365478,7903933.458206,7892138.041331
2025-09-14,41384.167431,39410.738844,39402.388844,6000.000000,6000.000000,8550.000000,77.384950,0.000000,9243170.532909,7943344.197051,7931540.430175
2025-09-15,43238.302949,37480.147205,37471.797205,6000.000000,6000.000000,8550.000000,503.128044,0.000000,9286408.835858,7980824.344255,7969012.227380
2025-09-16,42648.244475,39248.041961,39239.691961,5907.758241,6000.000000,8550.000000,382.210476,0.000000,9329057.080333,8020072.386217,8008251.919341
2025-09-17,42491.633680,39396.628425,39388.278425,6000.000000,6000.000000,8550.000000,183.833483,0.000000,9371548.714013,8059469.014641,8047640.197766
2025-09-18,42453.180836,39138.223272,36953.404200,6000.000000,6000.000000,3925.369056,57.486200,0.000000,9414001.894849,8098607.237913,8084593.601966
2025-09-19,19320.527694,17448.406942,17474.740851,6000.000000,6000.000000,4276.081259,290.615783,0.000000,9433322.422543,8116055.644855,8102068.342818
2025-09-20,20474.745199,17543.159986,19442.795885,5720.111648,6000.000000,8550.000000,673.931648,0.000000,9453797.167742,8133598.804841,8121511.138703
2025-09-21,43858.333677,38604.573249,38596.223249,6000.000000,6000.000000,8550.000000,129.240583,0.000000,9497655.501419,8172203.378090,8160107.361951
2025-09-22,43726.710100,40018.565891,40010.215891,6000.000000,6000.000000,8550.000000,379.149107,0.000000,9541382.211519,8212221.943981,8200117.577843
2025-09-23,45389.193514,41320.335236,41311.985236,6000.000000,6000.000000,8550.000000,648.781000,0.000000,9586771.405033,8253542.279217,8241429.563079
2025-09-24,44624.154182,40245.969575,40237.619575,5911.925204,6000.000000,8550.000000,400.492086,0.000000,9631395.559215,8293788.248792,8281667.182653
2025-09-25,44074.155780,39999.431126,37955.062237,6000.000000,6000.000000,4225.623222,146.982991,0.000000,9675469.714995,8333787.679918,8319622.244890
2025-09-26,19072.921850,17117.037499,17141.629354,6000.000000,6000.000000,4525.890296,0.000000,0.000000,9694542.636845,8350904.717418,8336763.874244
2025-09-27,20497.749612,18506.524085,20306.854886,5906.428500,6000.000000,8550.000000,434.368946,0.000000,9715040.386457,8369411.241502,8357070.729130
2025-09-28,44951.151798,41599.300138,41590.950138,5971.500556,6000.000000,8550.000000,111.357833,0.000000,9759991.538255,8411010.541641,8398661.679268
2025-09-29,44809.062228,41516.177089,41507.827089,5968.283333,6000.000000,8550.000000,185.796872,0.000000,9804800.600483,8452526.718730,8440169.506358
2025-09-30,48272.818553,43364.287382,43355.937382,6000.000000,6000.000000,8550.000000,997.861552,0.000000,9853073.419036,8495891.006112,8483525.443740
2025-10-01,45133.371075,34295.931542,34287.581542,6000.000000,6000.000000,8550.000000,0.000000,0.000000,9898206.790111,8530186.937654,8517813.025282
2025-10-02,44725.149120,34234.287102,32224.200651,6000.000000,6000.000000,4298.737426,42.238324,0.000000,9942931.939231,8564421.224756,8550037.225933
2025-10-03,18964.545735,14643.102966,14804.614967,6000.000000,6000.000000,4880.069333,0.000000,0.000000,9961896.484966,8579064.327722,8564841.840899
2025-10-04,18430.241589,15517.974656,17177.132323,6000.000000,6000.000000,8550.000000,16.433458,0.000000,9980326.726555,8594582.302378,8582018.973223
2025-10-05,43516.096527,35675.522897,35667.172897,6000.000000,6000.000000,8550.000000,86.637133,0.000000,10023842.823082,8630257.825275,8617686.146119
2025-10-06,42420.545678,37528.829031,37520.479031,6000.000000,6000.000000,8550.000000,0.718750,0.000000,10066263.368760,8667786.654305,8655206.625150
2025-10-07,41668.870130,37539.295458,37530.945458,6000.000000,6000.000000,8550.000000,0.000000,0.000000,10107932.238890,8705325.949763,8692737.570608
2025-10-08,40963.844880,36758.391242,36750.041242,6000.000000,6000.000000,8550.000000,272.940617,0.000000,10148896.083770,8742084.341005,8729487.611850
2025-10-09,40383.229777,36777.843070,35058.118903,6000.000000,6000.000000,4917.993481,105.207233,0.000000,10189279.313547,8778862.184076,8764545.730753
2025-10-10,18371.800532,15821.447269,15837.357651,6000.000000,6000.000000,5095.016315,178.738197,0.000000,10207651.114079,8794683.631344,8780383.088404
2025-10-11,16637.803376,15897.907058,17471.191257,5982.699574,6000.000000,8550.000000,14.763100,0.000000,10224288.917455,8810581.538402,8797854.279660
2025-10-12,41272.226358,38029.455470,38021.105470,5981.547222,6000.000000,8550.000000,170.992700,0.000000,10265561.143813,8848610.993872,8835875.385131
2025-10-13,40796.192530,37515.811999,37507.461999,6000.000000,6000.000000,8550.000000,157.845917,0.000000,10306357.336343,8886126.805871,8873382.847129
2025-10-14,43524.238704,39751.217712,39742.867712,6000.000000,6000.000000,8550.000000,831.806201,0.000000,10349881.575047,8925878.023583,8913125.714841
2025-10-15,44907.545157,40066.347543,40057.997543,6000.000000,6000.000000,8550.000000,847.573592,0.000000,10394789.120204,8965944.371126,8953183.712384
2025-10-16,49111.388329,41357.081961,39698.168685,6000.000000,6000.000000,5047.293019,1837.699697,0.000000,10443900.508533,9007301.453087,8992881.881069
2025-10-17,17470.780565,16029.354481,15961.740821,6000.000000,6000.000000,5027.324963,0.000000,0.000000,10461371.289098,9023330.807567,9008843.621891
2025-10-18,17933.623256,16132.381466,17732.709037,6000.000000,6000.000000,8550.000000,185.464921,0.000000,10479304.912354,9039463.189033,9026576.330927
2025-10-19,46400.080197,41933.052320,41924.702320,5985.831481,6000.000000,8550.000000,917.777817,0.000000,10525704.992551,9081396.241353,9068501.033247
2025-10-20,48251.378935,42150.657863,42142.307863,5985.017796,6000.000000,8550.000000,952.995667,0.000000,10573956.371486,9123546.899216,9110643.341110
2025-10-21,49194.183800,43068.409024,43060.059024,6000.000000,6000.000000,8550.000000,1131.803700,0.000000,10623150.555286,9166615.308240,9153703.400134
2025-10-22,47725.236507,42977.530529,42969.180529,6000.000000,6000.000000,8550.000000,609.764755,0.000000,10670875.791793,9209592.838769,9196672.580663
2025-10-23,45826.535379,41500.662248,40229.976893,6000.000000,6000.000000,5871.823537,32.975367,0.000000,10716702.327172,9251093.501018,9236902.557556
2025-10-24,18395.072574,17050.784962,16825.396217,6000.000000,6000.000000,5409.129593,233.615017,0.000000,10735097.399746,9268144.285980,9253727.953773
2025-10-25,18049.044200,16786.834404,18232.551273,6000.000000,6000.000000,8550.000000,69.981217,0.000000,10753146.443946,9284931.120384,9271960.505046
2025-10-26,45634.804398,41984.122942,41975.772942,6000.000000,6000.000000,8550.000000,122.139525,0.000000,10798781.248344,9326915.243326,9313936.277987
2025-10-27,47021.774356,41975.487066,41967.137066,6000.000000,6000.000000,8550.000000,509.329750,0.000000,10845803.022700,9368890.730391,9355903.415053
2025-10-28,45849.889029,43153.234865,43144.884865,5999.766667,6000.000000,8550.000000,150.430756,0.000000,10891652.911729,9412043.965257,9399048.299918
2025-10-29,53191.979274,45473.434204,45465.084204,5998.564815,6000.000000,8550.000000,1521.583117,0.000000,10944844.891003,9457517.399460,9444513.384122
2025-10-30,47797.624702,42591.691105,41403.233613,6000.000000,6000.000000,6046.363815,189.986667,0.000000,10992642.515705,9500109.090565,9485916.617735
2025-10-31,18963.063196,17370.442819,17323.063389,6000.000000,6000.000000,5945.848944,187.343900,0.000000,11011605.578901,9517479.533384,9503239.681124
2025-11-01,18650.519822,17104.821911,18329.112230,5976.255037,6000.000000,8550.000000,17.508383,0.000000,11030256.098723,9534584.355295,9521568.793354
2025-11-02,48208.426222,45226.922824,45218.572824,6000.000000,6000.000000,8550.000000,226.195905,0.000000,11078464.524945,9579811.278119,9566787.366178
2025-11-03,47700.367020,45209.859901,45201.509901,5964.954889,6000.000000,8550.000000,54.028158,0.000000,11126164.891965,9625021.138020,9611988.876078
2025-11-04,48379.657147,44485.352030,44477.002030,6000.000000,6000.000000,8550.000000,126.529467,0.000000,11174544.549112,9669506.490049,9656465.878108
2025-11-05,48552.346059,45655.482181,45647.132181,6000.000000,6000.000000,8550.000000,178.450450,0.000000,11223096.895171,9715161.972230,9702113.010289
2025-11-06,53309.034250,46947.890032,46196.767698,6000.000000,6000.000000,6974.669574,1177.352567,0.000000,11276405.929421,9762109.862262,9748309.777987
2025-11-07,19380.058819,17690.730600,17374.776633,6000.000000,6000.000000,6305.320907,127.958171,0.000000,11295785.988240,9779800.592862,9765684.554620
2025-11-08,18956.206608,17347.741921,18405.682226,6000.000000,6000.000000,8550.000000,24.274417,0.000000,11314742.194848,9797148.334783,9784090.236846
2025-11-09,51148.318095,46977.506387,46969.156387,5995.503704,6000.000000,8550.000000,542.849179,0.000000,11365890.512943,9844125.841169,9831059.393233
2025-11-10,52404.218789,48710.132847,48701.782847,6000.000000,6000.000000,8550.000000,685.969975,0.000000,11418294.731732,9892835.974016,9879761.176079
2025-11-11,50212.775255,47211.018937,47202.668937,5984.137037,6000.000000,8550.000000,11.901917,0.000000,11468507.506987,9940046.992953,9926963.845016
2025-11-12,50333.844021,46995.201828,46986.851828,6000.000000,6000.000000,8550.000000,52.762213,0.000000,11518841.351008,9987042.194780,9973950.696843
2025-11-13,52596.712382,47670.092967,46747.752707,6000.000000,6000.000000,6611.235296,603.258315,0.000000,11571438.063390,10034712.287747,10020698.449550
2025-11-14,19375.964262,18059.098774,18228.969846,6000.000000,6000.000000,6972.531481,73.233217,0.000000,11590814.027652,10052771.386521,10038927.419396
2025-11-15,19242.182589,18160.745990,18903.911131,6000.000000,6000.000000,8550.000000,5.306250,0.000000,11610056.210241,10070932.132511,10057831.330527
2025-11-16,51676.140115,49375.226754,49366.876754,5967.101315,6000.000000,8550.000000,174.973900,0.000000,11661732.350356,10120307.359266,10107198.207281
2025-11-17,51816.247955,48023.688151,48015.338151,6000.000000,6000.000000,8550.000000,152.181917,0.000000,11713548.598311,10168331.047417,10155213.545432
2025-11-18,55295.513890,49324.632844,49316.282844,6000.000000,6000.000000,8550.000000,831.770381,0.000000,11768844.112201,10217655.680261,10204529.828277
2025-11-19,52304.005257,49989.529574,49981.179574,5986.668519,6000.000000,8550.000000,109.099300,0.000000,11821148.117458,10267645.209836,10254511.007851
2025-11-20,53374.883240,49517.260401,48839.195273,6000.000000,6000.000000,7129.743833,217.626239,0.000000,11874523.000698,10317162.470236,10303350.203125
2025-11-21,19829.613167,18427.643685,18557.770945,6000.000000,6000.000000,7407.509348,103.239504,0.000000,11894352.613865,10335590.113922,10321907.974070
2025-11-22,19954.694227,18769.641752,19307.497340,6000.000000,6000.000000,8550.000000,94.127729,0.000000,11914307.308092,10354359.755674,10341215.471410
2025-11-23,53058.798526,49932.775857,49924.425857,6000.000000,6000.000000,8550.000000,125.126936,0.000000,11967366.106618,10404292.531531,10391139.897267
2025-11-24,53528.719426,49051.018427,49042.668427,6000.000000,6000.000000,8550.000000,172.058550,0.000000,12020894.826044,10453343.549958,10440182.565694
2025-11-25,53220.585910,50384.475408,50376.125408,6000.000000,6000.000000,8550.000000,26.544650,0.000000,12074115.411954,10503728.025365,10490558.691101
2025-11-26,54650.606328,50882.895419,50874.545419,5997.816667,6000.000000,8550.000000,407.118696,0.000000,12128766.018282,10554610.920784,10541433.236520
2025-11-27,54214.290217,50313.550230,49889.716704,6000.000000,6000.000000,7669.275704,229.049917,0.000000,12182980.308499,10604924.471015,10591322.953224
2025-11-28,20558.538470,18905.111937,19035.818828,6000.000000,6000.000000,7950.000000,14.704067,0.000000,12203538.846969,10623829.582952,10610358.772052
2025-11-29,25149.064426,19983.615231,20260.310529,5918.386870,6000.000000,8550.000000,798.450085,0.000000,12228687.911395,10643813.198183,10630619.082582
2025-11-30,55897.505039,53394.073768,53385.723768,5994.587037,6000.000000,8550.000000,149.642327,0.000000,12284585.416434,10697207.271951,10684004.806350
2025-12-01,72330.567023,57813.446169,57805.096169,5923.500426,6000.000000,8550.000000,4408.518687,0.000000,12356915.983457,10755020.718120,10741809.902519
2025-12-02,77262.925216,59596.689554,59588.339554,6000.000000,6000.000000,8550.000000,5297.679893,0.000000,12434178.908673,10814617.407674,10801398.242073
2025-12-03,62839.678976,58021.519671,58013.169671,5992.313815,6000.000000,8550.000000,672.041748,0.000000,12497018.587649,10872638.927345,10859411.411744
2025-12-04,63334.651798,58265.371035,58257.021035,6000.000000,6000.000000,8550.000000,669.851811,0.000000,12560353.239447,10930904.298381,10917668.432780
2025-12-05,34551.805463,23470.224757,23461.874757,6000.000000,6000.000000,8550.000000,3504.132225,0.000000,12594905.044910,10954374.523138,10941130.307536
2025-12-06,39065.744935,24633.921116,24625.571116,5929.897000,6000.000000,8550.000000,3945.995863,0.000000,12633970.789845,10979008.444254,10965755.878653
2025-12-07,63184.458846,58749.784923,58741.434923,6000.000000,6000.000000,8550.000000,255.711960,0.000000,12697155.248691,11037758.229177,11024497.313576
2025-12-08,63561.868937,58744.696160,58736.346160,6000.000000,6000.000000,8550.000000,460.172178,0.000000,12760717.117628,11096502.925337,11083233.659735
2025-12-09,62768.101282,58902.470361,58894.120361,6000.000000,6000.000000,8550.000000,228.847433,0.000000,12823485.218910,11155405.395697,11142127.780096
2025-12-10,62715.122333,58998.026731,58989.676731,5960.879630,6000.000000,8550.000000,242.308461,0.000000,12886200.341243,11214403.422428,11201117.456827
2025-12-11,62176.536418,57491.516576,57483.167576,6000.000000,6000.000000,8550.000000,33.004819,0.000000,12948376.877661,11271894.939004,11258600.624403
2025-12-12,26488.038088,24594.297983,24585.947983,6000.000000,6000.000000,8550.000000,272.264517,0.000000,12974864.915749,11296489.236988,11283186.572387
2025-12-13,26753.715332,24662.788568,24654.438568,5986.055556,6000.000000,8550.000000,183.810500,0.000000,13001618.631081,11321152.025555,11307841.010954
2025-12-14,63103.688028,59599.245113,59590.895113,6000.000000,6000.000000,8550.000000,79.161867,0.000000,13064722.319109,11380751.270668,11367431.906067
2025-12-15,62888.463243,59903.514691,59895.164691,6000.000000,6000.000000,8550.000000,109.039306,0.000000,13127610.782352,11440654.785359,11427327.070758
2025-12-16,62829.661164,59971.310020,59962.960020,5986.944722,6000.000000,8550.000000,32.138367,0.000000,13190440.443516,11500626.095379,11487290.030778
2025-12-17,63335.316851,58886.671299,58878.321299,6000.000000,6000.000000,8550.000000,255.892565,0.000000,13253775.760367,11559512.766679,11546168.352077
2025-12-18,62407.994811,58784.955416,58776.605416,6000.000000,6000.000000,8550.000000,97.588630,0.000000,13316183.755178,11618297.722095,11604944.957494
2025-12-19,26746.190458,24409.178968,24400.828968,6000.000000,6000.000000,8550.000000,116.346917,0.000000,13342929.945636,11642706.901062,11629345.786461
2025-12-20,26638.062011,24287.442162,24279.092162,6000.000000,6000.000000,8550.000000,90.634736,0.000000,13369568.007647,11666994.343224,11653624.878623
2025-12-21,63291.726689,59672.704532,59664.354532,6000.000000,6000.000000,8550.000000,148.818598,0.000000,13432859.734336,11726667.047756,11713289.233155
2025-12-22,63387.317959,59690.695519,59682.345519,6000.000000,6000.000000,8550.000000,308.836038,0.000000,13496247.052295,11786357.743276,11772971.578674
2025-12-23,63039.242921,58409.154697,58400.804697,5994.174074,6000.000000,8550.000000,65.117833,0.000000,13559286.295216,11844766.897973,11831372.383371
2025-12-24,62993.606284,59107.526481,59099.176481,6000.000000,6000.000000,8550.000000,148.181283,0.000000,13622279.901500,11903874.424453,11890471.559852
2025-12-25,63060.946386,58812.281055,58803.931055,6000.000000,6000.000000,8550.000000,199.605191,0.000000,13685340.847886,11962686.705508,11949275.490907
2025-12-26,27276.243236,24312.557411,24304.207411,6000.000000,6000.000000,8550.000000,241.800672,0.000000,13712617.091122,11986999.262919,11973579.698318
2025-12-27,26646.892375,24497.478040,24489.128040,6000.000000,6000.000000,8550.000000,130.021854,0.000000,13739263.983497,12011496.740959,11998068.826358
2025-12-28,62994.040450,58026.855640,58018.505640,6000.000000,6000.000000,8550.000000,107.800800,0.000000,13802258.023947,12069523.596600,12056087.331999
2025-12-29,62369.691178,58331.133993,58322.783993,5978.370370,6000.000000,8550.000000,108.527997,0.000000,13864627.715125,12127854.730593,12114410.115992
2025-12-30,62234.847412,57687.533980,57679.183980,6000.000000,6000.000000,8550.000000,54.377833,0.000000,13926862.562537,12185542.264573,12172089.299972
2025-12-31,61773.659040,59254.590343,58044.290343,5620.474641,5400.000000,5400.000000,16.561450,0.000000,13988636.221577,12244796.854916,12230133.590315
