日期,阶段,预测历史截止,调参历史截止,负载先验回退,光伏先验回退,负载衰减天数（仅marginal生效）,光伏衰减天数（仅marginal生效）,终端惩罚,求解路径,求解状态,MIP相对间隙,预测秒数,选中方案求解秒数,当日预测与候选计算秒数（不含写盘）,日初储电量,计划日末储电量,实际日末储电量,计划购电费,紧急购电费,实际总购电费,预测方法,联合净负荷衰减天数（仅joint生效）,净负荷MAE,净负荷0.8分位数损失,净负荷覆盖率,紧急购电费占比,紧急购电量,未利用计划购电量,未利用计划购电对应费用（已含在计划费用中）,实际弃光量,计划充电截断量,计划放电截断量,实际减计划日末储电量,截断偏差恒等式残差
2025-03-04,正式期,2025-03-03,2025-03-03,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001314,0.003362,0.015745,6212.136226,6000.000000,6214.973578,52456.209880,236.530663,52692.740543,marginal,5.0,74.990785,15.392183,0.923611,0.004489,79.643850,2181.961678,1356.107346,9139.972596,4348.557691,3715.807950,214.973578,-1.8189894035458565e-12
2025-03-05,正式期,2025-03-04,2025-03-04,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001374,0.003297,0.015704,6214.973578,6000.000000,6186.172804,49963.406396,907.265692,50870.672088,marginal,5.0,73.492212,15.491515,0.902778,0.017835,186.334617,1819.544817,1055.646836,9240.639723,4416.853057,3745.206500,186.172804,0.0
2025-03-06,正式期,2025-03-05,2025-03-05,否,否,3.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001390,0.003405,0.015990,6186.172804,6000.000000,6271.186963,48509.975080,517.247164,49027.222244,marginal,5.0,60.407722,12.783615,0.888889,0.010550,116.754383,1124.798083,580.830136,7833.313188,3808.983971,3329.345283,271.186963,-1.3642420526593924e-12
2025-03-07,正式期,2025-03-06,2025-03-06,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.000811,0.003331,0.014796,6271.186963,6000.000000,6460.028392,18242.205640,236.616496,18478.822135,marginal,5.0,69.534741,14.486718,0.881944,0.012805,50.960733,1927.756133,864.445469,9180.435373,2056.630923,2079.896600,460.028392,-4.547473508864641e-13
2025-03-08,正式期,2025-03-07,2025-03-07,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.000884,0.003439,0.015890,6460.028392,6000.000000,6214.341798,17543.291198,508.281286,18051.572484,marginal,5.0,69.949042,14.906742,0.895833,0.028157,179.864817,1068.161017,501.951548,11176.421183,1758.579916,1617.357350,214.341798,-2.2737367544323206e-13
2025-03-09,正式期,2025-03-08,2025-03-08,否,否,3.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001435,0.003467,0.016120,6214.341798,6000.000000,6198.306029,46450.883813,875.433471,47326.317285,marginal,5.0,60.178300,13.108318,0.875000,0.018498,205.803600,1368.388200,781.397031,7316.423314,2666.757930,2338.549350,198.306029,2.2737367544323206e-12
2025-03-10,正式期,2025-03-09,2025-03-09,否,否,3.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001337,0.003353,0.015841,6198.306029,6000.000000,6140.974695,45383.959469,2167.157720,47551.117189,marginal,3.0,40.721320,16.441477,0.611111,0.045575,461.289117,858.913667,542.831408,1668.335378,1640.152911,1455.401083,140.974695,-2.7284841053187847e-12
2025-03-11,正式期,2025-03-10,2025-03-10,否,否,3.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001447,0.003266,0.016074,6140.974695,6000.000000,6363.520744,46752.858073,765.798872,47518.656944,marginal,5.0,60.463511,13.029554,0.875000,0.016116,188.945133,1395.550200,773.778185,7362.896922,3366.388988,3053.943750,363.520744,1.8189894035458565e-12
2025-03-12,正式期,2025-03-11,2025-03-11,否,否,3.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001435,0.003220,0.015969,6363.520744,6000.000000,6200.786745,46211.757725,1019.272772,47231.030498,marginal,5.0,67.858176,14.972259,0.819444,0.021581,289.834983,1070.162467,602.882340,8792.272004,3442.261354,2968.939767,200.786745,-3.637978807091713e-12
2025-03-13,正式期,2025-03-12,2025-03-12,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001484,0.003220,0.016006,6200.786745,6000.000000,6096.754107,46227.807785,4106.012764,50333.820549,marginal,5.0,46.174037,14.934310,0.708333,0.081576,873.778300,1480.401100,774.687843,3679.820847,2422.223914,2049.080067,96.754107,9.094947017729282e-13
2025-03-14,正式期,2025-03-13,2025-03-13,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.000913,0.003071,0.014707,6096.754107,6000.000000,6151.049589,16673.118252,1145.740933,17818.859185,marginal,5.0,75.125577,16.499355,0.826389,0.064299,274.656800,1263.373183,653.520926,12190.399701,976.859634,927.200933,151.049589,3.410605131648481e-12
2025-03-15,正式期,2025-03-14,2025-03-14,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.000986,0.003029,0.014729,6151.049589,6000.000000,6172.166610,16658.914711,2453.580786,19112.495497,marginal,3.0,43.809030,12.590002,0.687500,0.128376,621.173783,614.754150,276.858795,8126.653357,664.108190,692.877583,172.166610,2.9558577807620168e-12
2025-03-16,正式期,2025-03-15,2025-03-15,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001561,0.003300,0.016269,6172.166610,6000.000000,6489.985204,46542.025424,483.840447,47025.865872,marginal,5.0,62.461469,13.194866,0.881944,0.010289,126.215217,1312.189217,721.596874,7668.905464,3361.311914,3163.649333,489.985204,3.183231456205249e-12
2025-03-17,正式期,2025-03-16,2025-03-16,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001746,0.003243,0.016278,6489.985204,6000.000000,6329.536074,45644.569803,847.462823,46492.032626,marginal,5.0,93.077513,19.362665,0.909722,0.018228,164.763900,1567.818968,897.694207,12275.166535,4896.210453,4262.512933,329.536074,9.094947017729282e-13
2025-03-18,正式期,2025-03-17,2025-03-17,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001705,0.003182,0.016226,6329.536074,6000.000000,6387.315056,45544.935786,1387.920464,46932.856250,marginal,3.0,70.395919,15.391819,0.888889,0.029572,291.807517,1459.506417,838.830218,8471.213952,2529.205535,2397.240033,387.315056,-9.094947017729282e-13
2025-03-19,正式期,2025-03-18,2025-03-18,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001641,0.003239,0.016164,6387.315056,6000.000000,6354.304241,45309.224794,155.689850,45464.914644,marginal,3.0,76.726161,15.612757,0.937500,0.003424,59.849183,1274.356283,699.773360,9865.929406,2521.867222,2361.586267,354.304241,4.092726157978177e-12
2025-03-20,正式期,2025-03-19,2025-03-19,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001762,0.003289,0.016313,6354.304241,6000.000000,6098.831549,42692.291540,1496.095130,44188.386670,marginal,3.0,36.668380,9.523360,0.750000,0.033857,309.549150,1232.965750,661.791875,3613.693905,2088.738505,1780.826583,98.831549,-6.139089236967266e-12
2025-03-21,正式期,2025-03-20,2025-03-20,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.000961,0.003022,0.014648,6098.831549,6000.000000,6266.107241,16461.802631,826.274986,17288.077617,marginal,5.0,64.540214,13.956531,0.881944,0.047794,185.907267,1029.087417,525.580955,15677.811638,603.780988,728.559117,266.107241,6.821210263296962e-13
2025-03-22,正式期,2025-03-21,2025-03-21,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001031,0.003029,0.014723,6266.107241,6000.000000,6509.330815,16286.247293,135.563576,16421.810869,marginal,5.0,36.813942,9.269299,0.875000,0.008255,63.251317,1004.414000,505.097315,11389.465764,663.693848,995.989750,509.330815,2.7284841053187847e-12
2025-03-23,正式期,2025-03-22,2025-03-22,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001738,0.003261,0.016340,6509.330815,6000.000000,6229.943333,42115.923860,943.715354,43059.639214,marginal,3.0,54.288756,12.562503,0.840278,0.021916,207.958217,951.071883,538.652822,6381.192964,1747.135864,1622.129050,229.943333,-5.002220859751105e-12
2025-03-24,正式期,2025-03-23,2025-03-23,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001731,0.003213,0.016392,6229.943333,6000.000000,6383.423917,41879.808485,739.731843,42619.540328,marginal,3.0,54.523859,12.263413,0.861111,0.017357,225.523633,1105.734983,600.470252,6272.561039,1571.401039,1617.916367,383.423917,-2.2737367544323206e-13
2025-03-25,正式期,2025-03-24,2025-03-24,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001796,0.003234,0.016457,6383.423917,6000.000000,6101.522925,41571.316791,2095.942275,43667.259066,marginal,3.0,42.719621,13.076910,0.722222,0.047998,517.331717,1163.299533,672.852697,3493.949588,1344.714055,1180.589017,101.522925,-2.2737367544323206e-13
2025-03-26,正式期,2025-03-25,2025-03-25,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001834,0.003222,0.016474,6101.522925,6000.000000,6182.445812,41988.605116,505.539843,42494.144959,marginal,3.0,71.318192,15.082483,0.909722,0.011897,149.009917,1238.161683,716.367477,9067.563722,2337.591772,2057.650567,182.445812,5.4569682106375694e-12
2025-03-27,正式期,2025-03-26,2025-03-26,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001898,0.003430,0.017074,6182.445812,6000.000000,6194.442500,41388.725732,1147.942217,42536.667949,marginal,3.0,49.692356,12.392249,0.763889,0.026987,334.373550,1212.095417,684.716238,5313.752684,2045.194300,1831.605633,194.442500,-4.547473508864641e-13
2025-03-28,正式期,2025-03-27,2025-03-27,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001218,0.003467,0.015548,6194.442500,6000.000000,6360.894506,15496.647682,1292.442359,16789.090041,marginal,5.0,57.117312,13.367863,0.805556,0.076981,381.338000,960.005783,443.688892,15768.431186,490.029253,721.728750,360.894506,-1.3642420526593924e-12
2025-03-29,正式期,2025-03-28,2025-03-28,否,否,10.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001212,0.003382,0.015399,6360.894506,6000.000000,6356.754421,15577.663126,675.356428,16253.019554,marginal,5.0,73.649473,15.437851,0.868056,0.041553,153.280367,811.726417,399.067845,19170.738580,931.056363,1075.234633,356.754421,1.3642420526593924e-12
2025-03-30,正式期,2025-03-29,2025-03-29,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001992,0.003396,0.016613,6356.754421,6000.000000,6335.940926,39892.607070,1043.300418,40935.907488,marginal,3.0,53.607807,12.288717,0.847222,0.025486,290.858050,1070.512800,590.700501,6220.619819,1764.905185,1731.920033,335.940926,0.0
2025-03-31,正式期,2025-03-30,2025-03-30,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001957,0.003427,0.016451,6335.940926,6000.000000,6298.335663,39480.140355,1139.053943,40619.194298,marginal,3.0,48.356942,14.455126,0.784722,0.028042,257.984717,1463.880233,827.568376,3741.148770,2886.004387,2606.165650,298.335663,5.9117155615240335e-12
2025-04-01,正式期,2025-03-31,2025-03-31,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001992,0.003281,0.016433,6298.335663,6000.000000,6122.886556,39734.819790,1529.077110,41263.896900,marginal,3.0,48.731316,20.076455,0.708333,0.037056,355.419303,829.699533,504.436711,1968.006027,2600.351091,2216.882283,122.886556,-1.8189894035458565e-12
2025-04-02,正式期,2025-04-01,2025-04-01,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002000,0.003304,0.016560,6122.886556,6000.000000,6190.340759,40958.588101,6610.735316,47569.323417,marginal,5.0,52.256105,17.293905,0.729167,0.138971,1330.420133,780.875550,427.620502,4842.862729,1180.179712,1127.252250,190.340759,-2.9558577807620168e-12
2025-04-03,正式期,2025-04-02,2025-04-02,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002000,0.003206,0.016587,6190.340759,6000.000000,6159.748749,41882.947343,545.858793,42428.806135,marginal,5.0,70.497637,15.208331,0.861111,0.012865,108.680200,1054.498817,593.660402,9053.048184,2753.719167,2374.286400,159.748749,4.547473508864641e-13
2025-04-04,正式期,2025-04-03,2025-04-03,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001488,0.003005,0.015242,6159.748749,6000.000000,6459.852056,15477.922829,455.224582,15933.147410,marginal,5.0,89.796851,18.629218,0.888889,0.028571,148.945067,1111.270217,532.209609,19765.452269,864.256152,1113.914333,459.852056,0.0
2025-04-05,正式期,2025-04-04,2025-04-04,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001422,0.003005,0.015027,6459.852056,6000.000000,6321.551056,15263.544196,735.012866,15998.557062,marginal,5.0,52.099725,13.227895,0.763889,0.045942,232.253300,737.183967,364.821776,14667.373003,1239.124403,1293.086717,321.551056,-9.094947017729282e-13
2025-04-06,正式期,2025-04-05,2025-04-05,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002446,0.003410,0.019928,6321.551056,6000.000000,6214.812852,40610.891496,535.950786,41146.842282,marginal,5.0,68.322703,14.188009,0.937500,0.013025,125.632550,1195.776700,667.912391,8760.564067,2299.135267,2055.631133,214.812852,-1.3642420526593924e-12
2025-04-07,正式期,2025-04-06,2025-04-06,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002049,0.003301,0.016947,6214.812852,6000.000000,6411.154162,39909.713741,359.432843,40269.146584,marginal,5.0,68.108798,14.309256,0.875000,0.008926,117.439800,982.196183,553.284630,8784.460181,2850.456631,2678.908617,411.154162,4.547473508864641e-12
2025-04-08,正式期,2025-04-07,2025-04-07,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002147,0.003190,0.025068,6411.154162,6000.000000,6173.350441,39436.326294,638.111612,40074.437906,marginal,5.0,56.850978,12.138446,0.875000,0.015923,157.332500,933.121767,467.157278,7155.892573,1420.614057,1306.712783,173.350441,6.366462912410498e-12
2025-04-09,正式期,2025-04-08,2025-04-08,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003714,0.003301,0.019692,6173.350441,6000.000000,6150.504531,39234.403483,867.474911,40101.878394,marginal,5.0,33.275986,11.422430,0.736111,0.021632,203.000983,1024.025383,557.375334,1817.309480,1422.725830,1287.862000,150.504531,9.094947017729282e-13
2025-04-10,正式期,2025-04-09,2025-04-09,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002132,0.003210,0.016772,6150.504531,6000.000000,6249.083593,39771.658331,1777.675332,41549.333663,marginal,7.0,63.475741,14.541281,0.833333,0.042785,401.160833,1199.550267,595.925369,7562.394330,1739.980247,1633.559233,249.083593,-2.2737367544323206e-13
2025-04-11,正式期,2025-04-10,2025-04-10,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001335,0.003058,0.015361,6249.083593,6000.000000,6420.214673,14960.097804,1110.653417,16070.751221,marginal,5.0,87.417069,18.758063,0.847222,0.069110,246.914433,980.253900,493.362142,20480.891486,902.394520,1109.132767,420.214673,3.637978807091713e-12
2025-04-12,正式期,2025-04-11,2025-04-11,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001380,0.002976,0.015022,6420.214673,6000.000000,6485.175722,15032.536299,445.744981,15478.281280,marginal,5.0,56.912670,12.562349,0.888889,0.028798,148.726033,983.601400,472.965984,16921.793537,1611.926070,1742.318267,485.175722,2.7284841053187847e-12
2025-04-13,正式期,2025-04-12,2025-04-12,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002263,0.003154,0.016729,6485.175722,6000.000000,6282.860667,38757.977699,475.901622,39233.879322,marginal,7.0,50.869515,10.674711,0.930556,0.012130,120.194000,1339.928700,697.645428,5938.949669,1728.614835,1654.752617,282.860667,3.183231456205249e-12
2025-04-14,正式期,2025-04-13,2025-04-13,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002271,0.003193,0.016746,6282.860667,6000.000000,6225.962074,38592.664009,706.601854,39299.265863,marginal,7.0,61.236078,13.110234,0.909722,0.017980,159.822017,963.203167,558.043597,7794.837433,2093.883333,1899.411367,225.962074,3.183231456205249e-12
2025-04-15,正式期,2025-04-14,2025-04-14,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002299,0.003345,0.016772,6225.962074,6000.000000,6152.213056,38107.886334,257.254916,38365.141250,marginal,7.0,71.093206,14.707624,0.923611,0.006705,45.802050,1425.643583,714.182595,9050.483035,2971.611502,2543.997067,152.213056,5.002220859751105e-12
2025-04-16,正式期,2025-04-15,2025-04-15,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002250,0.003452,0.016827,6152.213056,6000.000000,6267.880935,37889.308674,583.280998,38472.589671,marginal,7.0,36.682257,10.026730,0.826389,0.015161,191.951600,773.845917,421.555481,3497.661311,1735.458694,1646.814383,267.880935,9.094947017729282e-13
2025-04-17,正式期,2025-04-16,2025-04-16,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002259,0.003333,0.016886,6267.880935,6000.000000,6116.472981,37878.422739,243.570003,38121.992742,marginal,7.0,51.887089,11.122169,0.916667,0.006389,53.454600,1343.575033,705.494077,6068.849757,1839.661091,1594.951167,116.472981,4.547473508864641e-13
2025-04-18,正式期,2025-04-17,2025-04-17,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001484,0.002970,0.014941,6116.472981,6000.000000,6618.819667,14817.658964,433.856983,15251.515947,marginal,7.0,59.377975,12.747532,0.875000,0.028447,146.473817,1196.467883,600.089229,18675.644703,1096.295720,1444.937233,618.819667,0.0
2025-04-19,正式期,2025-04-18,2025-04-18,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001373,0.003127,0.015039,6618.819667,6000.000000,6513.002250,14310.031233,502.208330,14812.239563,marginal,7.0,52.026739,11.726988,0.881944,0.033905,182.828483,1073.212483,512.391301,18096.834453,1043.288920,1306.766050,513.002250,-1.5916157281026244e-12
2025-04-20,正式期,2025-04-19,2025-04-19,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002354,0.003253,0.017027,6513.002250,6000.000000,6405.402130,37176.331446,581.912827,37758.244274,marginal,7.0,51.675545,11.092028,0.916667,0.015412,139.640833,1103.070883,627.919979,6024.337593,1445.641893,1535.831850,405.402130,7.73070496506989e-12
2025-04-21,正式期,2025-04-20,2025-04-20,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002549,0.003272,0.017164,6405.402130,6000.000000,6197.424200,37031.578278,600.516607,37632.094885,marginal,7.0,74.104548,15.865773,0.840278,0.015958,200.762433,713.252167,414.513474,10045.240981,2978.378481,2590.168350,197.424200,6.821210263296962e-12
2025-04-22,正式期,2025-04-21,2025-04-21,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002389,0.003218,0.016905,6197.424200,6000.000000,6331.285037,36966.168358,835.849904,37802.018262,marginal,5.0,49.506640,11.698595,0.847222,0.022111,214.577217,774.042517,394.810627,5826.036466,2196.791049,2077.557283,331.285037,9.549694368615746e-12
2025-04-23,正式期,2025-04-22,2025-04-22,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002403,0.003309,0.017129,6331.285037,6000.000000,6387.754093,36811.392285,575.474878,37386.867163,marginal,5.0,52.519849,11.840924,0.847222,0.015392,135.378650,792.561683,408.820571,6371.568820,2403.213086,2295.581283,387.754093,4.547473508864641e-12
2025-04-24,正式期,2025-04-23,2025-04-23,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002464,0.003602,0.017895,6387.754093,6000.000000,6246.826056,36518.466940,344.222294,36862.689234,marginal,5.0,76.463381,15.678638,0.916667,0.009338,77.924200,1248.136167,610.535184,9889.867298,2403.986831,2169.372783,246.826056,4.092726157978177e-12
2025-04-25,正式期,2025-04-24,2025-04-24,否,否,14.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001570,0.002928,0.015043,6246.826056,6000.000000,6381.677701,13721.942428,758.586717,14480.529144,marginal,7.0,63.688584,13.660524,0.881944,0.052387,179.281767,1357.777317,631.770823,21711.408077,928.315394,1095.445400,381.677701,5.9117155615240335e-12
2025-04-26,正式期,2025-04-25,2025-04-25,否,否,14.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001587,0.002975,0.015116,6381.677701,6000.000000,6342.691977,13412.007671,733.536811,14145.544481,marginal,5.0,68.419314,14.962406,0.798611,0.051856,171.129917,743.858917,359.176174,23909.809461,1123.685911,1218.608367,342.691977,-2.0463630789890885e-12
2025-04-27,正式期,2025-04-26,2025-04-26,否,否,14.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002543,0.003202,0.017412,6342.691977,6000.000000,6229.665944,34739.263373,1014.812806,35754.076179,marginal,5.0,49.087088,11.167256,0.854167,0.028383,268.701400,1385.084000,763.121729,5219.670081,642.808148,727.373950,229.665944,5.4569682106375694e-12
2025-04-28,正式期,2025-04-27,2025-04-27,否,否,14.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002639,0.003713,0.017839,6229.665944,6000.000000,5988.020670,34565.364240,18261.573880,52826.938121,marginal,5.0,53.524793,31.438364,0.569444,0.345687,3100.542158,965.282667,499.829286,597.076533,3660.525764,2954.244472,-11.979330,7.73070496506989e-12
2025-04-29,正式期,2025-04-28,2025-04-28,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002697,0.003422,0.017965,5988.020670,6000.000000,6130.875886,36999.462006,955.765091,37955.227097,marginal,7.0,82.232063,17.363746,0.902778,0.025181,216.226967,1239.243483,682.477552,10962.980652,3698.359469,3113.459467,130.875886,4.547473508864641e-12
2025-04-30,正式期,2025-04-29,2025-04-29,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002812,0.003200,0.017273,6130.875886,6000.000000,6246.996296,36441.061153,787.479997,37228.541150,marginal,7.0,71.036516,15.665265,0.840278,0.021153,228.996317,1108.635467,560.737204,8975.527220,2884.348436,2558.618900,246.996296,2.2737367544323206e-12
2025-05-01,正式期,2025-04-30,2025-04-30,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002741,0.003292,0.017700,6246.996296,6000.000000,5631.769721,35879.375310,10206.368393,46085.743703,marginal,7.0,73.408558,24.422855,0.611111,0.221465,1890.904750,822.111817,353.646037,7581.305685,1505.378252,887.949133,-368.230279,2.9558577807620168e-12
2025-05-02,正式期,2025-05-01,2025-05-01,否,否,21.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001723,0.003055,0.015313,5631.769721,6000.000000,5833.407360,14021.452668,15922.234634,29943.687302,marginal,5.0,39.219570,26.614042,0.354167,0.531739,2867.288609,628.494933,273.189932,13487.638967,1760.400167,1275.990759,-166.592640,9.094947017729282e-13
2025-05-03,正式期,2025-05-02,2025-05-02,否,否,21.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001810,0.003078,0.015555,5833.407360,6000.000000,6070.373704,14655.783128,6637.303978,21293.087106,marginal,14.0,54.722522,17.136517,0.687500,0.311712,1245.229283,667.966633,287.930855,17711.396920,981.837036,858.624333,70.373704,2.3874235921539366e-12
2025-05-04,正式期,2025-05-03,2025-05-03,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002635,0.003252,0.017330,6070.373704,6000.000000,5769.775785,36953.443877,7029.902655,43983.346532,marginal,7.0,72.966544,22.332050,0.666667,0.159831,1300.425633,647.264167,299.734298,8328.103385,3553.440568,2671.085067,-230.224215,1.8189894035458565e-12
2025-05-05,正式期,2025-05-04,2025-05-04,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002783,0.003127,0.017325,5769.775785,6000.000000,6140.072003,38718.949069,3542.658781,42261.607850,marginal,5.0,49.745294,14.593987,0.701389,0.083827,821.292817,982.999883,545.469102,4763.118802,616.493885,625.424850,140.072003,5.7980287238024175e-12
