日期,时间段,训练样本最晚日期,参数验证最晚日期,负载预测来源,光伏预测来源,电价（元/kWh）,预测负载电量（kWh）,预测光伏电量（kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,计划购电量（kWh）,计划充电量（kWh）,计划放电量（kWh）,实际充电量（kWh）,实际放电量（kWh）,紧急购电量（kWh）,实际弃光量（kWh）,未利用计划购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段计划购电费（元）,时段紧急购电费（元）,时段总购电费（元）,预测方法,预测净负荷（kWh）,实际净负荷（kWh）,计划充电截断量（kWh）,计划放电截断量（kWh）
2025-02-19,10:20-10:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.954900,1146.045000,978.581250,1154.178333,1101.631250,0.000000,0.000000,167.463750,0.000000,52.547083,0.000000,0.000000,0.000000,2643.980463,2585.594815,0.000000,0.000000,0.000000,marginal,167.463750,52.547083,0.000000,114.916667
2025-02-19,10:30-10:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.983900,1144.607350,975.345567,1137.322667,1124.642867,0.000000,0.000000,169.261783,0.000000,12.679800,0.000000,0.000000,0.000000,2585.594815,2571.506148,0.000000,0.000000,0.000000,marginal,169.261783,12.679800,0.000000,156.581983
2025-02-19,10:40-10:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.799000,1133.625333,993.589217,1110.808617,1142.119483,140.036117,0.000000,0.000000,0.000000,0.000000,0.000000,171.346983,0.000000,2571.506148,2571.506148,111.888857,0.000000,111.888857,marginal,140.036117,-31.310867,0.000000,0.000000
2025-02-19,10:50-11:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.502500,1128.118333,1033.737500,1112.648333,1167.987500,927.714167,833.333333,0.000000,833.333333,0.000000,0.000000,149.720000,0.000000,2571.506148,3321.506148,466.176369,0.000000,466.176369,marginal,94.380833,-55.339167,0.000000,0.000000
2025-02-19,11:00-11:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.466200,1117.512967,1048.094500,1132.392167,1207.635983,902.751800,833.333333,0.000000,833.333333,0.000000,0.000000,144.662283,0.000000,3321.506148,4071.506148,420.862889,0.000000,420.862889,marginal,69.418467,-75.243817,0.000000,0.000000
2025-02-19,11:10-11:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.500700,1141.773767,1035.183850,1135.828683,1259.357183,939.923250,833.333333,0.000000,833.333333,0.000000,0.000000,230.118417,0.000000,4071.506148,4821.506148,470.619571,0.000000,470.619571,marginal,106.589917,-123.528500,0.000000,0.000000
2025-02-19,11:20-11:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.482700,1132.363333,1019.768750,1121.028333,1297.737500,945.927917,833.333333,0.000000,833.333333,0.000000,0.000000,289.303750,0.000000,4821.506148,5571.506148,456.599405,0.000000,456.599405,marginal,112.594583,-176.709167,0.000000,0.000000
2025-02-19,11:30-11:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.478500,1139.162617,1031.695933,1111.181267,1294.331000,940.800017,833.333333,0.000000,833.333333,0.000000,0.000000,290.616417,0.000000,5571.506148,6321.506148,450.172808,0.000000,450.172808,marginal,107.466683,-183.149733,0.000000,0.000000
2025-02-19,11:40-11:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.466200,1109.249300,1064.899017,1081.312417,1294.167333,877.683617,833.333333,0.000000,833.333333,0.000000,0.000000,257.205200,0.000000,6321.506148,7071.506148,409.176102,0.000000,409.176102,marginal,44.350283,-212.854917,0.000000,0.000000
2025-02-19,11:50-12:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.443200,1071.943333,1124.437500,1048.451667,1305.618750,780.839167,833.333333,0.000000,833.333333,0.000000,0.000000,204.672917,0.000000,7071.506148,7821.506148,346.067919,0.000000,346.067919,marginal,-52.494167,-257.167083,0.000000,0.000000
2025-02-19,12:00-12:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.441100,1051.364633,1125.288900,1057.913383,1292.322217,759.409067,833.333333,0.000000,833.333333,0.000000,0.000000,160.484567,0.000000,7821.506148,8571.506148,334.975339,0.000000,334.975339,marginal,-73.924267,-234.408833,0.000000,0.000000
2025-02-19,12:10-12:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.455100,1061.278200,1113.208450,1053.132450,1260.085783,781.403083,833.333333,0.000000,833.333333,0.000000,0.000000,155.023083,0.000000,8571.506148,9321.506148,355.616543,0.000000,355.616543,marginal,-51.930250,-206.953333,0.000000,0.000000
2025-02-19,12:20-12:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.446300,1044.800000,1115.318750,1015.808333,1226.756250,762.814583,833.333333,0.000000,833.333333,0.000000,0.000000,140.429167,0.000000,9321.506148,10071.506148,340.444149,0.000000,340.444149,marginal,-70.518750,-210.947917,0.000000,0.000000
2025-02-19,12:30-12:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.411300,1051.853483,1154.772850,993.031633,1205.958917,730.413967,833.333333,0.000000,809.437613,0.000000,0.000000,133.903637,0.000000,10071.506148,10800.000000,300.419264,0.000000,300.419264,marginal,-102.919367,-212.927283,23.895720,0.000000
2025-02-19,12:40-12:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.568200,1064.876450,1119.861933,1032.315850,1190.872417,778.347850,833.333333,0.000000,0.000000,0.000000,0.000000,936.904417,0.000000,10800.000000,10800.000000,442.257248,0.000000,442.257248,marginal,-54.985483,-158.556567,833.333333,0.000000
2025-02-19,12:50-13:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.827900,1119.698333,1092.331250,1093.911667,1169.418750,27.367083,0.000000,0.000000,0.000000,0.000000,0.000000,102.874167,0.000000,10800.000000,10800.000000,22.657208,0.000000,22.657208,marginal,27.367083,-75.507083,0.000000,0.000000
2025-02-19,13:00-13:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.863600,1100.162400,1087.401517,1093.003833,1137.545200,12.760883,0.000000,0.000000,0.000000,0.000000,0.000000,57.302250,0.000000,10800.000000,10800.000000,11.020299,0.000000,11.020299,marginal,12.760883,-44.541367,0.000000,0.000000
2025-02-19,13:10-13:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.841600,1081.833100,1076.451183,1105.586750,1121.470650,5.381917,0.000000,0.000000,0.000000,0.000000,0.000000,21.265817,0.000000,10800.000000,10800.000000,4.529421,0.000000,4.529421,marginal,5.381917,-15.883900,0.000000,0.000000
2025-02-19,13:20-13:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.861800,1084.113333,1061.581250,1122.020000,1101.056250,22.532083,0.000000,0.000000,0.000000,0.000000,0.000000,1.568333,0.000000,10800.000000,10800.000000,19.418149,0.000000,19.418149,marginal,22.532083,20.963750,0.000000,0.000000
2025-02-19,13:30-13:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.862300,1092.093650,1040.712100,1055.512683,1032.436800,51.381550,0.000000,0.000000,0.000000,0.000000,0.000000,28.305667,0.000000,10800.000000,10800.000000,44.306311,0.000000,44.306311,marginal,51.381550,23.075883,0.000000,0.000000
2025-02-19,13:40-13:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.902600,1113.353333,1014.150033,1012.708433,988.637783,0.000000,0.000000,99.203300,0.000000,24.070650,0.000000,0.000000,0.000000,10800.000000,10773.254833,0.000000,0.000000,0.000000,marginal,99.203300,24.070650,0.000000,75.132650
2025-02-19,13:50-14:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.975400,1126.813333,985.300000,1033.493333,983.487500,0.000000,0.000000,141.513333,0.000000,50.005833,0.000000,0.000000,0.000000,10773.254833,10717.692796,0.000000,0.000000,0.000000,marginal,141.513333,50.005833,0.000000,91.507500
2025-02-19,14:00-14:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.000200,1068.753300,960.847750,1053.464767,955.953083,0.000000,0.000000,107.905550,0.000000,97.511683,0.000000,0.000000,0.000000,10717.692796,10609.346481,0.000000,0.000000,0.000000,marginal,107.905550,97.511683,0.000000,10.393867
2025-02-19,14:10-14:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.997800,1056.875850,911.216350,1057.208750,902.051283,0.000000,0.000000,145.659500,0.000000,145.659500,9.497967,0.000000,0.000000,10609.346481,10447.502593,0.000000,47.385356,47.385356,marginal,145.659500,155.157467,0.000000,0.000000
2025-02-19,14:20-14:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.027100,1035.041667,861.450000,1045.246667,843.156250,0.000000,0.000000,173.591667,0.000000,173.591667,28.498750,0.000000,0.000000,10447.502593,10254.622963,0.000000,146.355331,146.355331,marginal,173.591667,202.090417,0.000000,0.000000
2025-02-19,14:30-14:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.090600,1044.595550,827.998567,1023.186583,799.449317,0.000000,0.000000,216.596983,0.000000,216.596983,7.140283,0.000000,0.000000,10254.622963,10013.959648,0.000000,38.935965,38.935965,marginal,216.596983,223.737267,0.000000,0.000000
2025-02-19,14:40-14:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.937600,1053.174567,778.154083,1007.264950,747.568483,0.000000,0.000000,275.020483,0.000000,259.696467,0.000000,0.000000,0.000000,10013.959648,9725.408019,0.000000,0.000000,0.000000,marginal,275.020483,259.696467,0.000000,15.324017
2025-02-19,14:50-15:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.669400,1068.266667,733.975000,1014.376667,691.706250,1167.625000,833.333333,0.000000,833.333333,0.000000,0.000000,11.621250,0.000000,9725.408019,10475.408019,781.608175,0.000000,781.608175,marginal,334.291667,322.670417,0.000000,0.000000
2025-02-19,15:00-15:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.660000,1042.908150,673.506083,1044.249200,658.795017,1202.735400,833.333333,0.000000,360.657757,0.000000,0.000000,456.623459,0.000000,10475.408019,10800.000000,793.805364,0.000000,793.805364,marginal,369.402067,385.454183,472.675576,0.000000
2025-02-19,15:10-15:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.721700,1024.211483,619.680750,1039.523433,614.707200,404.530733,0.000000,0.000000,0.000000,0.000000,20.285500,0.000000,0.000000,10800.000000,10800.000000,291.949830,73.200227,365.150057,marginal,404.530733,424.816233,0.000000,0.000000
2025-02-19,15:20-15:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.730800,1029.573333,559.306250,1012.630000,559.375000,470.267083,0.000000,0.000000,0.000000,0.000000,0.000000,17.012083,0.000000,10800.000000,10800.000000,343.671184,0.000000,343.671184,marginal,470.267083,453.255000,0.000000,0.000000
2025-02-19,15:30-15:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.753400,1029.167333,514.159567,1027.396133,528.387100,515.007767,0.000000,0.000000,0.000000,0.000000,0.000000,15.998733,0.000000,10800.000000,10800.000000,388.006851,0.000000,388.006851,marginal,515.007767,499.009033,0.000000,0.000000
2025-02-19,15:40-15:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.782300,1028.452383,461.319450,1021.663500,501.646650,567.132933,0.000000,0.000000,0.000000,0.000000,0.000000,47.116083,0.000000,10800.000000,10800.000000,443.668094,0.000000,443.668094,marginal,567.132933,520.016850,0.000000,0.000000
2025-02-19,15:50-16:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.805500,1031.736667,407.625000,1005.198333,460.106250,624.111667,0.000000,0.000000,0.000000,0.000000,0.000000,79.019583,0.000000,10800.000000,10800.000000,502.721947,0.000000,502.721947,marginal,624.111667,545.092083,0.000000,0.000000
2025-02-19,16:00-16:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.827100,1036.815950,346.504200,1047.013817,405.218267,690.311750,0.000000,0.000000,0.000000,0.000000,0.000000,48.516200,0.000000,10800.000000,10800.000000,570.956848,0.000000,570.956848,marginal,690.311750,641.795550,0.000000,0.000000
2025-02-19,16:10-16:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.851900,1038.543967,302.671150,1042.388533,357.156817,735.872817,0.000000,0.000000,0.000000,0.000000,0.000000,50.641100,0.000000,10800.000000,10800.000000,626.890053,0.000000,626.890053,marginal,735.872817,685.231717,0.000000,0.000000
2025-02-19,16:20-16:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.879100,1039.893333,254.256250,993.441667,313.131250,785.637083,0.000000,0.000000,0.000000,0.000000,0.000000,105.326667,0.000000,10800.000000,10800.000000,690.653560,0.000000,690.653560,marginal,785.637083,680.310417,0.000000,0.000000
2025-02-19,16:30-16:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.902400,1038.207400,201.614550,1010.164283,252.222967,836.592850,0.000000,0.000000,0.000000,0.000000,0.000000,78.651533,0.000000,10800.000000,10800.000000,754.941388,0.000000,754.941388,marginal,836.592850,757.941317,0.000000,0.000000
2025-02-19,16:40-16:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.916300,1037.033000,150.082567,1031.237250,190.236833,886.950433,0.000000,0.000000,0.000000,0.000000,0.000000,45.950017,0.000000,10800.000000,10800.000000,812.712682,0.000000,812.712682,marginal,886.950433,841.000417,0.000000,0.000000
2025-02-19,16:50-17:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.926400,1029.871667,102.256250,1016.508333,137.356250,927.615417,0.000000,0.000000,0.000000,0.000000,0.000000,48.463333,0.000000,10800.000000,10800.000000,859.342922,0.000000,859.342922,marginal,927.615417,879.152083,0.000000,0.000000
2025-02-19,17:00-17:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.946200,1025.792600,57.041400,994.022567,88.478217,968.751200,0.000000,0.000000,0.000000,0.000000,0.000000,63.206850,0.000000,10800.000000,10800.000000,916.632385,0.000000,916.632385,marginal,968.751200,905.544350,0.000000,0.000000
2025-02-19,17:10-17:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.974200,1004.447383,20.437833,1000.150933,38.580767,984.009550,0.000000,0.000000,0.000000,0.000000,0.000000,22.439383,0.000000,10800.000000,10800.000000,958.622104,0.000000,958.622104,marginal,984.009550,961.570167,0.000000,0.000000
2025-02-19,17:20-17:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.986200,1030.918333,0.000000,1030.998333,1.250000,1030.918333,0.000000,0.000000,0.000000,0.000000,0.000000,1.170000,0.000000,10800.000000,10800.000000,1016.691660,0.000000,1016.691660,marginal,1030.918333,1029.748333,0.000000,0.000000
2025-02-19,17:30-17:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.976000,1050.409617,0.000000,1027.469817,0.000000,1050.409617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.939800,10800.000000,10800.000000,1025.199786,0.000000,1025.199786,marginal,1050.409617,1027.469817,0.000000,0.000000
2025-02-19,17:40-17:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.074200,916.390850,0.676817,885.656467,1.211717,915.714033,0.000000,0.000000,0.000000,0.000000,0.000000,1.211717,30.057567,10800.000000,10800.000000,983.660015,0.000000,983.660015,marginal,915.714033,884.444750,0.000000,0.000000
2025-02-19,17:50-18:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.231300,715.851667,0.000000,706.596667,0.000000,715.851667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.255000,10800.000000,10800.000000,881.428157,0.000000,881.428157,marginal,715.851667,706.596667,0.000000,0.000000
2025-02-19,18:00-18:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.256100,695.923933,0.000000,709.454117,0.000000,695.923933,0.000000,0.000000,0.000000,0.000000,13.530183,0.000000,0.000000,10800.000000,10800.000000,874.150053,84.976316,959.126369,marginal,695.923933,709.454117,0.000000,0.000000
2025-02-19,18:10-18:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.244700,720.525950,0.000000,731.593733,0.000000,720.525950,0.000000,0.000000,0.000000,0.000000,11.067783,0.000000,0.000000,10800.000000,10800.000000,896.838650,68.880350,965.719000,marginal,720.525950,731.593733,0.000000,0.000000
2025-02-19,18:20-18:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.254500,731.983333,0.000000,705.321667,0.000000,731.983333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.661667,10800.000000,10800.000000,918.273092,0.000000,918.273092,marginal,731.983333,705.321667,0.000000,0.000000
2025-02-19,18:30-18:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.252200,736.653200,0.000000,718.757917,0.000000,736.653200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.895283,10800.000000,10800.000000,922.437137,0.000000,922.437137,marginal,736.653200,718.757917,0.000000,0.000000
2025-02-19,18:40-18:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.288100,746.944683,0.000000,716.226850,0.000000,191.563100,0.000000,555.381583,0.000000,524.663750,0.000000,0.000000,0.000000,10800.000000,10217.040278,246.752429,0.000000,246.752429,marginal,746.944683,716.226850,0.000000,30.717833
2025-02-19,18:50-19:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.346600,743.571667,0.000000,694.836667,0.000000,0.000000,0.000000,743.571667,0.000000,694.836667,0.000000,0.000000,0.000000,10217.040278,9444.999537,0.000000,0.000000,0.000000,marginal,743.571667,694.836667,0.000000,48.735000
2025-02-19,19:00-19:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.352300,748.876583,0.000000,716.974150,0.000000,0.000000,0.000000,748.876583,0.000000,716.974150,0.000000,0.000000,0.000000,9444.999537,8648.361593,0.000000,0.000000,0.000000,marginal,748.876583,716.974150,0.000000,31.902433
2025-02-19,19:10-19:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.344500,752.457483,0.000000,743.956883,0.000000,0.000000,0.000000,752.457483,0.000000,743.956883,0.000000,0.000000,0.000000,8648.361593,7821.742833,0.000000,0.000000,0.000000,marginal,752.457483,743.956883,0.000000,8.500600
2025-02-19,19:20-19:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.348300,733.990000,0.000000,738.611667,0.000000,0.000000,0.000000,733.990000,0.000000,733.990000,4.621667,0.000000,0.000000,7821.742833,7006.198389,0.000000,31.156966,31.156966,marginal,733.990000,738.611667,0.000000,0.000000
2025-02-19,19:30-19:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.349000,708.318200,0.000000,708.257967,0.000000,0.000000,0.000000,708.318200,0.000000,708.257967,0.000000,0.000000,0.000000,7006.198389,6219.245093,0.000000,0.000000,0.000000,marginal,708.318200,708.257967,0.000000,0.060233
2025-02-19,19:40-19:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.347300,723.657067,0.000000,722.613667,0.000000,0.000000,0.000000,723.657067,0.000000,722.613667,0.000000,0.000000,0.000000,6219.245093,5416.341019,0.000000,0.000000,0.000000,marginal,723.657067,722.613667,0.000000,1.043400
2025-02-19,19:50-20:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.348200,742.506667,0.000000,764.940000,0.000000,0.000000,0.000000,742.506667,0.000000,742.506667,22.433333,0.000000,0.000000,5416.341019,4591.333611,0.000000,151.223100,151.223100,marginal,742.506667,764.940000,0.000000,0.000000
2025-02-19,20:00-20:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.351300,733.042033,0.000000,749.844033,0.000000,0.000000,0.000000,733.042033,0.000000,733.042033,16.802000,0.000000,0.000000,4591.333611,3776.842463,0.000000,113.522713,113.522713,marginal,733.042033,749.844033,0.000000,0.000000
2025-02-19,20:10-20:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.340000,729.947767,0.000000,722.350850,0.000000,0.000000,0.000000,729.947767,0.000000,722.350850,0.000000,0.000000,0.000000,3776.842463,2974.230407,0.000000,0.000000,0.000000,marginal,729.947767,722.350850,0.000000,7.596917
2025-02-19,20:20-20:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.348900,734.715000,0.000000,716.406667,0.000000,0.000000,0.000000,734.715000,0.000000,716.406667,0.000000,0.000000,0.000000,2974.230407,2178.223000,0.000000,0.000000,0.000000,marginal,734.715000,716.406667,0.000000,18.308333
2025-02-19,20:30-20:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.395200,733.535950,0.000000,722.016550,0.000000,0.000000,0.000000,733.535950,0.000000,722.016550,0.000000,0.000000,0.000000,2178.223000,1375.982389,0.000000,0.000000,0.000000,marginal,733.535950,722.016550,0.000000,11.519400
2025-02-19,20:40-20:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,1.222600,713.811083,0.000000,732.501833,0.000000,713.811083,0.000000,0.000000,0.000000,0.000000,18.690750,0.000000,0.000000,1375.982389,1375.982389,872.705430,114.256555,986.961985,marginal,713.811083,732.501833,0.000000,0.000000
2025-02-19,20:50-21:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.933200,717.723333,0.000000,739.665000,0.000000,717.723333,0.000000,0.000000,0.000000,0.000000,21.941667,0.000000,0.000000,1375.982389,1375.982389,669.779415,102.379817,772.159231,marginal,717.723333,739.665000,0.000000,0.000000
2025-02-19,21:00-21:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.906800,724.451300,0.000000,737.728933,0.000000,724.451300,0.000000,0.000000,0.000000,0.000000,13.277633,0.000000,0.000000,1375.982389,1375.982389,656.932439,60.200790,717.133228,marginal,724.451300,737.728933,0.000000,0.000000
2025-02-19,21:10-21:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.937100,733.720467,0.000000,741.382583,0.000000,733.720467,0.000000,0.000000,0.000000,0.000000,7.662117,0.000000,0.000000,1375.982389,1375.982389,687.569449,35.900848,723.470297,marginal,733.720467,741.382583,0.000000,0.000000
2025-02-19,21:20-21:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.937100,733.853333,0.000000,757.351667,0.000000,733.853333,0.000000,0.000000,0.000000,0.000000,23.498333,0.000000,0.000000,1375.982389,1375.982389,687.693959,110.101441,797.795399,marginal,733.853333,757.351667,0.000000,0.000000
2025-02-19,21:30-21:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.987100,770.188150,0.000000,764.846483,0.000000,770.188150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.341667,1375.982389,1375.982389,760.252723,0.000000,760.252723,marginal,770.188150,764.846483,0.000000,0.000000
2025-02-19,21:40-21:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.776400,683.016517,0.000000,690.806600,0.000000,683.016517,0.000000,0.000000,0.000000,0.000000,7.790083,0.000000,0.000000,1375.982389,1375.982389,530.294024,30.241103,560.535127,marginal,683.016517,690.806600,0.000000,0.000000
2025-02-19,21:50-22:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.420900,540.068333,0.000000,570.891667,0.000000,1373.401667,833.333333,0.000000,802.510000,0.000000,0.000000,0.000000,0.000000,1375.982389,2098.241389,578.064762,0.000000,578.064762,marginal,540.068333,570.891667,30.823333,0.000000
2025-02-19,22:00-22:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.385900,542.356717,0.000000,528.469800,0.000000,1375.690050,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,13.886917,2098.241389,2848.241389,530.878790,0.000000,530.878790,marginal,542.356717,528.469800,0.000000,0.000000
2025-02-19,22:10-22:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.436800,555.902483,0.000000,550.794617,0.000000,555.902483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.107867,2848.241389,2848.241389,242.818205,0.000000,242.818205,marginal,555.902483,550.794617,0.000000,0.000000
2025-02-19,22:20-22:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.419800,548.493333,0.000000,581.263333,0.000000,1381.826667,833.333333,0.000000,800.563333,0.000000,0.000000,0.000000,0.000000,2848.241389,3568.748389,580.090835,0.000000,580.090835,marginal,548.493333,581.263333,32.770000,0.000000
2025-02-19,22:30-22:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.418600,553.632583,0.000000,575.257417,0.000000,1386.965917,833.333333,0.000000,811.708500,0.000000,0.000000,0.000000,0.000000,3568.748389,4299.286039,580.583933,0.000000,580.583933,marginal,553.632583,575.257417,21.624833,0.000000
2025-02-19,22:40-22:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.424100,563.482700,0.000000,568.078850,0.000000,563.482700,0.000000,0.000000,0.000000,0.000000,4.596150,0.000000,0.000000,4299.286039,4299.286039,238.973013,9.746136,248.719149,marginal,563.482700,568.078850,0.000000,0.000000
2025-02-19,22:50-23:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.423700,566.135000,0.000000,570.050000,0.000000,1399.468333,833.333333,0.000000,829.418333,0.000000,0.000000,0.000000,0.000000,4299.286039,5045.762539,592.954733,0.000000,592.954733,marginal,566.135000,570.050000,3.915000,0.000000
2025-02-19,23:00-23:10,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.424800,582.041917,0.000000,555.548383,0.000000,582.041917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.493533,5045.762539,5045.762539,247.251406,0.000000,247.251406,marginal,582.041917,555.548383,0.000000,0.000000
2025-02-19,23:10-23:20,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.424000,592.058767,0.000000,536.037167,0.000000,592.058767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.021600,5045.762539,5045.762539,251.032917,0.000000,251.032917,marginal,592.058767,536.037167,0.000000,0.000000
2025-02-19,23:20-23:30,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.422000,584.748333,0.000000,547.596667,0.000000,1418.081667,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,37.151667,5045.762539,5795.762539,598.430463,0.000000,598.430463,marginal,584.748333,547.596667,0.000000,0.000000
2025-02-19,23:30-23:40,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.424000,582.553800,0.000000,609.144017,0.000000,915.887133,333.333333,0.000000,306.743117,0.000000,0.000000,0.000000,0.000000,5795.762539,6071.831344,388.336145,0.000000,388.336145,marginal,582.553800,609.144017,26.590217,0.000000
2025-02-19,23:40-23:50,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.427100,568.377717,0.000000,617.417783,0.000000,568.377717,0.000000,0.000000,0.000000,0.000000,49.040067,0.000000,0.000000,6071.831344,6071.831344,242.754123,104.725062,347.479185,marginal,568.377717,617.417783,0.000000,0.000000
2025-02-19,23:50-24:00,2025-02-18,2025-02-18,历史实测分位数,历史实测分位数,0.427600,566.653333,0.000000,572.158333,0.000000,566.653333,0.000000,0.000000,0.000000,0.000000,5.505000,0.000000,0.000000,6071.831344,6071.831344,242.300965,11.769690,254.070655,marginal,566.653333,572.158333,0.000000,0.000000
2025-02-20,00:00-00:10,2025-02-19,2025-02-19,历史实测分位数,历史实测分位数,0.424800,591.852917,0.000000,573.014233,0.000000,1425.186250,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,18.838683,6071.831344,6821.831344,605.419119,0.000000,605.419119,marginal,591.852917,573.014233,0.000000,0.000000
2025-02-20,00:10-00:20,2025-02-19,2025-02-19,历史实测分位数,历史实测分位数,0.424500,577.458650,0.000000,586.315733,0.000000,1410.791983,833.333333,0.000000,824.476250,0.000000,0.000000,0.000000,0.000000,6821.831344,7563.859969,598.881197,0.000000,598.881197,marginal,577.458650,586.315733,8.857083,0.000000
